Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,153.833837,[405  53] ; [48 83],[352.24787776 105.75212224] ; [100.75212224  30.24787776],1
n6,1,0.0,38.18175,[415  43] ; [90 40],[393.35034014  64.64965986] ; [111.64965986  18.35034014],1
s7,1,1.4e-05,18.844342,[288 152] ; [56 71],[266.94885362 173.05114638] ; [77.05114638 49.94885362],1
s4,1,3.2e-05,17.304867,[ 78 373] ; [45 87],[ 95.1509434 355.8490566] ; [ 27.8490566 104.1509434],1
a8,1,0.000201,13.823806,[ 73 342] ; [  5 117],[ 60.27932961 354.72067039] ; [ 17.72067039 104.27932961],1
a3,1,0.000279,13.203037,[344 113] ; [78 54],[327.42614601 129.57385399] ; [94.57385399 37.42614601],1
p11,1,0.000409,12.491991,[378  81] ; [90 42],[363.47208122  95.52791878] ; [104.52791878  27.47208122],1
p4,1,0.000457,12.284188,[313 142] ; [69 63],[296.0988075 158.9011925] ; [85.9011925 46.0988075],1
p6,1,0.000658,11.603278,[200 251] ; [36 94],[183.19449225 267.80550775] ; [52.80550775 77.19449225],1
p5,1,0.000711,11.460478,[ 73 382] ; [  6 125],[ 61.33959044 393.66040956] ; [ 17.66040956 113.33959044],1
u1,1,0.001225,10.451815,[108 351] ; [ 14 118],[ 94.75126904 364.24873096] ; [ 27.24873096 104.75126904],0
v1,1,0.003121,8.735451,[267 178] ; [58 70],[252.39965096 192.60034904] ; [72.60034904 55.39965096],0
v3,1,0.003488,8.532698,[196 248] ; [37 88],[181.81370826 262.18629174] ; [51.18629174 73.81370826],0
r1,1,0.003618,8.466176,[392  66] ; [98 33],[381.01867572  76.98132428] ; [108.98132428  22.01867572],0
d2,1,0.003766,8.393367,[238 218] ; [50 82],[223.34693878 232.65306122] ; [64.65306122 67.34693878],0
a5,1,0.005669,7.652751,[356 102] ; [87 45],[343.88813559 114.11186441] ; [99.11186441 32.88813559],0
p2,1,0.006531,7.397716,[394  63] ; [100  31],[383.94217687  73.05782313] ; [110.05782313  20.94217687],0
s8,1,0.006667,7.360491,[268 188] ; [60 72],[254.36734694 201.63265306] ; [73.63265306 58.36734694],0
a4,1,0.00839,6.948304,[218 238] ; [46 86],[204.73469388 251.26530612] ; [59.26530612 72.73469388],0
a2,1,0.013357,6.121186,[129 330] ; [ 23 109],[118.05076142 340.94923858] ; [33.94923858 98.05076142],0
p10,1,0.013632,6.085244,[389  63] ; [101  30],[379.89708405  72.10291595] ; [110.10291595  20.89708405],0
p12,1,0.01448,5.978626,[ 54 401] ; [  6 126],[ 46.5076661 408.4923339] ; [ 13.4923339 118.5076661],0
r4,1,0.01708,5.688105,[434  25] ; [117  15],[427.93401015  31.06598985] ; [123.06598985   8.93401015],0
p3,1,0.018263,5.570734,[254 203] ; [58 74],[242.07809847 214.92190153] ; [69.92190153 62.07809847],0
d5,1,0.020454,5.372716,[388  68] ; [101  31],[379.2244898  76.7755102] ; [109.7755102  22.2244898],0
p9,1,0.025,5.023863,[403  50] ; [106  24],[395.50085763  57.49914237] ; [113.49914237  16.50085763],0
d1,1,0.026767,4.905799,[289 170] ; [69 63],[278.04060914 180.95939086] ; [79.95939086 52.04060914],0
