Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,70.938636,[195 153] ; [ 47 181],[146.20833333 201.79166667] ; [ 95.79166667 132.20833333],1
v1,1,0.0,29.821513,[232 122] ; [ 98 132],[200.03424658 153.96575342] ; [129.96575342 100.03424658],1
p9,1,0.000516,12.055489,[310  42] ; [180  53],[294.83760684  57.16239316] ; [195.16239316  37.83760684],1
p10,1,0.001082,10.680986,[304  50] ; [176  58],[288.97959184  65.02040816] ; [191.02040816  42.97959184],0
a5,1,0.008873,6.848155,[299  62] ; [173  61],[286.37310924  74.62689076] ; [185.62689076  48.37310924],0
b1,1,0.010784,6.500604,[120 241] ; [102 132],[134.69243697 226.30756303] ; [ 87.30756303 146.69243697],0
r3,1,0.017914,5.604548,[349   7] ; [220  13],[343.91171477  12.08828523] ; [225.08828523   7.91171477],0
a3,1,0.023846,5.105777,[287  73] ; [167  66],[275.61551433  84.38448567] ; [178.38448567  54.61551433],0
d4,1,0.035934,4.400233,[335  25] ; [206  28],[327.87878788  32.12121212] ; [213.12121212  20.87878788],0
u1,1,0.046572,3.960799,[ 95 266] ; [ 45 189],[ 84.94117647 276.05882353] ; [ 55.05882353 178.94117647],0
p7,1,0.05749,3.608367,[238 110] ; [139  90],[227.37608319 120.62391681] ; [149.62391681  79.37608319],0
p11,1,0.079872,3.067505,[289  72] ; [173  61],[280.30588235  80.69411765] ; [181.69411765  52.30588235],0
s7,1,0.080846,3.04782,[189 153] ; [106 116],[178.88297872 163.11702128] ; [116.11702128 105.88297872],0
s4,1,0.082545,3.014058,[ 51 306] ; [ 45 183],[ 58.58461538 298.41538462] ; [ 37.41538462 190.58461538],0
s1,1,0.093874,2.806656,[  8 347] ; [ 11 220],[ 11.51023891 343.48976109] ; [  7.48976109 223.51023891],0
p4,1,0.103039,2.657867,[235 121] ; [139  95],[225.66779661 130.33220339] ; [148.33220339  85.66779661],0
p3,1,0.108683,2.573265,[196 163] ; [111 121],[186.4856176 172.5143824] ; [120.5143824 111.4856176],0
s8,1,0.123411,2.373494,[182 174] ; [104 129],[172.86247878 183.13752122] ; [113.13752122 119.86247878],0
p12,1,0.128023,2.316315,[ 34 322] ; [ 14 218],[ 29.06122449 326.93877551] ; [ 18.93877551 213.06122449],0
n2,1,0.128452,2.311111,[49 16] ; [41 24],[45. 20.] ; [45. 20.],0
d2,1,0.136149,2.220955,[211 148] ; [123 111],[202.20236088 156.79763912] ; [131.79763912 102.20236088],0
a6,1,0.13931,2.18556,[259 101] ; [155  79],[250.90909091 109.09090909] ; [163.09090909  70.90909091],0
a1,1,0.144538,2.128972,[ 20 341] ; [  7 227],[ 16.38151261 344.61848739] ; [ 10.61848739 223.38151261],0
a2,1,0.157043,2.00247,[112 249] ; [ 60 174],[104.35630252 256.64369748] ; [ 67.64369748 166.35630252],0
d1,1,0.180476,1.793696,[271  90] ; [164  70],[263.92436975  97.07563025] ; [171.07563025  62.92436975],0
a7,1,0.188138,1.732136,[275  84] ; [168  66],[268.19055649  90.80944351] ; [174.80944351  59.19055649],0
a8,1,0.188707,1.727682,[ 51 264] ; [ 26 189],[ 45.76415094 269.23584906] ; [ 31.23584906 183.76415094],0
n3,1,0.2538,1.302265,[50 16] ; [42 21],[47.06976744 18.93023256] ; [44.93023256 18.06976744],0
b3,1,0.283841,1.148605,[ 85 138] ; [48 99],[ 80.15945946 142.84054054] ; [52.84054054 94.15945946],0
b2,1,0.283841,1.148605,[ 85 138] ; [48 99],[ 80.15945946 142.84054054] ; [52.84054054 94.15945946],0
p2,1,0.308579,1.036749,[309  49] ; [194  39],[304.69373942  53.30626058] ; [198.30626058  34.69373942],0
