Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,70.938636,[195 153] ; [ 47 181],[146.20833333 201.79166667] ; [ 95.79166667 132.20833333],1
u3,1,0.33079,0.945802,[45 29] ; [46 21],[47.75886525 26.24113475] ; [43.24113475 23.75886525],0
s2,1,0.33277,0.938089,[191 165] ; [115 117],[185.26530612 170.73469388] ; [120.73469388 111.26530612],0
n1,1,0.389851,0.739406,[23 43] ; [27 37],[25.38461538 40.61538462] ; [24.61538462 39.38461538],0
s3,1,0.458055,0.550644,[193 159] ; [135  98],[197.36068376 154.63931624] ; [130.63931624 102.36068376],0
s5,1,0.488969,0.478795,[132 216] ; [ 80 148],[128.08333333 219.91666667] ; [ 83.91666667 144.08333333],0
p1,1,0.491711,0.472779,[ 24 335] ; [ 19 213],[ 26.12013536 332.87986464] ; [ 16.87986464 215.12013536],0
p8,1,0.498301,0.458554,[193 158] ; [122 112],[189. 162.] ; [126. 108.],0
u4,1,0.522994,0.407984,[  9 352] ; [  4 230],[  7.88739496 353.11260504] ; [  5.11260504 228.88739496],0
n6,1,0.53453,0.385772,[304  51] ; [196  38],[301.3582343  53.6417657] ; [198.6417657  35.3582343],0
v4,1,0.555308,0.347893,[346  12] ; [223  10],[344.67343486  13.32656514] ; [224.32656514   8.67343486],0
a4,1,0.575345,0.313821,[190 170] ; [118 116],[186.66666667 173.33333333] ; [121.33333333 112.66666667],0
u2,1,0.621197,0.244189,[40 32] ; [40 27],[41.43884892 30.56115108] ; [38.56115108 28.43884892],0
p5,1,0.739262,0.110776,[ 40 318] ; [ 28 204],[ 41.26101695 316.73898305] ; [ 26.73898305 205.26101695],0
n5,1,0.784816,0.074555,[272  83] ; [177  57],[270.6196944  84.3803056] ; [178.3803056  55.6196944],0
p6,1,0.787047,0.072979,[130 222] ; [ 89 145],[131.54948805 220.45051195] ; [ 87.45051195 146.54948805],0
b4,1,0.802774,0.062379,[212 149] ; [135  99],[210.53277311 150.46722689] ; [136.46722689  97.53277311],0
r2,1,0.889896,0.019164,[346  10] ; [226   7],[345.72495756  10.27504244] ; [226.27504244   6.72495756],0
d3,1,0.901452,0.015333,[273  88] ; [178  56],[273.63193277  87.36806723] ; [177.36806723  56.63193277],0
s6,1,0.90286,0.014896,[249 106] ; [161  67],[249.65694683 105.34305317] ; [160.34305317  67.65694683],0
b5,1,0.916418,0.011014,[216 145] ; [139  95],[215.38655462 145.61344538] ; [139.61344538  94.38655462],0
r4,1,0.93834,0.005984,[343  18] ; [222  12],[342.79831933  18.20168067] ; [222.20168067  11.79831933],0
n4,1,0.961826,0.002291,[289  70] ; [188  46],[288.77403035  70.22596965] ; [188.22596965  45.77403035],0
