Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000989,10.848935,[2 3] ; [ 3 75],[0.30120482 4.69879518] ; [ 4.69879518 73.30120482],1
r3,1,0.017643,5.631231,[3 2] ; [72  6],[4.51807229 0.48192771] ; [70.48192771  7.51807229],0
p1,1,0.047633,3.922894,[2 3] ; [ 8 70],[0.60240964 4.39759036] ; [ 9.39759036 68.60240964],0
v3,1,0.065116,3.402048,[4 1] ; [29 47],[2.03703704 2.96296296] ; [30.96296296 45.03703704],0
d4,1,0.113767,2.501092,[2 3] ; [57 21],[3.55421687 1.44578313] ; [55.44578313 22.55421687],0
r4,1,0.154181,2.030387,[3 2] ; [66 12],[4.15662651 0.84337349] ; [64.84337349 13.15662651],0
s5,1,0.17146,1.87013,[2 3] ; [12 63],[0.875 4.125] ; [13.125 61.875],0
n3,1,0.221099,1.497222,[1 1] ; [17  3],[1.63636364 0.36363636] ; [16.36363636  3.63636364],0
r2,1,0.261089,1.262976,[4 1] ; [72  5],[4.63414634 0.36585366] ; [71.36585366  5.63414634],0
p3,1,0.276651,1.183468,[4 1] ; [43 35],[2.8313253 2.1686747] ; [44.1686747 33.8313253],0
d2,1,0.276651,1.183468,[1 4] ; [35 43],[2.1686747 2.8313253] ; [33.8313253 44.1686747],0
b3,1,0.293431,1.103813,[4 1] ; [25 20],[2.9 2.1] ; [26.1 18.9],0
b2,1,0.293431,1.103813,[4 1] ; [25 20],[2.9 2.1] ; [26.1 18.9],0
a2,1,0.305359,1.050642,[2 3] ; [16 62],[1.08433735 3.91566265] ; [16.91566265 61.08433735],0
b1,1,0.340088,0.910098,[3 2] ; [30 48],[1.98795181 3.01204819] ; [31.01204819 46.98795181],0
n4,1,0.347583,0.88226,[3 2] ; [61 17],[3.85542169 1.14457831] ; [60.14457831 17.85542169],0
s7,1,0.35891,0.841703,[3 2] ; [29 45],[2.02531646 2.97468354] ; [29.97468354 44.02531646],0
p8,1,0.408074,0.684405,[4 1] ; [48 30],[3.13253012 1.86746988] ; [48.86746988 29.13253012],0
d1,1,0.547593,0.361646,[2 3] ; [42 36],[2.65060241 2.34939759] ; [41.34939759 36.65060241],0
a6,1,0.573283,0.31722,[4 1] ; [53 25],[3.43373494 1.56626506] ; [53.56626506 24.43373494],0
a3,1,0.599097,0.27636,[4 1] ; [53 24],[3.47560976 1.52439024] ; [53.52439024 23.47560976],0
d5,1,0.638322,0.220943,[4 1] ; [54 23],[3.53658537 1.46341463] ; [54.46341463 22.53658537],0
r1,1,0.650114,0.205757,[4 1] ; [55 23],[3.55421687 1.44578313] ; [55.44578313 22.55421687],0
s8,1,0.666174,0.18611,[2 3] ; [24 54],[1.56626506 3.43373494] ; [24.43373494 53.56626506],0
b4,1,0.705282,0.143035,[3 2] ; [40 38],[2.59036145 2.40963855] ; [40.40963855 37.59036145],0
d3,1,0.744073,0.106579,[3 2] ; [51 25],[3.33333333 1.66666667] ; [50.66666667 25.33333333],0
a5,1,0.806603,0.059932,[3 2] ; [51 27],[3.25301205 1.74698795] ; [50.74698795 27.25301205],0
n1,1,0.83008,0.046053,[1 1] ; [ 8 11],[0.85714286 1.14285714] ; [ 8.14285714 10.85714286],0
a4,1,0.875235,0.024653,[2 3] ; [34 44],[2.1686747 2.8313253] ; [33.8313253 44.1686747],0
n6,1,0.908004,0.013353,[4 1] ; [64 14],[4.09638554 0.90361446] ; [63.90361446 14.09638554],0
u1,1,0.908004,0.013353,[1 4] ; [14 64],[0.90361446 4.09638554] ; [14.09638554 63.90361446],0
a7,1,0.913379,0.011833,[4 1] ; [60 17],[3.90243902 1.09756098] ; [60.09756098 16.90243902],0
b5,1,0.945374,0.004695,[3 2] ; [48 30],[3.07228916 1.92771084] ; [47.92771084 30.07228916],0
