Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.039779,4.227294,[14 30] ; [ 5 34],[10.07228916 33.92771084] ; [ 8.92771084 30.07228916],0
u3,1,0.042961,4.096943,[8 9] ; [ 4 19],[ 5.1 11.9] ; [ 6.9 16.1],0
v4,1,0.043434,4.078444,[31 13] ; [19 20],[26.5060241 17.4939759] ; [23.4939759 15.5060241],0
d5,1,0.069908,3.285185,[29 15] ; [18 21],[24.91566265 19.08433735] ; [22.08433735 16.91566265],0
a3,1,0.081628,3.032189,[27 17] ; [16 22],[23.07317073 20.92682927] ; [19.92682927 18.07317073],0
d2,1,0.103554,2.649936,[18 24] ; [10 29],[14.51851852 27.48148148] ; [13.48148148 25.51851852],0
d1,1,0.142017,2.15597,[18 26] ; [10 29],[14.84337349 29.15662651] ; [13.15662651 25.84337349],0
s8,1,0.210301,1.569355,[ 3 41] ; [ 6 33],[ 4.77108434 39.22891566] ; [ 4.22891566 34.77108434],0
a5,1,0.228951,1.447369,[25 19] ; [17 22],[22.26506024 21.73493976] ; [19.73493976 19.26506024],0
s4,1,0.234893,1.410986,[ 4 40] ; [ 7 32],[ 5.8313253 38.1686747] ; [ 5.1686747 33.8313253],0
u1,1,0.249902,1.323853,[ 1 43] ; [ 3 36],[ 2.12048193 41.87951807] ; [ 1.87951807 37.12048193],0
d3,1,0.259088,1.273621,[23 20] ; [16 23],[20.45121951 22.54878049] ; [18.54878049 20.45121951],0
n1,1,0.31667,1.002653,[ 8 13] ; [ 5 16],[ 6.5 14.5] ; [ 6.5 14.5],0
n2,1,0.352346,0.864989,[10 11] ; [13  8],[11.5  9.5] ; [11.5  9.5],0
n3,1,0.354539,0.857143,[ 9 12] ; [12  9],[10.5 10.5] ; [10.5 10.5],0
u2,1,0.357168,0.847826,[ 4 12] ; [ 9 14],[ 5.33333333 10.66666667] ; [ 7.66666667 15.33333333],0
p2,1,0.360687,0.8355,[20 21] ; [23 16],[22.0375 18.9625] ; [20.9625 18.0375],0
p7,1,0.363902,0.824384,[15 28] ; [10 29],[13.1097561 29.8902439] ; [11.8902439 27.1097561],0
p3,1,0.37267,0.794741,[11 31] ; [ 7 32],[ 9.33333333 32.66666667] ; [ 8.66666667 30.33333333],0
a1,1,0.384712,0.755591,[ 6 38] ; [ 3 36],[ 4.77108434 39.22891566] ; [ 4.22891566 34.77108434],0
n5,1,0.391193,0.73523,[31 13] ; [24 15],[29.15662651 14.84337349] ; [25.84337349 13.15662651],0
a6,1,0.395262,0.722694,[21 23] ; [15 24],[19.08433735 24.91566265] ; [16.91566265 22.08433735],0
b1,1,0.395262,0.722694,[23 21] ; [24 15],[24.91566265 19.08433735] ; [22.08433735 16.91566265],0
r3,1,0.447751,0.576338,[19 24] ; [20 18],[20.7037037 22.2962963] ; [18.2962963 19.7037037],0
b5,1,0.460535,0.544594,[25 19] ; [19 20],[23.3253012 20.6746988] ; [20.6746988 18.3253012],0
b2,1,0.463101,0.538388,[ 9 13] ; [ 7 16],[ 7.82222222 14.17777778] ; [ 8.17777778 14.82222222],0
b3,1,0.463101,0.538388,[ 9 13] ; [ 7 16],[ 7.82222222 14.17777778] ; [ 8.17777778 14.82222222],0
p8,1,0.465173,0.53342,[13 30] ; [ 9 30],[11.53658537 31.46341463] ; [10.46341463 28.53658537],0
