Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,125.409383,[ 46 165] ; [250 105],[110.34628975 100.65371025] ; [185.65371025 169.34628975],1
p6,1,0.0,76.15217,[ 32 175] ; [187 168],[ 80.66370107 126.33629893] ; [138.33629893 216.66370107],1
p7,1,0.0,46.449286,[ 95 105] ; [268  84],[131.52173913  68.47826087] ; [231.47826087 120.52173913],1
p8,1,0.0,37.726546,[ 81 127] ; [231 121],[115.88571429  92.11428571] ; [196.11428571 155.88571429],1
p2,1,0.0,30.613452,[161  49] ; [329  25],[182.44680851  27.55319149] ; [307.55319149  46.44680851],1
n4,1,1e-06,23.997243,[137  74] ; [294  60],[160.95752212  50.04247788] ; [270.04247788  83.95752212],1
n5,1,1e-06,23.148151,[133  76] ; [288  64],[156.84313725  52.15686275] ; [264.15686275  87.84313725],1
a5,1,1.1e-05,19.283519,[140  71] ; [293  62],[161.41872792  49.58127208] ; [271.58127208  83.41872792],1
p5,1,1.4e-05,18.822008,[ 10 200] ; [ 61 291],[ 26.53024911 183.46975089] ; [ 44.46975089 307.53024911],1
v1,1,2.4e-05,17.875719,[ 90 113] ; [217 128],[113.72445255  89.27554745] ; [193.27554745 151.72445255],1
r4,1,4.3e-05,16.71441,[181  30] ; [339  16],[193.85159011  17.14840989] ; [326.14840989  28.85159011],1
s7,1,0.000112,14.92753,[ 81 127] ; [186 146],[102.84444444 105.15555556] ; [164.15555556 167.84444444],1
s6,1,0.000228,13.580901,[126  83] ; [260  86],[145.35855856  63.64144144] ; [240.64144144 105.35855856],1
n6,1,0.000255,13.378423,[165  45] ; [316  36],[179.73309609  30.26690391] ; [301.26690391  50.73309609],1
d1,1,0.000389,12.58372,[113  98] ; [243 112],[132.71378092  78.28621908] ; [223.28621908 131.71378092],1
r1,1,0.000561,11.89987,[157  53] ; [303  48],[172.19251337  37.80748663] ; [287.80748663  63.19251337],1
u1,1,0.001757,9.787219,[ 32 179] ; [ 94 261],[ 46.97173145 164.02826855] ; [ 79.02826855 275.97173145],0
d2,1,0.002139,9.426614,[ 82 128] ; [186 169],[ 99.61061947 110.38938053] ; [168.38938053 186.61061947],0
a2,1,0.002424,9.197227,[ 46 165] ; [120 235],[ 61.88339223 149.11660777] ; [104.11660777 250.88339223],0
p10,1,0.002683,9.011148,[182  27] ; [333  20],[191.52135231  17.47864769] ; [323.47864769  29.52135231],0
p12,1,0.002864,8.89223,[ 10 200] ; [ 44 311],[ 20.07079646 189.92920354] ; [ 33.92920354 321.07079646],0
