Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.617677,[136  26] ; [58 43],[119.49809886  42.50190114] ; [74.50190114 26.49809886],1
p4,1,0.000945,10.932203,[138  25] ; [68 33],[127.18939394  35.81060606] ; [78.81060606 22.18939394],1
p6,1,0.001167,10.541161,[76 85] ; [27 73],[63.53639847 97.46360153] ; [39.46360153 60.53639847],0
p11,1,0.002338,9.263191,[141  22] ; [72 29],[131.51136364  31.48863636] ; [81.48863636 19.51136364],0
p9,1,0.002967,8.827542,[145  18] ; [75 25],[136.34980989  26.65019011] ; [83.65019011 16.34980989],0
p10,1,0.003909,8.325802,[140  22] ; [72 28],[131.08396947  30.91603053] ; [80.91603053 19.08396947],0
p2,1,0.007564,7.133968,[146  16] ; [79 22],[138.59315589  23.40684411] ; [86.40684411 14.59315589],0
d3,1,0.022392,5.215033,[113  50] ; [56 45],[104.34469697  58.65530303] ; [64.65530303 36.34469697],0
b1,1,0.031042,4.650632,[65 98] ; [54 47],[73.47348485 89.52651515] ; [45.52651515 55.47348485],0
r1,1,0.051106,3.804808,[134  29] ; [72 28],[127.6730038  35.3269962] ; [78.3269962 21.6730038],0
u1,1,0.064233,3.424568,[ 24 139] ; [24 77],[ 29.63636364 133.36363636] ; [18.36363636 82.63636364],0
p5,1,0.0723,3.230016,[ 19 144] ; [ 5 94],[ 14.93129771 148.06870229] ; [ 9.06870229 89.93129771],0
p12,1,0.08801,2.910395,[ 18 145] ; [ 5 96],[ 14.20075758 148.79924242] ; [ 8.79924242 92.20075758],0
d1,1,0.091145,2.854027,[98 65] ; [50 51],[91.37878788 71.62121212] ; [56.62121212 44.37878788],0
r4,1,0.125038,2.353046,[150  13] ; [87 14],[146.32954545  16.67045455] ; [90.67045455 10.32954545],0
s2,1,0.125391,2.348651,[ 61 102] ; [47 53],[66.93536122 96.06463878] ; [41.06463878 58.93536122],0
d5,1,0.151946,2.052603,[129  34] ; [87 14],[133.36363636  29.63636364] ; [82.63636364 18.36363636],0
n5,1,0.194507,1.683144,[128  34] ; [72 28],[123.66412214  38.33587786] ; [76.33587786 23.66412214],0
d4,1,0.196862,1.665501,[132  31] ; [75 26],[127.80681818  35.19318182] ; [79.19318182 21.80681818],0
p1,1,0.204851,1.607448,[ 19 143] ; [ 7 94],[ 16.01520913 145.98479087] ; [ 9.98479087 91.01520913],0
v4,1,0.21608,1.530217,[156   7] ; [93  8],[153.73863636   9.26136364] ; [95.26136364  5.73863636],0
u2,1,0.233466,1.419621,[31 22] ; [12 15],[28.4875 24.5125] ; [14.5125 12.4875],0
n6,1,0.255314,1.293987,[140  22] ; [82 19],[136.74524715  25.25475285] ; [85.25475285 15.74524715],0
a5,1,0.299171,1.077885,[124  39] ; [71 30],[120.39772727  42.60227273] ; [74.60227273 26.39772727],0
v2,1,0.308254,1.03814,[95 64] ; [50 44],[91.12648221 67.87351779] ; [53.87351779 40.12648221],0
s3,1,0.351292,0.868786,[79 82] ; [55 45],[82.65900383 78.34099617] ; [51.34099617 48.65900383],0
n2,1,0.352972,0.862745,[12 10] ; [15  7],[13.5  8.5] ; [13.5  8.5],0
n4,1,0.353433,0.861092,[135  28] ; [79 22],[132.12878788  30.87121212] ; [81.87121212 19.12878788],0
b2,1,0.360146,0.837383,[38 66] ; [30 39],[40.87861272 63.12138728] ; [27.12138728 41.87861272],0
b3,1,0.360146,0.837383,[38 66] ; [30 39],[40.87861272 63.12138728] ; [27.12138728 41.87861272],0
a1,1,0.391643,0.733836,[  6 157] ; [ 6 95],[  7.40909091 155.59090909] ; [ 4.59090909 96.40909091],0
a2,1,0.457356,0.552359,[ 37 126] ; [27 74],[ 39.51515152 123.48484848] ; [24.48484848 76.51515152],0
a4,1,0.468472,0.525578,[68 94] ; [47 54],[70.8365019 91.1634981] ; [44.1634981 56.8365019],0
a3,1,0.562937,0.334644,[110  52] ; [72 29],[112.10646388  49.89353612] ; [69.89353612 31.10646388],0
s1,1,0.593049,0.285608,[  5 158] ; [ 2 99],[  4.3219697 158.6780303] ; [ 2.6780303 98.3219697],0
v3,1,0.611099,0.258577,[65 92] ; [42 52],[66.92828685 90.07171315] ; [40.07171315 53.92828685],0
v1,1,0.614707,0.253377,[92 68] ; [51 43],[90.07874016 69.92125984] ; [52.92125984 41.07874016],0
b5,1,0.661795,0.19135,[94 69] ; [61 40],[95.70075758 67.29924242] ; [59.29924242 41.70075758],0
r2,1,0.668439,0.183433,[151   9] ; [94  7],[150.19157088   9.80842912] ; [94.80842912  6.19157088],0
s6,1,0.731942,0.117336,[96 66] ; [62 39],[97.32319392 64.67680608] ; [60.67680608 40.32319392],0
a6,1,0.747672,0.103498,[116  47] ; [70 31],[114.84090909  48.15909091] ; [71.15909091 29.84090909],0
