Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.617677,[136  26] ; [58 43],[119.49809886  42.50190114] ; [74.50190114 26.49809886],1
n1,1,0.750455,0.101149,[ 7 15] ; [ 8 14],[ 7.5 14.5] ; [ 7.5 14.5],0
a8,1,0.764445,0.08979,[ 18 127] ; [10 80],[ 17.27659574 127.72340426] ; [10.72340426 79.27659574],0
u4,1,0.799668,0.064402,[  4 159] ; [ 3 98],[  4.3219697 158.6780303] ; [ 2.6780303 98.3219697],0
u3,1,0.803849,0.061687,[29 23] ; [17 12],[29.5308642 22.4691358] ; [16.4691358 12.5308642],0
s4,1,0.819856,0.051861,[ 21 142] ; [14 87],[ 21.60984848 141.39015152] ; [13.39015152 87.60984848],0
b4,1,0.874062,0.025123,[92 71] ; [56 45],[91.37878788 71.62121212] ; [56.62121212 44.37878788],0
d2,1,0.92889,0.007964,[80 83] ; [49 52],[79.64772727 83.35227273] ; [49.35227273 51.64772727],0
r3,1,0.948708,0.004138,[153  10] ; [95  6],[153.12121212   9.87878788] ; [94.87878788  6.12121212],0
a7,1,0.954065,0.003318,[123  39] ; [77 24],[123.19391635  38.80608365] ; [76.80608365 24.19391635],0
s8,1,0.966668,0.001746,[71 91] ; [44 57],[70.8365019 91.1634981] ; [44.1634981 56.8365019],0
s7,1,0.977432,0.0008,[72 81] ; [45 51],[71.89156627 81.10843373] ; [45.10843373 50.89156627],0
