Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.722182,[ 9 35] ; [66 14],[26.61290323 17.38709677] ; [48.38709677 31.61290323],1
r3,1,2e-06,22.174338,[23 21] ; [71  8],[33.62601626 10.37398374] ; [60.37398374 18.62601626],1
d4,1,0.000385,12.604329,[22 22] ; [63 15],[30.6557377 13.3442623] ; [54.3442623 23.6557377],1
r2,1,0.000419,12.444876,[26 15] ; [72  8],[33.20661157  7.79338843] ; [64.79338843 15.20661157],1
v4,1,0.001499,10.080438,[26 17] ; [67 11],[33.04958678  9.95041322] ; [59.95041322 18.04958678],0
d5,1,0.009102,6.802605,[24 20] ; [61 18],[30.40650407 13.59349593] ; [54.59349593 24.40650407],0
d1,1,0.014203,6.012735,[11 33] ; [38 42],[17.38709677 26.61290323] ; [31.61290323 48.38709677],0
a1,1,0.01735,5.66059,[ 7 37] ; [ 3 77],[ 3.5483871 40.4516129] ; [ 6.4516129 73.5483871],0
s3,1,0.024589,5.052628,[14 29] ; [42 36],[19.90082645 23.09917355] ; [36.09917355 41.90082645],0
d3,1,0.026768,4.905685,[20 23] ; [53 26],[25.7295082 17.2704918] ; [47.2704918 31.7295082],0
b1,1,0.032,4.59848,[27 17] ; [33 47],[21.29032258 22.70967742] ; [38.70967742 41.29032258],0
u2,1,0.040025,4.21684,[10 11] ; [22  7],[13.44  7.56] ; [18.56 10.44],0
s6,1,0.045256,4.009056,[13 31] ; [38 41],[18.24390244 25.75609756] ; [32.75609756 46.24390244],0
b4,1,0.048791,3.882545,[20 24] ; [51 29],[25.19354839 18.80645161] ; [45.80645161 34.19354839],0
a5,1,0.056996,3.622705,[18 26] ; [47 33],[23.06451613 20.93548387] ; [41.93548387 38.06451613],0
s4,1,0.062854,3.460427,[ 9 35] ; [ 7 73],[ 5.67741935 38.32258065] ; [10.32258065 69.67741935],0
a7,1,0.069162,3.302802,[23 21] ; [55 25],[27.67741935 16.32258065] ; [50.32258065 29.67741935],0
n5,1,0.115898,2.471895,[26 18] ; [35 44],[21.82113821 22.17886179] ; [39.17886179 39.82113821],0
u3,1,0.135593,2.227273,[ 9 12] ; [18 10],[11.57142857  9.42857143] ; [15.42857143 12.57142857],0
p6,1,0.173971,1.848384,[ 9 34] ; [ 9 68],[ 6.45 36.55] ; [11.55 65.45],0
a3,1,0.182233,1.779317,[23 21] ; [51 28],[26.47154472 17.52845528] ; [47.52845528 31.47154472],0
v3,1,0.189079,1.724778,[ 7 37] ; [19 53],[ 9.86206897 34.13793103] ; [16.13793103 55.86206897],0
v1,1,0.193873,1.687936,[12 30] ; [32 47],[15.27272727 26.72727273] ; [28.72727273 50.27272727],0
p1,1,0.248536,1.331514,[ 3 41] ; [ 2 77],[ 1.78861789 42.21138211] ; [ 3.21138211 75.78861789],0
v2,1,0.264409,1.245527,[14 29] ; [31 41],[16.82608696 26.17391304] ; [28.17391304 43.82608696],0
b5,1,0.268131,1.226284,[23 21] ; [50 30],[25.90322581 18.09677419] ; [47.09677419 32.90322581],0
a8,1,0.278045,1.176618,[ 3 40] ; [10 64],[ 4.77777778 38.22222222] ; [ 8.22222222 65.77777778],0
p2,1,0.2802,1.166122,[22 21] ; [49 31],[24.82113821 18.17886179] ; [46.17886179 33.82113821],0
s2,1,0.287278,1.132336,[12 32] ; [29 50],[14.66666667 29.33333333] ; [26.33333333 52.66666667],0
n4,1,0.320678,0.98618,[19 25] ; [42 38],[21.64516129 22.35483871] ; [39.35483871 40.64516129],0
a6,1,0.322511,0.978736,[25 19] ; [52 27],[27.54471545 16.45528455] ; [49.45528455 29.54471545],0
b2,1,0.326472,0.96284,[ 9 18] ; [ 9 31],[ 7.25373134 19.74626866] ; [10.74626866 29.25373134],0
b3,1,0.326472,0.96284,[ 9 18] ; [ 9 31],[ 7.25373134 19.74626866] ; [10.74626866 29.25373134],0
a4,1,0.373212,0.792942,[13 31] ; [30 50],[15.25806452 28.74193548] ; [27.74193548 52.25806452],0
s1,1,0.375934,0.783955,[ 2 41] ; [ 7 70],[ 3.225 39.775] ; [ 5.775 71.225],0
n2,1,0.391694,0.733677,[11  8] ; [25 11],[12.43636364  6.56363636] ; [23.56363636 12.43636364],0
p10,1,0.398408,0.713125,[20 23] ; [42 35],[22.21666667 20.78333333] ; [39.78333333 37.21666667],0
p11,1,0.437817,0.601996,[21 23] ; [44 36],[23.06451613 20.93548387] ; [41.93548387 38.06451613],0
n1,1,0.4469,0.578502,[8 9] ; [13 23],[ 6.73584906 10.26415094] ; [14.26415094 21.73584906],0
n3,1,0.489402,0.47784,[13  6] ; [20 14],[11.83018868  7.16981132] ; [21.16981132 12.83018868],0
p8,1,0.506449,0.441398,[10 32] ; [23 55],[11.55 30.45] ; [21.45 56.55],0
u1,1,0.521675,0.41058,[ 2 42] ; [ 6 74],[ 2.83870968 41.16129032] ; [ 5.16129032 74.83870968],0
s5,1,0.533135,0.388413,[ 5 38] ; [12 64],[ 6.14285714 36.85714286] ; [10.85714286 65.14285714],0
p5,1,0.538825,0.377722,[ 2 41] ; [ 2 76],[ 1.4214876 41.5785124] ; [ 2.5785124 75.4214876],0
a2,1,0.573236,0.317297,[ 5 39] ; [12 68],[ 6.03225806 37.96774194] ; [10.96774194 69.03225806],0
p9,1,0.576585,0.311788,[24 19] ; [47 30],[25.44166667 17.55833333] ; [45.55833333 31.44166667],0
d2,1,0.620922,0.244573,[17 27] ; [27 52],[15.7398374 28.2601626] ; [28.2601626 50.7398374],0
p4,1,0.642753,0.21516,[14 30] ; [22 57],[12.87804878 31.12195122] ; [23.12195122 55.87804878],0
s8,1,0.674532,0.176346,[ 9 35] ; [19 61],[ 9.93548387 34.06451613] ; [18.06451613 61.93548387],0
s7,1,0.684702,0.164881,[11 31] ; [22 52],[11.94827586 30.05172414] ; [21.05172414 52.94827586],0
p7,1,0.839651,0.040941,[16 26] ; [30 45],[16.51282051 25.48717949] ; [29.48717949 45.51282051],0
p12,1,0.912023,0.012207,[ 1 43] ; [ 2 75],[ 1.09090909 42.90909091] ; [ 1.90909091 75.09090909],0
