Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,53.015478,[30  6] ; [13 75],[12.48387097 23.51612903] ; [30.51612903 57.48387097],1
s6,1,0.0,41.933316,[32  4] ; [23 67],[15.71428571 20.28571429] ; [39.28571429 50.71428571],1
s7,1,0.0,27.805556,[22 11] ; [14 70],[10.15384615 22.84615385] ; [25.84615385 58.15384615],1
s8,1,8e-06,19.915825,[17 19] ; [10 80],[ 7.71428571 28.28571429] ; [19.28571429 70.71428571],1
p3,1,7.9e-05,15.581666,[16 20] ; [11 78],[ 7.776 28.224] ; [19.224 69.776],1
s4,1,9.6e-05,15.21582,[13 23] ; [ 7 82],[ 5.76 30.24] ; [14.24 74.76],1
s5,1,0.001649,9.90409,[11 23] ; [ 8 79],[ 5.33884298 28.66115702] ; [13.66115702 73.33884298],0
p4,1,0.005376,7.748254,[17 19] ; [20 70],[10.57142857 25.42857143] ; [26.42857143 63.57142857],0
a6,1,0.013872,6.054418,[15 21] ; [59 31],[21.14285714 14.85714286] ; [52.85714286 37.14285714],0
v1,1,0.013981,6.040585,[18 17] ; [25 64],[12.13709677 22.86290323] ; [30.86290323 58.13709677],0
a5,1,0.025196,5.010353,[27  9] ; [48 42],[21.42857143 14.57142857] ; [53.57142857 36.42857143],0
r3,1,0.031879,4.604989,[32  4] ; [63 26],[27.36  8.64] ; [67.64 21.36],0
d2,1,0.047881,3.914141,[23 13] ; [39 49],[18. 18.] ; [44. 44.],0
r4,1,0.05557,3.664904,[27  9] ; [51 39],[22.28571429 13.71428571] ; [55.71428571 34.28571429],0
d4,1,0.056377,3.640875,[31  5] ; [62 27],[26.784  9.216] ; [66.216 22.784],0
v4,1,0.06053,3.522806,[31  5] ; [63 27],[26.85714286  9.14285714] ; [67.14285714 22.85714286],0
n6,1,0.066266,3.373176,[26 10] ; [49 41],[21.42857143 14.57142857] ; [53.57142857 36.42857143],0
u3,1,0.068819,3.310964,[8 3] ; [14 20],[5.37777778 5.62222222] ; [16.62222222 17.37777778],0
p2,1,0.079743,3.070132,[21 15] ; [37 53],[16.57142857 19.42857143] ; [41.42857143 48.57142857],0
v2,1,0.10629,2.608531,[17 18] ; [29 59],[13.08943089 21.91056911] ; [32.91056911 55.08943089],0
r1,1,0.112411,2.52,[27  9] ; [54 36],[23.14285714 12.85714286] ; [57.85714286 32.14285714],0
r2,1,0.114031,2.497452,[32  3] ; [70 18],[29.02439024  5.97560976] ; [72.97560976 15.02439024],0
s1,1,0.12271,2.382382,[ 5 31] ; [ 5 84],[ 2.88 33.12] ; [ 7.12 81.88],0
p5,1,0.139328,2.185366,[ 2 34] ; [ 1 89],[ 0.85714286 35.14285714] ; [ 2.14285714 87.85714286],0
v3,1,0.179019,1.805746,[12 22] ; [20 66],[ 9.06666667 24.93333333] ; [22.93333333 63.06666667],0
d1,1,0.194953,1.679788,[21 15] ; [41 49],[17.71428571 18.28571429] ; [44.28571429 45.71428571],0
p1,1,0.201494,1.631514,[ 5 31] ; [ 6 83],[ 3.168 32.832] ; [ 7.832 81.168],0
u1,1,0.21612,1.529951,[ 7 29] ; [10 80],[ 4.85714286 31.14285714] ; [12.14285714 77.85714286],0
d5,1,0.227862,1.454156,[29  7] ; [63 27],[26.28571429  9.71428571] ; [65.71428571 24.28571429],0
p6,1,0.235022,1.41021,[ 7 29] ; [10 78],[ 4.93548387 31.06451613] ; [12.06451613 75.93548387],0
a2,1,0.236633,1.400538,[ 5 31] ; [21 69],[ 7.42857143 28.57142857] ; [18.57142857 71.42857143],0
p9,1,0.264092,1.247177,[14 21] ; [26 62],[11.38211382 23.61788618] ; [28.61788618 59.38211382],0
n3,1,0.284395,1.145969,[9 4] ; [22 20],[7.32727273 5.67272727] ; [23.67272727 18.32727273],0
p8,1,0.295284,1.09537,[ 7 29] ; [11 79],[ 5.14285714 30.85714286] ; [12.85714286 77.14285714],0
u4,1,0.334991,0.929508,[ 2 34] ; [ 2 88],[ 1.14285714 34.85714286] ; [ 2.85714286 87.14285714],0
a1,1,0.337199,0.921053,[ 2 34] ; [10 80],[ 3.42857143 32.57142857] ; [ 8.57142857 81.42857143],0
n4,1,0.444672,0.584198,[25 11] ; [56 34],[23.14285714 12.85714286] ; [57.85714286 32.14285714],0
p12,1,0.504486,0.445486,[ 1 35] ; [ 1 88],[ 0.576 35.424] ; [ 1.424 87.576],0
u2,1,0.50595,0.442433,[5 5] ; [13 21],[4.09090909 5.90909091] ; [13.90909091 20.09090909],0
b1,1,0.535197,0.384515,[19 17] ; [42 48],[17.42857143 18.57142857] ; [43.57142857 46.42857143],0
a3,1,0.537353,0.380468,[25 11] ; [56 32],[23.51612903 12.48387097] ; [57.48387097 30.51612903],0
n2,1,0.55565,0.347293,[8 5] ; [23 21],[7.07017544 5.92982456] ; [23.92982456 20.07017544],0
b5,1,0.56917,0.324074,[22 14] ; [50 40],[20.57142857 15.42857143] ; [51.42857143 38.57142857],0
n1,1,0.627389,0.235618,[6 7] ; [17 27],[5.24561404 7.75438596] ; [17.75438596 26.24561404],0
b2,1,0.641498,0.216789,[ 8 15] ; [25 37],[ 8.92941176 14.07058824] ; [24.07058824 37.92941176],0
b3,1,0.641498,0.216789,[ 8 15] ; [25 37],[ 8.92941176 14.07058824] ; [24.07058824 37.92941176],0
a8,1,0.64872,0.207518,[ 3 30] ; [10 73],[ 3.69827586 29.30172414] ; [ 9.30172414 73.69827586],0
a4,1,0.73007,0.119047,[18 18] ; [41 47],[17.12903226 18.87096774] ; [41.87096774 46.12903226],0
p11,1,0.731346,0.117879,[14 22] ; [38 52],[14.85714286 21.14285714] ; [37.14285714 52.85714286],0
a7,1,0.900213,0.015723,[21 15] ; [53 36],[21.312 14.688] ; [52.688 36.312],0
d3,1,0.954492,0.003257,[21 15] ; [52 38],[20.85714286 15.14285714] ; [52.14285714 37.85714286],0
n5,1,0.955017,0.003182,[19 17] ; [47 43],[18.85714286 17.14285714] ; [47.14285714 42.85714286],0
b4,1,1.0,0.0,[22 14] ; [55 35],[22. 14.] ; [55. 35.],0
