Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.191051,[ 1 16] ; [31  8],[9.71428571 7.28571429] ; [22.28571429 16.71428571],1
r3,1,3e-06,21.990915,[ 4 13] ; [34  5],[11.53571429  5.46428571] ; [26.46428571 12.53571429],1
r2,1,0.000114,14.893917,[ 7 10] ; [35  4],[12.75  4.25] ; [29.25  9.75],1
p11,1,0.002508,9.134793,[ 3 14] ; [24 15],[8.19642857 8.80357143] ; [18.80357143 20.19642857],0
n6,1,0.005495,7.708798,[ 6 11] ; [29 10],[10.625  6.375] ; [24.375 14.625],0
v2,1,0.007223,7.216546,[ 1 16] ; [16 22],[ 5.25454545 11.74545455] ; [11.74545455 26.25454545],0
n3,1,0.008786,6.865852,[5 6] ; [13  1],[7.92 3.08] ; [10.08  3.92],0
r1,1,0.010123,6.613078,[ 6 11] ; [28 11],[10.32142857  6.67857143] ; [23.67857143 15.32142857],0
u2,1,0.023626,5.121912,[ 2 10] ; [12  9],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
u3,1,0.027031,4.888849,[ 1 11] ; [10 12],[3.88235294 8.11764706] ; [ 7.11764706 14.88235294],0
a7,1,0.035872,4.403165,[ 4 13] ; [21 18],[7.58928571 9.41071429] ; [17.41071429 21.58928571],0
p2,1,0.035872,4.403165,[ 4 13] ; [21 18],[7.58928571 9.41071429] ; [17.41071429 21.58928571],0
p7,1,0.055134,3.678019,[ 6 11] ; [24 14],[9.27272727 7.72727273] ; [20.72727273 17.27272727],0
v3,1,0.058452,3.580763,[ 2 15] ; [14 24],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
d3,1,0.06247,3.470555,[ 3 14] ; [17 22],[ 6.07142857 10.92857143] ; [13.92857143 25.07142857],0
p6,1,0.115109,2.482639,[ 2 14] ; [13 26],[ 4.36363636 11.63636364] ; [10.63636364 28.36363636],0
v1,1,0.125149,2.351671,[ 3 14] ; [15 24],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
a1,1,0.15974,1.976683,[ 2 15] ; [ 1 38],[ 0.91071429 16.08928571] ; [ 2.08928571 36.91071429],0
n4,1,0.167146,1.908357,[8 9] ; [26 13],[10.32142857  6.67857143] ; [23.67857143 15.32142857],0
b1,1,0.201425,1.632011,[ 6 11] ; [21 18],[8.19642857 8.80357143] ; [18.80357143 20.19642857],0
s6,1,0.20897,1.578549,[ 4 13] ; [16 23],[ 6.07142857 10.92857143] ; [13.92857143 25.07142857],0
a5,1,0.20897,1.578549,[ 4 13] ; [16 23],[ 6.07142857 10.92857143] ; [13.92857143 25.07142857],0
p1,1,0.268103,1.226425,[ 3 14] ; [ 3 36],[ 1.82142857 15.17857143] ; [ 4.17857143 34.82142857],0
s1,1,0.283679,1.149381,[ 3 14] ; [ 3 35],[ 1.85454545 15.14545455] ; [ 4.14545455 33.85454545],0
s7,1,0.287188,1.132755,[ 2 15] ; [ 9 28],[ 3.46296296 13.53703704] ; [ 7.53703704 29.46296296],0
s5,1,0.308313,1.037889,[ 1 16] ; [ 6 32],[ 2.16363636 14.83636364] ; [ 4.83636364 33.16363636],0
s3,1,0.352822,0.863282,[ 6 11] ; [19 20],[7.58928571 9.41071429] ; [17.41071429 21.58928571],0
