Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.000949,10.923611,[ 2 46] ; [2 2],[ 3.69230769 44.30769231] ; [0.30769231 3.69230769],1
p1,1,0.06737,3.34596,[ 7 42] ; [2 2],[ 8.32075472 40.67924528] ; [0.67924528 3.32075472],0
s4,1,0.072036,3.236003,[ 7 41] ; [2 2],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
p5,1,0.081719,3.030374,[ 2 47] ; [1 3],[ 2.77358491 46.22641509] ; [0.22641509 3.77358491],0
v2,1,0.180141,1.796463,[28 19] ; [1 3],[26.7254902 20.2745098] ; [2.2745098 1.7254902],0
a4,1,0.184722,1.759221,[29 20] ; [1 3],[27.73584906 21.26415094] ; [2.26415094 1.73584906],0
v1,1,0.243511,1.360151,[26 21] ; [1 3],[24.88235294 22.11764706] ; [2.11764706 1.88235294],0
p3,1,0.316852,1.001897,[25 24] ; [1 3],[24.03773585 24.96226415] ; [1.96226415 2.03773585],0
d3,1,0.369382,0.805743,[35 14] ; [2 2],[34.20754717 14.79245283] ; [2.79245283 1.20754717],0
p11,1,0.424428,0.638022,[34 15] ; [2 2],[33.28301887 15.71698113] ; [2.71698113 1.28301887],0
s8,1,0.44008,0.596074,[27 22] ; [3 1],[27.73584906 21.26415094] ; [2.26415094 1.73584906],0
r4,1,0.468776,0.524861,[43  6] ; [3 1],[42.52830189  6.47169811] ; [3.47169811 0.52830189],0
b1,1,0.481185,0.496178,[16 33] ; [2 2],[16.64150943 32.35849057] ; [1.35849057 2.64150943],0
p4,1,0.481185,0.496178,[33 16] ; [2 2],[32.35849057 16.64150943] ; [2.64150943 1.35849057],0
b4,1,0.48585,0.485704,[28 21] ; [3 1],[28.66037736 20.33962264] ; [2.33962264 1.66037736],0
b3,1,0.505009,0.444395,[15 13] ; [1 2],[14.4516129 13.5483871] ; [1.5483871 1.4516129],0
b2,1,0.505009,0.444395,[15 13] ; [1 2],[14.4516129 13.5483871] ; [1.5483871 1.4516129],0
d2,1,0.534039,0.3867,[29 20] ; [3 1],[29.58490566 19.41509434] ; [2.41509434 1.58490566],0
r1,1,0.539359,0.37673,[32 17] ; [2 2],[31.43396226 17.56603774] ; [2.56603774 1.43396226],0
p8,1,0.539359,0.37673,[17 32] ; [2 2],[17.56603774 31.43396226] ; [1.43396226 2.56603774],0
d4,1,0.564924,0.33125,[42  7] ; [3 1],[41.60377358  7.39622642] ; [3.39622642 0.60377358],0
d5,1,0.656874,0.197343,[41  8] ; [3 1],[40.67924528  8.32075472] ; [3.32075472 0.67924528],0
a6,1,0.693851,0.154948,[32 17] ; [3 1],[32.35849057 16.64150943] ; [2.64150943 1.35849057],0
v3,1,0.712656,0.135638,[16 31] ; [1 3],[15.66666667 31.33333333] ; [1.33333333 2.66666667],0
a2,1,0.744424,0.106277,[ 9 40] ; [1 3],[ 9.24528302 39.75471698] ; [0.75471698 3.24528302],0
s6,1,0.752533,0.099415,[33 16] ; [3 1],[33.28301887 15.71698113] ; [2.71698113 1.28301887],0
p10,1,0.752533,0.099415,[33 16] ; [3 1],[33.28301887 15.71698113] ; [2.71698113 1.28301887],0
n1,1,0.787221,0.072857,[9 6] ; [1 1],[8.82352941 6.17647059] ; [1.17647059 0.82352941],0
d1,1,0.814136,0.055269,[34 15] ; [3 1],[34.20754717 14.79245283] ; [2.79245283 1.20754717],0
a3,1,0.87882,0.023246,[35 14] ; [3 1],[35.13207547 13.86792453] ; [2.86792453 1.13207547],0
p2,1,0.906687,0.01374,[38 11] ; [3 1],[37.90566038 11.09433962] ; [3.09433962 0.90566038],0
u1,1,0.906687,0.01374,[11 38] ; [1 3],[11.09433962 37.90566038] ; [0.90566038 3.09433962],0
a5,1,0.981807,0.00052,[37 12] ; [3 1],[36.98113208 12.01886792] ; [3.01886792 0.98113208],0
