Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.651515,[254  13] ; [6 4],[250.61371841  16.38628159] ; [9.38628159 0.61371841],1
r1,1,0.000133,14.597324,[228  39] ; [4 6],[223.62454874  43.37545126] ; [8.37545126 1.62454874],1
r2,1,0.001222,10.456243,[257   7] ; [7 2],[255.2967033   8.7032967] ; [8.7032967 0.2967033],0
s1,1,0.008704,6.882503,[  9 255] ; [2 8],[ 10.59854015 253.40145985] ; [0.40145985 9.59854015],0
d4,1,0.026804,4.903424,[227  38] ; [6 4],[224.52727273  40.47272727] ; [8.47272727 1.52727273],0
p7,1,0.041147,4.169938,[222  41] ; [6 4],[219.64835165  43.35164835] ; [8.35164835 1.64835165],0
s4,1,0.042787,4.103802,[ 41 220] ; [4 6],[ 43.33948339 217.66051661] ; [1.66051661 8.33948339],0
p11,1,0.059667,3.546619,[222  45] ; [6 4],[219.76895307  47.23104693] ; [8.23104693 1.76895307],0
p3,1,0.059814,3.542547,[182  84] ; [4 6],[179.26086957  86.73913043] ; [6.73913043 3.26086957],0
v1,1,0.091851,2.84163,[174  90] ; [4 6],[171.50364964  92.49635036] ; [6.49635036 3.50364964],0
p10,1,0.107844,2.585539,[231  33] ; [7 3],[229.31386861  34.68613139] ; [8.68613139 1.31386861],0
p9,1,0.173923,1.848804,[245  21] ; [8 2],[243.83333333  22.16666667] ; [9.16666667 0.83333333],0
s2,1,0.184131,1.763961,[157 109] ; [8 2],[159.02173913 106.97826087] ; [5.97826087 4.02173913],0
a2,1,0.193462,1.691051,[ 77 190] ; [1 9],[ 75.18411552 191.81588448] ; [2.81588448 7.18411552],0
s6,1,0.216876,1.524925,[200  60] ; [6 4],[198.37037037  61.62962963] ; [7.62962963 2.37037037],0
p2,1,0.217338,1.521861,[244  23] ; [8 2],[242.90252708  24.09747292] ; [9.09747292 0.90252708],0
b1,1,0.217422,1.521308,[108 159] ; [6 4],[109.88447653 157.11552347] ; [4.11552347 5.88447653],0
u1,1,0.295852,1.092797,[ 65 202] ; [1 9],[ 63.61732852 203.38267148] ; [2.38267148 7.61732852],0
u3,1,0.310963,1.026579,[40 24] ; [1 2],[39.1641791 24.8358209] ; [1.8358209 1.1641791],0
p4,1,0.320265,0.987863,[219  47] ; [7 3],[217.8115942  48.1884058] ; [8.1884058 1.8115942],0
a7,1,0.368773,0.807794,[194  72] ; [6 4],[192.75362319  73.24637681] ; [7.24637681 2.75362319],0
d3,1,0.368773,0.807794,[194  72] ; [6 4],[192.75362319  73.24637681] ; [7.24637681 2.75362319],0
p5,1,0.399364,0.710242,[ 56 211] ; [1 9],[ 54.94223827 212.05776173] ; [2.05776173 7.94223827],0
b5,1,0.451582,0.566679,[155 112] ; [7 3],[156.15162455 110.84837545] ; [5.84837545 4.15162455],0
s5,1,0.488097,0.480718,[111 142] ; [5 4],[112.01526718 140.98473282] ; [3.98473282 5.01526718],0
n1,1,0.495088,0.465449,[18 23] ; [3 2],[18.7173913 22.2826087] ; [2.2826087 2.7173913],0
p8,1,0.526264,0.401601,[184  81] ; [6 4],[183.09090909  81.90909091] ; [6.90909091 3.09090909],0
n2,1,0.545437,0.365556,[28 14] ; [4 1],[28.59574468 13.40425532] ; [3.40425532 1.59574468],0
p1,1,0.556473,0.345848,[ 36 231] ; [2 8],[ 36.62815884 230.37184116] ; [1.37184116 8.62815884],0
s8,1,0.569443,0.323616,[157 109] ; [5 5],[156.13043478 109.86956522] ; [5.86956522 4.13043478],0
a6,1,0.636208,0.223735,[178  87] ; [6 4],[177.30909091  87.69090909] ; [6.69090909 3.30909091],0
a3,1,0.650861,0.204816,[202  63] ; [7 3],[201.4  63.6] ; [7.6 2.4],0
d1,1,0.661182,0.192091,[178  89] ; [6 4],[177.35740072  89.64259928] ; [6.64259928 3.35740072],0
n6,1,0.691786,0.157158,[248  18] ; [9 1],[247.6884058  18.3115942] ; [9.3115942 0.6884058],0
v3,1,0.692141,0.156777,[121 140] ; [4 6],[120.38745387 140.61254613] ; [4.61254613 5.38745387],0
s3,1,0.69417,0.154609,[165 101] ; [5 4],[164.43636364 101.56363636] ; [5.56363636 3.43636364],0
u2,1,0.700404,0.148052,[36 29] ; [2 1],[36.32352941 28.67647059] ; [1.67647059 1.32352941],0
d2,1,0.724678,0.124055,[148 118] ; [5 5],[147.45652174 118.54347826] ; [5.54347826 4.45652174],0
d5,1,0.751513,0.100264,[222  43] ; [8 2],[221.63636364  43.36363636] ; [8.36363636 1.63636364],0
b3,1,0.824385,0.049243,[82 92] ; [3 4],[81.71270718 92.28729282] ; [3.28729282 3.71270718],0
b2,1,0.824385,0.049243,[82 92] ; [3 4],[81.71270718 92.28729282] ; [3.28729282 3.71270718],0
n3,1,0.827992,0.047209,[31 10] ; [4 1],[31.19565217  9.80434783] ; [3.80434783 1.19565217],0
a4,1,0.925581,0.008725,[137 129] ; [5 5],[136.85507246 129.14492754] ; [5.14492754 4.85507246],0
s7,1,0.935176,0.006615,[166  88] ; [6 3],[166.11406844  87.88593156] ; [5.88593156 3.11406844],0
a5,1,0.940767,0.005521,[211  56] ; [8 2],[211.09386282  55.90613718] ; [7.90613718 2.09386282],0
b4,1,0.958486,0.00271,[158 109] ; [6 4],[158.07942238 108.92057762] ; [5.92057762 4.07942238],0
v2,1,0.965184,0.001905,[159 103] ; [6 4],[158.93382353 103.06617647] ; [6.06617647 3.93382353],0
