Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,88.718003,[252  41] ; [59 80],[210.93287037  82.06712963] ; [100.06712963  38.93287037],1
n6,1,0.0,28.607382,[251  43] ; [87 52],[229.4965358  64.5034642] ; [108.5034642  30.4965358],1
p10,1,0.00022,13.654836,[222  69] ; [80 56],[205.81264637  85.18735363] ; [96.18735363 39.81264637],1
s4,1,0.001485,10.097512,[ 39 251] ; [ 36 103],[ 50.6993007 239.3006993] ; [ 24.3006993 114.6993007],0
v3,1,0.0046,8.030401,[110 171] ; [32 97],[ 97.32195122 183.67804878] ; [44.67804878 84.32195122],0
v1,1,0.010609,6.529616,[143 141] ; [50 85],[130.81622912 153.18377088] ; [62.18377088 72.81622912],0
p9,1,0.011518,6.383642,[230  62] ; [91 44],[219.51288056  72.48711944] ; [101.48711944  33.51288056],0
s7,1,0.012141,6.290233,[133 150] ; [44 86],[121.28571429 161.71428571] ; [55.71428571 74.28571429],0
s6,1,0.019474,5.458448,[190 102] ; [73 64],[179.01165501 112.98834499] ; [83.98834499 53.01165501],0
a5,1,0.022119,5.236363,[210  84] ; [84 55],[199.62124711  94.37875289] ; [94.37875289 44.62124711],0
u3,1,0.02422,5.078792,[44 38] ; [34 12],[49.96875 32.03125] ; [28.03125 17.96875],0
a2,1,0.02568,4.977433,[ 82 212] ; [ 25 114],[ 72.65127021 221.34872979] ; [ 34.34872979 104.65127021],0
p4,1,0.027618,4.851773,[134 159] ; [48 91],[123.43981481 169.56018519] ; [58.56018519 80.43981481],0
p11,1,0.046229,3.973244,[208  86] ; [85 54],[198.94226328  95.05773672] ; [94.05773672 44.94226328],0
u1,1,0.059368,3.554944,[ 60 234] ; [ 18 121],[ 52.96073903 241.03926097] ; [ 25.03926097 113.96073903],0
p12,1,0.060549,3.52229,[ 19 275] ; [  3 134],[ 15.00696056 278.99303944] ; [  6.99303944 130.00696056],0
n1,1,0.106554,2.604608,[37 47] ; [15 35],[32.59701493 51.40298507] ; [19.40298507 30.59701493],0
d5,1,0.116277,2.466767,[238  55] ; [103  35],[231.81670534  61.18329466] ; [109.18329466  28.81670534],0
n2,1,0.118893,2.431845,[66 21] ; [31 18],[62.05147059 24.94852941] ; [34.94852941 14.05147059],0
u2,1,0.119045,2.429837,[40 40] ; [29 16],[44.16 35.84] ; [24.84 20.16],0
a4,1,0.123107,2.377337,[145 147] ; [58 81],[137.53132251 154.46867749] ; [65.46867749 73.53132251],0
a6,1,0.1257,2.344826,[207  86] ; [88 51],[200.08101852  92.91898148] ; [94.91898148 44.08101852],0
r3,1,0.138898,2.190121,[269  24] ; [133   6],[272.65277778  20.34722222] ; [129.34722222   9.65277778],0
a8,1,0.140727,2.169987,[ 33 232] ; [ 10 122],[ 28.70277078 236.29722922] ; [ 14.29722922 117.70277078],0
d2,1,0.15728,2.000182,[150 139] ; [62 77],[143.14953271 145.85046729] ; [68.85046729 70.14953271],0
s8,1,0.165553,1.922755,[114 180] ; [44 94],[107.52777778 186.47222222] ; [50.47222222 87.52777778],0
s3,1,0.167871,1.901854,[166 123] ; [70 69],[159.35514019 129.64485981] ; [76.64485981 62.35514019],0
d4,1,0.171565,1.869212,[224  67] ; [115  24],[229.41627907  61.58372093] ; [109.58372093  29.41627907],0
s2,1,0.176053,1.830632,[147 142] ; [61 78],[140.44859813 148.55140187] ; [67.55140187 71.44859813],0
p3,1,0.227637,1.455569,[108 185] ; [43 96],[102.41435185 190.58564815] ; [48.58564815 90.41435185],0
u4,1,0.230663,1.436767,[  7 287] ; [  1 138],[  5.43187067 288.56812933] ; [  2.56812933 136.43187067],0
a3,1,0.248086,1.334049,[212  82] ; [92 46],[206.88888889  87.11111111] ; [97.11111111 40.88888889],0
p5,1,0.282756,1.153797,[ 15 274] ; [  4 134],[ 12.85948478 276.14051522] ; [  6.14051522 131.85948478],0
d1,1,0.321983,0.980873,[163 131] ; [70 69],[158.20323326 135.79676674] ; [74.79676674 64.20323326],0
p7,1,0.451033,0.568055,[120 166] ; [53 86],[116.41882353 169.58117647] ; [56.58117647 82.41882353],0
p2,1,0.490043,0.476433,[207  85] ; [94 45],[203.92575406  88.07424594] ; [97.07424594 41.92575406],0
v4,1,0.514797,0.424304,[271  22] ; [130   8],[272.60556845  20.39443155] ; [128.39443155   9.60556845],0
a1,1,0.525466,0.403151,[ 17 277] ; [  6 133],[ 15.61662818 278.38337182] ; [  7.38337182 131.61662818],0
a7,1,0.57177,0.31973,[198  95] ; [97 41],[200.54524362  92.45475638] ; [94.45475638 43.54524362],0
r1,1,0.584595,0.298865,[227  65] ; [104  34],[224.77209302  67.22790698] ; [106.22790698  31.77209302],0
