Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.019131,5.489521,[ 1 16] ; [5 7],[ 3.51724138 13.48275862] ; [2.48275862 9.51724138],0
n6,1,0.023189,5.154309,[14  3] ; [5 7],[11.13793103  5.86206897] ; [7.86206897 4.13793103],0
p8,1,0.026411,4.928894,[8 9] ; [ 1 11],[ 5.27586207 11.72413793] ; [3.72413793 8.27586207],0
p11,1,0.046939,3.947587,[12  5] ; [4 8],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
p7,1,0.102069,2.672919,[10  7] ; [3 8],[7.89285714 9.10714286] ; [5.10714286 5.89285714],0
d3,1,0.117852,2.445633,[11  6] ; [10  1],[12.75  4.25] ; [8.25 2.75],0
n4,1,0.119358,2.425726,[12  5] ; [5 7],[9.96551724 7.03448276] ; [7.03448276 4.96551724],0
v1,1,0.132407,2.264057,[9 8] ; [3 9],[7.03448276 9.96551724] ; [4.96551724 7.03448276],0
d2,1,0.154052,2.031658,[ 3 14] ; [5 7],[ 4.68965517 12.31034483] ; [3.31034483 8.68965517],0
n2,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
n1,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
p3,1,0.227907,1.453877,[8 9] ; [3 9],[ 6.44827586 10.55172414] ; [4.55172414 7.44827586],0
d4,1,0.268994,1.221872,[11  6] ; [10  2],[12.31034483  4.68965517] ; [8.68965517 3.31034483],0
p9,1,0.298433,1.081182,[13  4] ; [7 5],[11.72413793  5.27586207] ; [8.27586207 3.72413793],0
p2,1,0.330931,0.945251,[14  3] ; [8 4],[12.89655172  4.10344828] ; [9.10344828 2.89655172],0
d5,1,0.3869,0.748663,[12  5] ; [6 5],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
s5,1,0.446248,0.580165,[ 3 12] ; [ 1 10],[ 2.30769231 12.69230769] ; [1.69230769 9.30769231],0
b5,1,0.459822,0.546328,[9 8] ; [8 4],[9.96551724 7.03448276] ; [7.03448276 4.96551724],0
n3,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
b4,1,0.494084,0.467621,[ 5 12] ; [5 7],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
s2,1,0.494084,0.467621,[ 5 12] ; [5 7],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
s3,1,0.494084,0.467621,[ 5 12] ; [5 7],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
a6,1,0.549563,0.3581,[8 9] ; [7 5],[8.79310345 8.20689655] ; [6.20689655 5.79310345],0
a4,1,0.555086,0.348284,[ 6 11] ; [3 9],[ 5.27586207 11.72413793] ; [3.72413793 8.27586207],0
b2,1,0.580543,0.305357,[3 9] ; [1 6],[2.52631579 9.47368421] ; [1.47368421 5.52631579],0
b3,1,0.580543,0.305357,[3 9] ; [1 6],[2.52631579 9.47368421] ; [1.47368421 5.52631579],0
a5,1,0.637947,0.221437,[10  7] ; [6 6],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
s8,1,0.653188,0.201904,[ 4 13] ; [ 2 10],[ 3.51724138 13.48275862] ; [2.48275862 9.51724138],0
v2,1,0.668129,0.183799,[ 7 10] ; [4 8],[ 6.44827586 10.55172414] ; [4.55172414 7.44827586],0
r4,1,0.668129,0.183799,[10  7] ; [8 4],[10.55172414  6.44827586] ; [7.44827586 4.55172414],0
u1,1,0.765064,0.089304,[ 2 15] ; [ 1 11],[ 1.75862069 15.24137931] ; [ 1.24137931 10.75862069],0
a3,1,0.773675,0.082697,[9 8] ; [7 5],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
r3,1,0.793475,0.06854,[12  5] ; [9 3],[12.31034483  4.68965517] ; [8.68965517 3.31034483],0
s1,1,0.797533,0.065813,[ 1 16] ; [ 1 11],[ 1.17241379 15.82758621] ; [ 0.82758621 11.17241379],0
d1,1,0.822118,0.050545,[ 5 12] ; [4 8],[ 5.27586207 11.72413793] ; [3.72413793 8.27586207],0
p10,1,0.822118,0.050545,[12  5] ; [8 4],[11.72413793  5.27586207] ; [8.27586207 3.72413793],0
r1,1,0.875948,0.02437,[8 9] ; [6 6],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
p6,1,0.912875,0.011971,[ 6 11] ; [4 8],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
s7,1,0.954001,0.003327,[ 6 11] ; [4 7],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
a7,1,0.954001,0.003327,[11  6] ; [7 4],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
v4,1,0.971216,0.001302,[14  3] ; [9 2],[13.96428571  3.03571429] ; [9.03571429 1.96428571],0
b1,1,0.97894,0.000697,[ 7 10] ; [5 7],[7.03448276 9.96551724] ; [4.96551724 7.03448276],0
