Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,24.596047,[13 70] ; [37 32],[27.30263158 55.69736842] ; [22.69736842 46.30263158],1
v1,1,5e-06,20.814371,[21 58] ; [43 24],[34.63013699 44.36986301] ; [29.36986301 37.63013699],1
p6,1,0.001468,10.118292,[18 64] ; [30 34],[26.95890411 55.04109589] ; [21.04109589 42.95890411],0
d1,1,0.002925,8.85346,[37 46] ; [48 22],[46.11111111 36.88888889] ; [38.88888889 31.11111111],0
d5,1,0.003732,8.409868,[59 24] ; [63  7],[66.18300654 16.81699346] ; [55.81699346 14.18300654],0
n4,1,0.007605,7.124315,[47 36] ; [54 16],[54.79084967 28.20915033] ; [46.20915033 23.79084967],0
s6,1,0.01176,6.346649,[40 43] ; [46 21],[47.58666667 35.41333333] ; [38.41333333 28.58666667],0
r3,1,0.012151,6.288652,[65 18] ; [65  5],[70.52287582 12.47712418] ; [59.47712418 10.52287582],0
p11,1,0.027952,4.831053,[53 30] ; [56 14],[59.13071895 23.86928105] ; [49.86928105 20.13071895],0
d3,1,0.037099,4.345847,[51 32] ; [54 16],[56.96078431 26.03921569] ; [48.03921569 21.96078431],0
n6,1,0.047881,3.914146,[58 24] ; [59 11],[63.11842105 18.88157895] ; [53.88157895 16.11842105],0
p7,1,0.083416,2.997047,[35 45] ; [40 29],[40.26845638 39.73154362] ; [34.73154362 34.26845638],0
s7,1,0.099232,2.717847,[26 53] ; [31 36],[30.84246575 48.15753425] ; [26.15753425 40.84246575],0
s8,1,0.113701,2.502007,[21 62] ; [26 44],[25.49673203 57.50326797] ; [21.50326797 48.49673203],0
p2,1,0.139904,2.179019,[54 28] ; [53 16],[58.10596026 23.89403974] ; [48.89403974 20.10596026],0
p12,1,0.161641,1.958805,[ 2 80] ; [ 5 64],[ 3.8013245 78.1986755] ; [ 3.1986755 65.8013245],0
n3,1,0.165802,1.920497,[14 13] ; [17  7],[16.41176471 10.58823529] ; [14.58823529  9.41176471],0
p8,1,0.181927,1.781809,[30 53] ; [31 35],[33.97986577 49.02013423] ; [27.02013423 38.97986577],0
d2,1,0.20242,1.624829,[31 50] ; [34 36],[34.86754967 46.13245033] ; [30.13245033 39.86754967],0
p3,1,0.207591,1.58815,[33 50] ; [34 34],[36.82781457 46.17218543] ; [30.17218543 37.82781457],0
s4,1,0.221583,1.49409,[21 62] ; [12 58],[17.90196078 65.09803922] ; [15.09803922 54.90196078],0
a3,1,0.22948,1.444082,[51 31] ; [50 20],[54.48684211 27.51315789] ; [46.51315789 23.48684211],0
a2,1,0.251186,1.316695,[ 7 76] ; [10 60],[ 9.22222222 73.77777778] ; [ 7.77777778 62.22222222],0
b4,1,0.25137,1.315676,[47 36] ; [46 24],[50.45098039 32.54901961] ; [42.54901961 27.45098039],0
n5,1,0.274644,1.193403,[48 34] ; [47 23],[51.25 30.75] ; [43.75 26.25],0
n1,1,0.275633,1.188498,[11 16] ; [ 6 17],[ 9.18 17.82] ; [ 7.82 15.18],0
r4,1,0.280416,1.165072,[45 38] ; [44 26],[48.28104575 34.71895425] ; [40.71895425 29.28104575],0
a4,1,0.286972,1.133772,[26 56] ; [28 42],[29.13157895 52.86842105] ; [24.86842105 45.13157895],0
s2,1,0.345454,0.890086,[34 49] ; [34 36],[36.88888889 46.11111111] ; [31.11111111 38.88888889],0
a7,1,0.358175,0.844281,[51 32] ; [48 22],[53.70588235 29.29411765] ; [45.29411765 24.70588235],0
b5,1,0.377279,0.779551,[50 33] ; [47 23],[52.62091503 30.37908497] ; [44.37908497 25.62091503],0
u2,1,0.404771,0.694107,[19 13] ; [ 9 10],[17.56862745 14.43137255] ; [10.43137255  8.56862745],0
v4,1,0.412804,0.670709,[67 16] ; [60 10],[68.89542484 14.10457516] ; [58.10457516 11.89542484],0
s3,1,0.417887,0.656249,[35 47] ; [34 35],[37.47019868 44.52980132] ; [31.52980132 37.47019868],0
s5,1,0.433304,0.613951,[21 59] ; [20 42],[23.09859155 56.90140845] ; [17.90140845 44.09859155],0
p9,1,0.521055,0.411804,[61 20] ; [55 14],[62.64 18.36] ; [53.36 15.64],0
b1,1,0.547659,0.361527,[36 47] ; [27 43],[34.17647059 48.82352941] ; [28.82352941 41.17647059],0
n2,1,0.570036,0.322621,[21  6] ; [17  7],[20.11764706  6.88235294] ; [17.88235294  6.11764706],0
r2,1,0.618549,0.247912,[61 18] ; [54 13],[62.2260274 16.7739726] ; [52.7739726 14.2260274],0
p4,1,0.688566,0.160642,[40 43] ; [35 33],[41.22516556 41.77483444] ; [33.77483444 34.22516556],0
p5,1,0.720456,0.128057,[ 9 73] ; [ 9 61],[ 9.71052632 72.28947368] ; [ 8.28947368 61.71052632],0
a1,1,0.73781,0.112061,[ 7 76] ; [ 7 63],[ 7.59477124 75.40522876] ; [ 6.40522876 63.59477124],0
u1,1,0.758297,0.09469,[ 6 77] ; [ 6 64],[ 6.50980392 76.49019608] ; [ 5.49019608 64.50980392],0
u3,1,0.812964,0.055981,[15 16] ; [ 9 11],[14.58823529 16.41176471] ; [ 9.41176471 10.58823529],0
