Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.751419,[24 30] ; [148  22],[41.46428571 12.53571429] ; [130.53571429  39.46428571],1
n6,1,0.0,35.440076,[29 25] ; [153  17],[43.875 10.125] ; [138.125  31.875],1
p10,1,2e-06,22.585377,[30 23] ; [145  22],[42.15909091 10.84090909] ; [132.84090909  34.15909091],1
p4,1,5.4e-05,16.318639,[19 35] ; [112  57],[31.72197309 22.27802691] ; [99.27802691 69.72197309],1
p9,1,0.001311,10.327669,[38 16] ; [149  19],[45.48648649  8.51351351] ; [141.51351351  26.48648649],0
s1,1,0.003229,8.673186,[ 4 50] ; [  1 168],[ 1.21076233 52.78923767] ; [  3.78923767 165.21076233],0
n1,1,0.007559,7.135059,[ 2 13] ; [15 12],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
r4,1,0.008158,6.998539,[41 13] ; [153  17],[46.76785714  7.23214286] ; [147.23214286  22.76785714],0
u1,1,0.01932,5.472302,[ 3 51] ; [ 32 138],[ 8.4375 45.5625] ; [ 26.5625 143.4375],0
p7,1,0.034641,4.462776,[30 24] ; [118  48],[36.32727273 17.67272727] ; [111.67272727  54.32727273],0
p5,1,0.054525,3.696561,[ 2 52] ; [ 22 147],[ 5.81165919 48.18834081] ; [ 18.18834081 150.81165919],0
p3,1,0.055827,3.657203,[22 31] ; [95 73],[28.05882353 24.94117647] ; [88.94117647 79.05882353],0
p11,1,0.066074,3.377948,[39 15] ; [142  28],[43.63392857 10.36607143] ; [137.36607143  32.63392857],0
v4,1,0.076105,3.146177,[46  6] ; [162   8],[48.72072072  3.27927928] ; [159.27927928  10.72072072],0
a2,1,0.081805,3.028666,[ 7 47] ; [ 41 129],[11.57142857 42.42857143] ; [ 36.42857143 133.57142857],0
d2,1,0.093155,2.818983,[19 35] ; [82 88],[24.34821429 29.65178571] ; [76.65178571 93.34821429],0
p8,1,0.097839,2.74042,[26 28] ; [100  64],[31.21100917 22.78899083] ; [94.78899083 69.21100917],0
d5,1,0.105523,2.620027,[39 15] ; [140  30],[43.15178571 10.84821429] ; [135.84821429  34.15178571],0
p6,1,0.118563,2.436201,[13 36] ; [ 65 103],[17.61290323 31.38709677] ; [ 60.38709677 107.61290323],0
r2,1,0.122262,2.3881,[46  6] ; [159   9],[48.45454545  3.54545455] ; [156.54545455  11.45454545],0
d1,1,0.12266,2.383027,[24 30] ; [96 74],[28.92857143 25.07142857] ; [91.07142857 78.92857143],0
d3,1,0.125408,2.348443,[41 13] ; [110  60],[36.40178571 17.59821429] ; [114.59821429  55.40178571],0
r3,1,0.139504,2.183422,[48  6] ; [160   9],[50.367713  3.632287] ; [157.632287  11.367713],0
a5,1,0.156993,2.002951,[35 19] ; [127  43],[39.05357143 14.94642857] ; [122.94642857  47.05357143],0
u2,1,0.173654,1.851111,[12  6] ; [24 26],[9.52941176 8.47058824] ; [26.47058824 23.52941176],0
a6,1,0.189226,1.723635,[34 20] ; [123  47],[37.84821429 16.15178571] ; [119.15178571  50.84821429],0
n2,1,0.2217,1.493333,[9 6] ; [21  6],[10.71428571  4.28571429] ; [19.28571429  7.71428571],0
s3,1,0.249368,1.326841,[14 39] ; [ 32 136],[11.03167421 41.96832579] ; [ 34.96832579 133.03167421],0
n3,1,0.311136,1.025848,[10  5] ; [21  5],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
b5,1,0.319551,0.990784,[38 16] ; [107  63],[34.95535714 19.04464286] ; [110.04464286  59.95535714],0
u3,1,0.363717,0.82502,[ 8 10] ; [29 22],[9.65217391 8.34782609] ; [27.34782609 23.65217391],0
v3,1,0.389208,0.741414,[20 32] ; [76 92],[22.69090909 29.30909091] ; [73.30909091 94.69090909],0
b1,1,0.419293,0.652295,[23 31] ; [ 62 108],[20.49107143 33.50892857] ; [ 64.50892857 105.49107143],0
b2,1,0.427847,0.628659,[14 14] ; [45 63],[12.14705882 15.85294118] ; [46.85294118 61.14705882],0
b3,1,0.427847,0.628659,[14 14] ; [45 63],[12.14705882 15.85294118] ; [46.85294118 61.14705882],0
s6,1,0.455467,0.557012,[24 28] ; [88 81],[26.35294118 25.64705882] ; [85.64705882 83.35294118],0
p2,1,0.492983,0.470009,[46  8] ; [149  19],[47.43243243  6.56756757] ; [147.56756757  20.43243243],0
a1,1,0.508931,0.436265,[ 3 51] ; [  6 164],[ 2.16964286 51.83035714] ; [  6.83035714 163.16964286],0
p1,1,0.518526,0.416824,[ 6 48] ; [ 14 156],[ 4.82142857 49.17857143] ; [ 15.17857143 154.82142857],0
s5,1,0.534012,0.386752,[ 7 43] ; [ 30 139],[ 8.44748858 41.55251142] ; [ 28.55251142 140.44748858],0
a3,1,0.561748,0.336688,[36 18] ; [119  49],[37.7027027 16.2972973] ; [117.2972973  50.7027027],0
a7,1,0.605498,0.266783,[41 13] ; [123  47],[39.53571429 14.46428571] ; [124.46428571  45.53571429],0
p12,1,0.643948,0.213616,[ 2 51] ; [  9 159],[ 2.63800905 50.36199095] ; [  8.36199095 159.63800905],0
a4,1,0.682054,0.167823,[25 29] ; [72 95],[23.70135747 30.29864253] ; [73.29864253 93.70135747],0
s8,1,0.698834,0.149687,[13 40] ; [ 46 123],[14.08558559 38.91441441] ; [ 44.91441441 124.08558559],0
s7,1,0.715804,0.132548,[14 38] ; [ 47 112],[15.03317536 36.96682464] ; [ 45.96682464 113.03317536],0
s4,1,0.71973,0.128752,[ 4 50] ; [ 15 152],[ 4.64253394 49.35746606] ; [ 14.35746606 152.64253394],0
r1,1,0.74013,0.110012,[43 11] ; [138  31],[43.82959641 10.17040359] ; [137.17040359  31.82959641],0
d4,1,0.758833,0.094257,[43 11] ; [132  38],[42.1875 11.8125] ; [132.8125  37.1875],0
b4,1,0.765567,0.08891,[33 21] ; [100  70],[32.0625 21.9375] ; [100.9375  69.0625],0
a8,1,0.77173,0.084165,[ 5 44] ; [ 17 128],[ 5.55670103 43.44329897] ; [ 16.44329897 128.55670103],0
v2,1,0.996396,2e-05,[35 18] ; [111  57],[35.01357466 17.98642534] ; [110.98642534  57.01357466],0
