Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,112.801655,[322  54] ; [44 76],[277.4516129  98.5483871] ; [88.5483871 31.4516129],1
n6,1,0.0,27.747152,[333  43] ; [81 38],[314.47272727  61.52727273] ; [99.52727273 19.47272727],1
d5,1,2e-06,22.903863,[324  52] ; [80 40],[306.25806452  69.74193548] ; [97.74193548 22.25806452],1
d1,1,2.2e-05,18.044921,[239 139] ; [50 71],[218.92184369 159.07815631] ; [70.07815631 50.92184369],1
p10,1,5.2e-05,16.355764,[326  49] ; [86 35],[311.49193548  63.50806452] ; [100.50806452  20.49193548],1
p9,1,0.000195,13.878939,[329  46] ; [89 32],[316.02822581  58.97177419] ; [101.97177419  19.02822581],1
r1,1,0.000871,11.084165,[315  60] ; [85 36],[302.41935484  72.58064516] ; [97.58064516 23.41935484],1
r4,1,0.000913,10.995762,[351  27] ; [100  21],[341.63927856  36.36072144] ; [109.36072144  11.63927856],1
a2,1,0.000963,10.897461,[106 272] ; [ 16 105],[ 92.41683367 285.58316633] ; [29.58316633 91.41683367],1
s7,1,0.001129,10.603777,[194 169] ; [41 73],[178.83647799 184.16352201] ; [56.16352201 57.83647799],0
p11,1,0.001294,10.350624,[316  62] ; [85 36],[303.76352705  74.23647295] ; [97.23647295 23.76352705],0
v3,1,0.001372,10.243474,[157 213] ; [30 86],[142.36625514 227.63374486] ; [44.63374486 71.36625514],0
a5,1,0.001456,10.133174,[290  88] ; [75 46],[276.49298597 101.50701403] ; [88.50701403 32.49298597],0
a8,1,0.001899,9.644434,[ 63 278] ; [  7 105],[ 52.69315673 288.30684327] ; [17.30684327 94.69315673],0
s8,1,0.004833,7.940879,[181 196] ; [40 80],[167.63983903 209.36016097] ; [53.36016097 66.63983903],0
s4,1,0.006969,7.280914,[ 58 315] ; [32 89],[ 67.95546559 305.04453441] ; [22.04453441 98.95546559],0
v1,1,0.007771,7.08559,[215 158] ; [51 66],[202.48571429 170.51428571] ; [63.51428571 53.48571429],0
r2,1,0.008442,6.93714,[355  16] ; [107  13],[349.08757637  21.91242363] ; [112.91242363   7.08757637],0
u1,1,0.008943,6.834189,[ 77 301] ; [ 12 109],[ 67.41883768 310.58116232] ; [21.58116232 99.41883768],0
v2,1,0.009328,6.758852,[227 142] ; [55 60],[214.99586777 154.00413223] ; [67.00413223 47.99586777],0
a3,1,0.013544,6.096616,[279  97] ; [75 45],[268.35483871 107.64516129] ; [85.64516129 34.35483871],0
d2,1,0.01503,5.912991,[188 189] ; [45 76],[176.3875502 200.6124498] ; [56.6124498 64.3875502],0
p3,1,0.015127,5.901614,[222 155] ; [56 65],[210.45381526 166.54618474] ; [67.54618474 53.45381526],0
a4,1,0.017186,5.677267,[177 199] ; [42 79],[165.68209256 210.31790744] ; [53.31790744 67.68209256],0
p2,1,0.01904,5.497795,[343  34] ; [100  20],[336.03822938  40.96177062] ; [106.96177062  13.03822938],0
a6,1,0.021641,5.274432,[263 113] ; [71 50],[252.68410463 123.31589537] ; [81.31589537 39.68410463],0
v4,1,0.025579,4.984264,[364  11] ; [110   9],[359.81781377  15.18218623] ; [114.18218623   4.81781377],0
p6,1,0.030523,4.679568,[176 199] ; [42 76],[165.82150101 209.17849899] ; [52.17849899 65.82150101],0
p4,1,0.030583,4.676232,[252 124] ; [68 53],[242.09255533 133.90744467] ; [77.90744467 43.09255533],0
n1,1,0.064934,3.406644,[24 39] ; [ 7 28],[19.92857143 43.07142857] ; [11.07142857 23.92857143],0
d4,1,0.080802,3.0487,[312  64] ; [91 29],[305.5  70.5] ; [97.5 22.5],0
p12,1,0.087301,2.923459,[ 20 355] ; [  2 119],[ 16.63306452 358.36693548] ; [  5.36693548 115.63306452],0
r3,1,0.095903,2.772388,[364  12] ; [113   8],[360.86921529  15.13078471] ; [116.13078471   4.86921529],0
p8,1,0.119355,2.425761,[245 128] ; [70 51],[237.84412955 135.15587045] ; [77.15587045 43.84412955],0
b3,1,0.156318,2.009488,[ 87 157] ; [15 43],[ 82.41059603 161.58940397] ; [19.58940397 38.41059603],0
b2,1,0.156318,2.009488,[ 87 157] ; [15 43],[ 82.41059603 161.58940397] ; [19.58940397 38.41059603],0
s6,1,0.162663,1.949291,[254 118] ; [73 46],[247.74745418 124.25254582] ; [79.25254582 39.74745418],0
s3,1,0.176456,1.827221,[220 152] ; [62 57],[213.65376782 158.34623218] ; [68.34623218 50.65376782],0
a7,1,0.205114,1.605581,[274 103] ; [80 40],[268.52716298 108.47283702] ; [85.47283702 34.52716298],0
d3,1,0.206924,1.59282,[270 107] ; [78 41],[264.50806452 112.49193548] ; [83.49193548 35.50806452],0
s2,1,0.242054,1.368595,[197 179] ; [56 65],[191.40442656 184.59557344] ; [61.59557344 59.40442656],0
s5,1,0.299751,1.075301,[128 246] ; [34 83],[123.39714868 250.60285132] ; [38.60285132 78.39714868],0
n2,1,0.394499,0.72503,[51 13] ; [26 10],[49.28 14.72] ; [27.72  8.28],0
b5,1,0.520182,0.413533,[225 153] ; [76 45],[228.01202405 149.98797595] ; [72.98797595 48.01202405],0
n3,1,0.531971,0.390625,[50 14] ; [30  6],[51.2 12.8] ; [28.8  7.2],0
u2,1,0.604958,0.267582,[51 45] ; [26 19],[52.42553191 43.57446809] ; [24.57446809 20.42553191],0
b1,1,0.701876,0.146528,[155 223] ; [52 69],[156.80561122 221.19438878] ; [50.19438878 70.80561122],0
u3,1,0.780308,0.077795,[52 47] ; [22 22],[51.23076923 47.76923077] ; [22.76923077 21.23076923],0
b4,1,0.901401,0.015349,[210 168] ; [68 53],[210.58917836 167.41082164] ; [67.41082164 53.58917836],0
s1,1,0.904169,0.014495,[ 10 363] ; [  3 118],[  9.81578947 363.18421053] ; [  3.18421053 117.81578947],0
a1,1,0.936208,0.006406,[ 15 363] ; [  5 116],[ 15.1503006 362.8496994] ; [  4.8496994 116.1503006],0
u4,1,0.971912,0.00124,[  3 375] ; [  1 120],[  3.03006012 374.96993988] ; [  0.96993988 120.03006012],0
p1,1,0.984862,0.00036,[ 22 355] ; [  7 112],[ 22.04233871 354.95766129] ; [  6.95766129 112.04233871],0
