Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-05,16.111498,[6 1] ; [ 6 35],[1.75 5.25] ; [10.25 30.75],1
p8,1,0.000634,11.673529,[6 1] ; [ 9 33],[2.14285714 4.85714286] ; [12.85714286 29.14285714],1
p4,1,0.000634,11.673529,[6 1] ; [ 9 33],[2.14285714 4.85714286] ; [12.85714286 29.14285714],1
s2,1,0.006697,7.35256,[2 5] ; [ 1 42],[0.42 6.58] ; [ 2.58 40.42],0
p2,1,0.013328,6.125,[6 1] ; [15 27],[3. 4.] ; [18. 24.],0
p10,1,0.019023,5.499439,[6 1] ; [16 26],[3.14285714 3.85714286] ; [18.85714286 23.14285714],0
s4,1,0.064907,3.407341,[3 4] ; [ 6 37],[1.26 5.74] ; [ 7.74 35.26],0
p5,1,0.082915,3.006818,[2 5] ; [ 3 39],[0.71428571 6.28571429] ; [ 4.28571429 37.71428571],0
n3,1,0.088471,2.901982,[3 1] ; [ 7 16],[1.48148148 2.51851852] ; [ 8.51851852 14.48148148],0
p9,1,0.105214,2.624683,[5 2] ; [15 24],[3.04347826 3.95652174] ; [16.95652174 22.04347826],0
p11,1,0.12411,2.364667,[4 3] ; [12 31],[2.24 4.76] ; [13.76 29.24],0
v1,1,0.12411,2.364667,[4 3] ; [12 31],[2.24 4.76] ; [13.76 29.24],0
b1,1,0.134262,2.242525,[6 1] ; [24 19],[4.2 2.8] ; [25.8 17.2],0
d5,1,0.134262,2.242525,[6 1] ; [24 19],[4.2 2.8] ; [25.8 17.2],0
u1,1,0.134262,2.242525,[1 6] ; [ 1 42],[0.28 6.72] ; [ 1.72 41.28],0
p12,1,0.134262,2.242525,[1 6] ; [ 1 42],[0.28 6.72] ; [ 1.72 41.28],0
a4,1,0.135593,2.227273,[4 3] ; [12 30],[2.28571429 4.71428571] ; [13.71428571 28.28571429],0
s7,1,0.185226,1.755189,[2 4] ; [ 5 35],[0.91304348 5.08695652] ; [ 6.08695652 33.91304348],0
d1,1,0.208872,1.579227,[4 3] ; [14 29],[2.52 4.48] ; [15.48 27.52],0
n2,1,0.215869,1.531624,[3 1] ; [10 14],[1.85714286 2.14285714] ; [11.14285714 12.85714286],0
d3,1,0.22144,1.495017,[5 2] ; [20 23],[3.5 3.5] ; [21.5 21.5],0
r4,1,0.230883,1.435415,[2 5] ; [ 5 38],[0.98 6.02] ; [ 6.02 36.98],0
n6,1,0.243345,1.361111,[5 2] ; [20 22],[3.57142857 3.42857143] ; [21.42857143 20.57142857],0
a5,1,0.267224,1.23094,[5 2] ; [21 22],[3.64 3.36] ; [22.36 20.64],0
u2,1,0.271028,1.211538,[2 1] ; [ 6 12],[1.14285714 1.85714286] ; [ 6.85714286 11.14285714],0
p3,1,0.290607,1.116809,[3 4] ; [10 32],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
s5,1,0.327912,0.957127,[2 5] ; [ 6 37],[1.12 5.88] ; [ 6.88 36.12],0
b4,1,0.523569,0.406856,[3 4] ; [24 19],[3.78 3.22] ; [23.22 19.78],0
d2,1,0.549515,0.358187,[2 5] ; [17 25],[2.71428571 4.28571429] ; [16.28571429 25.71428571],0
n1,1,0.635558,0.224599,[2 2] ; [ 9 15],[1.57142857 2.42857143] ; [ 9.42857143 14.57142857],0
r2,1,0.656057,0.198348,[4 3] ; [27 14],[4.52083333 2.47916667] ; [26.47916667 14.52083333],0
a6,1,0.768999,0.086251,[3 4] ; [21 22],[3.36 3.64] ; [20.64 22.36],0
a2,1,0.840954,0.04027,[1 6] ; [ 5 38],[0.84 6.16] ; [ 5.16 37.84],0
r1,1,0.86785,0.027685,[3 4] ; [17 26],[2.8 4.2] ; [17.2 25.8],0
s6,1,0.894906,0.01745,[2 5] ; [11 31],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
v3,1,0.894906,0.01745,[2 5] ; [11 31],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
a3,1,0.905544,0.01408,[4 3] ; [25 17],[4.14285714 2.85714286] ; [24.85714286 17.14285714],0
b2,1,0.923704,0.009172,[2 3] ; [11 15],[2.09677419 2.90322581] ; [10.90322581 15.09677419],0
b3,1,0.923704,0.009172,[2 3] ; [11 15],[2.09677419 2.90322581] ; [10.90322581 15.09677419],0
b5,1,0.947628,0.004315,[3 4] ; [19 24],[3.08 3.92] ; [18.92 24.08],0
d4,1,0.947628,0.004315,[4 3] ; [24 19],[3.92 3.08] ; [24.08 18.92],0
n4,1,0.947628,0.004315,[4 3] ; [24 19],[3.92 3.08] ; [24.08 18.92],0
a7,1,0.960484,0.002455,[3 4] ; [18 25],[2.94 4.06] ; [18.06 24.94],0
u3,1,1.0,0.0,[1 2] ; [ 6 12],[1. 2.] ; [ 6. 12.],0
