Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.358967,[36 31] ; [ 9 56],[22.84090909 44.15909091] ; [22.15909091 42.84090909],1
p7,1,2e-06,22.860164,[55 11] ; [28 37],[41.81679389 24.18320611] ; [41.18320611 23.81679389],1
p4,1,1.8e-05,18.341729,[47 19] ; [22 43],[34.76335878 31.23664122] ; [34.23664122 30.76335878],1
s5,1,0.004637,8.015895,[28 37] ; [13 52],[20.5 44.5] ; [20.5 44.5],0
p5,1,0.009929,6.647619,[16 51] ; [ 5 61],[10.57894737 56.42105263] ; [10.42105263 55.57894737],0
v2,1,0.010966,6.470762,[51 13] ; [39 27],[44.30769231 19.69230769] ; [45.69230769 20.30769231],0
p9,1,0.012776,6.199798,[56 10] ; [43 22],[49.8778626 16.1221374] ; [49.1221374 15.8778626],0
p12,1,0.015641,5.842818,[ 8 58] ; [ 1 65],[ 4.5 61.5] ; [ 4.5 61.5],0
d5,1,0.028408,4.803105,[31 36] ; [43 23],[37.27819549 29.72180451] ; [36.72180451 29.27819549],0
p3,1,0.030303,4.692022,[41 26] ; [28 38],[34.7593985 32.2406015] ; [34.2406015 31.7593985],0
p1,1,0.035697,4.411534,[12 55] ; [ 4 62],[ 8.06015038 58.93984962] ; [ 7.93984962 58.06015038],0
p10,1,0.03723,4.339842,[55 11] ; [44 21],[49.8778626 16.1221374] ; [49.1221374 15.8778626],0
p2,1,0.041484,4.156115,[55 12] ; [44 22],[49.87218045 17.12781955] ; [49.12781955 16.87218045],0
a1,1,0.049751,3.849842,[ 1 66] ; [ 6 60],[ 3.52631579 63.47368421] ; [ 3.47368421 62.52631579],0
s3,1,0.053552,3.726605,[39 26] ; [28 37],[33.5 31.5] ; [33.5 31.5],0
d2,1,0.076722,3.133009,[ 6 61] ; [13 53],[ 9.57142857 57.42857143] ; [ 9.42857143 56.57142857],0
r4,1,0.084516,2.975843,[63  4] ; [56 10],[59.94736842  7.05263158] ; [59.05263158  6.94736842],0
u3,1,0.105773,2.616271,[10 15] ; [14  8],[12.76595745 12.23404255] ; [11.23404255 10.76595745],0
s7,1,0.127719,2.320017,[36 26] ; [28 35],[31.744 30.256] ; [32.256 30.744],0
p11,1,0.159013,1.983584,[52 15] ; [44 22],[48.36090226 18.63909774] ; [47.63909774 18.36090226],0
s2,1,0.160872,1.966008,[36 31] ; [27 38],[31.97727273 35.02272727] ; [31.02272727 33.97727273],0
b1,1,0.191766,1.703999,[24 43] ; [31 35],[27.70676692 39.29323308] ; [27.29323308 38.70676692],0
n3,1,0.196787,1.666063,[9 1] ; [13  6],[7.5862069 2.4137931] ; [14.4137931  4.5862069],0
s6,1,0.217392,1.521507,[44 18] ; [40 26],[40.6875 21.3125] ; [43.3125 22.6875],0
a4,1,0.242658,1.365083,[19 48] ; [13 53],[16.12030075 50.87969925] ; [15.87969925 50.12030075],0
r1,1,0.273167,1.200772,[55 12] ; [49 17],[52.39097744 14.60902256] ; [51.60902256 14.39097744],0
a7,1,0.281668,1.159024,[44 22] ; [38 28],[41. 25.] ; [41. 25.],0
s8,1,0.323273,0.975659,[30 37] ; [24 42],[27.20300752 39.79699248] ; [26.79699248 39.20300752],0
r3,1,0.331799,0.941864,[63  4] ; [59  7],[61.45864662  5.54135338] ; [60.54135338  5.45864662],0
n6,1,0.345869,0.888556,[57 10] ; [52 14],[54.90977444 12.09022556] ; [54.09022556 11.90977444],0
s1,1,0.381734,0.765111,[ 2 64] ; [ 4 60],[ 3.04615385 62.95384615] ; [ 2.95384615 61.04615385],0
n4,1,0.406098,0.690196,[53 13] ; [49 17],[51. 15.] ; [51. 15.],0
r2,1,0.452448,0.564513,[64  3] ; [61  5],[62.96992481  4.03007519] ; [62.03007519  3.96992481],0
n2,1,0.488422,0.48,[9 1] ; [16  4],[8.33333333 1.66666667] ; [16.66666667  3.33333333],0
v4,1,0.494982,0.465678,[63  4] ; [60  6],[61.96240602  5.03759398] ; [61.03759398  4.96240602],0
a3,1,0.511146,0.431721,[41 26] ; [44 22],[42.81954887 24.18045113] ; [42.18045113 23.81954887],0
v1,1,0.519051,0.415778,[42 25] ; [36 27],[40.2 26.8] ; [37.8 25.2],0
a5,1,0.546241,0.364094,[43 24] ; [39 27],[41.30827068 25.69172932] ; [40.69172932 25.30827068],0
b4,1,0.546241,0.364094,[43 24] ; [39 27],[41.30827068 25.69172932] ; [40.69172932 25.30827068],0
d4,1,0.648804,0.207411,[38 29] ; [40 26],[39.29323308 27.70676692] ; [38.70676692 27.29323308],0
u1,1,0.660851,0.192492,[ 3 64] ; [ 2 64],[ 2.51879699 64.48120301] ; [ 2.48120301 63.51879699],0
n5,1,0.677856,0.172549,[52 14] ; [50 16],[51. 15.] ; [51. 15.],0
n1,1,0.684498,0.165106,[5 5] ; [ 8 11],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
b3,1,0.709397,0.13888,[16 19] ; [17 24],[15.19736842 19.80263158] ; [17.80263158 23.19736842],0
b2,1,0.709397,0.13888,[16 19] ; [17 24],[15.19736842 19.80263158] ; [17.80263158 23.19736842],0
a2,1,0.747554,0.103598,[ 5 62] ; [ 4 62],[ 4.53383459 62.46616541] ; [ 4.46616541 61.53383459],0
s4,1,0.783892,0.075214,[ 7 59] ; [ 8 58],[ 7.5 58.5] ; [ 7.5 58.5],0
a6,1,0.784494,0.074784,[37 30] ; [38 28],[37.78195489 29.21804511] ; [37.21804511 28.78195489],0
d3,1,0.803442,0.061949,[27 40] ; [28 38],[27.70676692 39.29323308] ; [27.29323308 38.70676692],0
u2,1,0.920278,0.010017,[14 12] ; [11 10],[13.82978723 12.17021277] ; [11.17021277  9.82978723],0
b5,1,0.922637,0.009431,[37 30] ; [37 29],[37.27819549 29.72180451] ; [36.72180451 29.27819549],0
a8,1,1.0,0.0,[ 8 55] ; [ 8 55],[ 8. 55.] ; [ 8. 55.],0
