Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,86.405788,[ 2 43] ; [209  68],[29.48757764 15.51242236] ; [181.51242236  95.48757764],1
d3,1,0.0,50.301314,[11 34] ; [213  64],[31.30434783 13.69565217] ; [192.69565217  84.30434783],1
d5,1,0.0,34.718008,[26 19] ; [251  26],[38.71118012  6.28881988] ; [238.28881988  38.71118012],1
a4,1,4e-06,21.111971,[ 8 37] ; [151 125],[22.28971963 22.71028037] ; [136.71028037 139.28971963],1
a5,1,5e-05,16.458326,[25 20] ; [228  49],[35.35714286  9.64285714] ; [217.64285714  59.35714286],1
d2,1,0.000102,15.106783,[13 32] ; [166 111],[25.01552795 19.98447205] ; [153.98447205 123.01552795],1
a3,1,0.000238,13.50118,[25 20] ; [222  54],[34.62616822 10.37383178] ; [212.37383178  63.62616822],1
s2,1,0.00026,13.335026,[19 25] ; [196  80],[29.5625 14.4375] ; [185.4375  90.5625],1
a2,1,0.000523,12.031543,[ 3 42] ; [ 88 189],[12.7173913 32.2826087] ; [ 78.2826087 198.7173913],1
u1,1,0.000733,11.402882,[ 2 43] ; [ 77 200],[11.04037267 33.95962733] ; [ 67.95962733 209.04037267],1
p2,1,0.004928,7.905498,[34 11] ; [248  27],[39.65625  5.34375] ; [242.34375  32.65625],0
s5,1,0.019885,5.421941,[14 30] ; [135 131],[21.1483871 22.8516129] ; [127.8516129 138.1483871],0
s7,1,0.023023,5.166756,[22 21] ; [179  81],[28.52475248 14.47524752] ; [172.47524752  87.52475248],0
v1,1,0.030571,4.67689,[20 23] ; [171  97],[26.40836013 16.59163987] ; [164.59163987 103.40836013],0
p4,1,0.038715,4.27333,[33 12] ; [237  40],[37.73291925  7.26708075] ; [232.26708075  44.73291925],0
v2,1,0.070844,3.263347,[21 22] ; [169  98],[26.35483871 16.64516129] ; [163.64516129 103.35483871],0
p8,1,0.079682,3.071369,[24 21] ; [183  91],[29.20062696 15.79937304] ; [177.79937304  96.20062696],0
s8,1,0.087565,2.91857,[22 23] ; [172 104],[27.19626168 17.80373832] ; [166.80373832 109.19626168],0
p6,1,0.118101,2.442331,[18 27] ; [143 129],[22.85488959 22.14511041] ; [138.14511041 133.85488959],0
p10,1,0.124691,2.357383,[36  9] ; [241  32],[39.19811321  5.80188679] ; [237.80188679  35.19811321],0
p9,1,0.124936,2.35432,[38  7] ; [252  23],[40.78125  4.21875] ; [249.21875  25.78125],0
s3,1,0.150747,2.064677,[27 17] ; [198  77],[31.03448276 12.96551724] ; [193.96551724  81.03448276],0
a1,1,0.186315,1.746516,[ 1 44] ; [ 21 256],[ 3.07453416 41.92546584] ; [ 18.92546584 258.07453416],0
n6,1,0.186702,1.743452,[37  8] ; [245  30],[39.65625  5.34375] ; [242.34375  32.65625],0
b3,1,0.193777,1.688662,[ 9 21] ; [ 75 101],[12.23300971 17.76699029] ; [ 71.76699029 104.23300971],0
b2,1,0.193777,1.688662,[ 9 21] ; [ 75 101],[12.23300971 17.76699029] ; [ 71.76699029 104.23300971],0
n1,1,0.208791,1.579787,[2 6] ; [23 24],[3.63636364 4.36363636] ; [21.36363636 25.63636364],0
p7,1,0.249377,1.326788,[31 14] ; [209  63],[34.06940063 10.93059937] ; [205.93059937  66.06940063],0
v4,1,0.261613,1.260201,[42  3] ; [268   9],[43.32298137  1.67701863] ; [266.67701863  10.32298137],0
r2,1,0.271683,1.208231,[42  3] ; [264   9],[43.30188679  1.69811321] ; [262.69811321  10.30188679],0
u2,1,0.303727,1.057759,[11  9] ; [36 17],[12.87671233  7.12328767] ; [34.12328767 18.87671233],0
u3,1,0.397378,0.716247,[12  8] ; [38 16],[13.51351351  6.48648649] ; [36.48648649 17.51351351],0
n2,1,0.397513,0.715838,[5 3] ; [36 11],[5.96363636 2.03636364] ; [35.03636364 11.96363636],0
r4,1,0.422317,0.643858,[41  4] ; [261  16],[42.20496894  2.79503106] ; [259.79503106  17.20496894],0
b5,1,0.458545,0.549444,[24 21] ; [164 113],[26.27329193 18.72670807] ; [161.72670807 115.27329193],0
a7,1,0.486716,0.483779,[30 15] ; [198  78],[31.96261682 13.03738318] ; [196.03738318  79.96261682],0
a8,1,0.509834,0.434408,[ 4 40] ; [ 32 222],[ 5.31543624 38.68456376] ; [ 30.68456376 223.31543624],0
n4,1,0.512347,0.429271,[35 10] ; [226  50],[36.58878505  8.41121495] ; [224.41121495  51.58878505],0
r1,1,0.536238,0.382556,[35  9] ; [230  46],[36.4375  7.5625] ; [228.5625  47.4375],0
v3,1,0.557413,0.344204,[18 26] ; [121 144],[19.79288026 24.20711974] ; [119.20711974 145.79288026],0
p12,1,0.666052,0.186254,[ 5 40] ; [ 37 238],[ 5.90625 39.09375] ; [ 36.09375 238.90625],0
a6,1,0.696712,0.151915,[29 16] ; [186  90],[30.14018692 14.85981308] ; [184.85981308  91.14018692],0
n5,1,0.697124,0.151482,[36  8] ; [218  57],[35.03448276  8.96551724] ; [218.96551724  56.03448276],0
