Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,41.249876,[3 4] ; [88  1],[6.63541667 0.36458333] ; [84.36458333  4.63541667],1
p11,1,2.1e-05,18.110025,[3 5] ; [81  8],[6.92783505 1.07216495] ; [77.07216495 11.92783505],1
p2,1,0.008281,6.971679,[5 3] ; [82  7],[7.17525773 0.82474227] ; [79.82474227  9.17525773],0
v2,1,0.009682,6.692554,[1 7] ; [51 34],[4.47311828 3.52688172] ; [47.52688172 37.47311828],0
d4,1,0.011663,6.361418,[4 4] ; [76 13],[6.59793814 1.40206186] ; [73.40206186 15.59793814],0
a6,1,0.020576,5.362337,[2 6] ; [59 30],[5.03092784 2.96907216] ; [55.96907216 33.03092784],0
a7,1,0.035477,4.422073,[3 5] ; [65 24],[5.60824742 2.39175258] ; [62.39175258 26.60824742],0
s1,1,0.042424,4.118218,[2 6] ; [ 5 84],[0.57731959 7.42268041] ; [ 6.42268041 82.57731959],0
a3,1,0.054058,3.710902,[4 4] ; [71 18],[6.18556701 1.81443299] ; [68.81443299 20.18556701],0
v1,1,0.055622,3.66334,[3 5] ; [60 25],[5.41935484 2.58064516] ; [57.58064516 27.41935484],0
a5,1,0.06798,3.331137,[4 4] ; [70 19],[6.10309278 1.89690722] ; [67.89690722 21.10309278],0
n2,1,0.099481,2.713846,[1 2] ; [12  3],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
s3,1,0.130294,2.288997,[7 1] ; [52 34],[5.0212766 2.9787234] ; [53.9787234 32.0212766],0
u2,1,0.189526,1.721296,[1 3] ; [11  7],[2.18181818 1.81818182] ; [9.81818182 8.18181818],0
b1,1,0.22652,1.462578,[5 3] ; [36 53],[3.3814433 4.6185567] ; [37.6185567 51.3814433],0
p7,1,0.233105,1.421815,[5 3] ; [70 17],[6.31578947 1.68421053] ; [68.68421053 18.31578947],0
p4,1,0.257387,1.282755,[6 2] ; [79 10],[7.01030928 0.98969072] ; [77.98969072 11.01030928],0
b5,1,0.280131,1.166454,[5 3] ; [38 51],[3.54639175 4.45360825] ; [39.45360825 49.54639175],0
s5,1,0.282043,1.157218,[4 4] ; [55 25],[5.36363636 2.63636364] ; [53.63636364 26.36363636],0
d2,1,0.37261,0.794942,[3 5] ; [48 41],[4.20618557 3.79381443] ; [46.79381443 42.20618557],0
s7,1,0.374726,0.787932,[6 1] ; [58 25],[4.97777778 2.02222222] ; [59.02222222 23.97777778],0
n3,1,0.396144,0.72,[1 2] ; [9 6],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
p6,1,0.405884,0.690824,[4 4] ; [57 31],[5.08333333 2.91666667] ; [55.91666667 32.08333333],0
r3,1,0.452398,0.564636,[7 1] ; [82  5],[7.49473684 0.50526316] ; [81.50526316  5.49473684],0
a8,1,0.460932,0.543629,[2 6] ; [12 68],[1.27272727 6.72727273] ; [12.72727273 67.27272727],0
d1,1,0.471091,0.519415,[4 4] ; [56 33],[4.94845361 3.05154639] ; [55.05154639 33.94845361],0
s8,1,0.485511,0.486459,[5 2] ; [51 37],[4.12631579 2.87368421] ; [51.87368421 36.12631579],0
p8,1,0.489292,0.478084,[5 2] ; [73 16],[5.6875 1.3125] ; [72.3125 16.6875],0
b3,1,0.502541,0.449566,[2 4] ; [30 33],[2.7826087 3.2173913] ; [29.2173913 33.7826087],0
b2,1,0.502541,0.449566,[2 4] ; [30 33],[2.7826087 3.2173913] ; [29.2173913 33.7826087],0
v3,1,0.628731,0.233786,[4 4] ; [50 35],[4.64516129 3.35483871] ; [49.35483871 35.64516129],0
p1,1,0.674578,0.176293,[3 5] ; [27 62],[2.4742268 5.5257732] ; [27.5257732 61.4742268],0
a4,1,0.684767,0.164809,[3 5] ; [40 49],[3.54639175 4.45360825] ; [39.45360825 49.54639175],0
u1,1,0.687176,0.162159,[2 6] ; [17 72],[1.56701031 6.43298969] ; [17.43298969 71.56701031],0
p3,1,0.749128,0.102265,[6 2] ; [71 18],[6.35051546 1.64948454] ; [70.64948454 18.35051546],0
b4,1,0.775636,0.081231,[5 3] ; [51 38],[4.6185567 3.3814433] ; [51.3814433 37.6185567],0
d5,1,0.810162,0.057704,[6 2] ; [70 19],[6.26804124 1.73195876] ; [69.73195876 19.26804124],0
u3,1,0.840039,0.040741,[2 2] ; [10  8],[2.18181818 1.81818182] ; [9.81818182 8.18181818],0
r2,1,0.840328,0.040592,[7 1] ; [79  9],[7.16666667 0.83333333] ; [78.83333333  9.16666667],0
a1,1,0.870977,0.02638,[1 7] ; [13 76],[1.15463918 6.84536082] ; [12.84536082 76.15463918],0
d3,1,0.87956,0.02296,[5 3] ; [58 31],[5.19587629 2.80412371] ; [57.80412371 31.19587629],0
s2,1,0.880112,0.022749,[5 3] ; [52 35],[4.8 3.2] ; [52.2 34.8],0
