Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.654714,[78  9] ; [1 9],[70.8556701 16.1443299] ; [8.1443299 1.8556701],1
r1,1,5e-06,20.889023,[73 14] ; [2 8],[67.26804124 19.73195876] ; [7.73195876 2.26804124],1
r3,1,0.000116,14.855043,[83  4] ; [6 4],[79.82474227  7.17525773] ; [9.17525773 0.82474227],1
b4,1,0.006729,7.344031,[56 31] ; [2 8],[52.02061856 34.97938144] ; [5.97938144 4.02061856],0
b1,1,0.008555,6.913426,[32 55] ; [8 2],[35.87628866 51.12371134] ; [4.12371134 5.87628866],0
v4,1,0.008814,6.860042,[81  5] ; [7 3],[78.83333333  7.16666667] ; [9.16666667 0.83333333],0
n6,1,0.014629,5.960576,[52 34] ; [2 8],[48.375 37.625] ; [5.625 4.375],0
p9,1,0.01925,5.478662,[64 21] ; [4 6],[60.84210526 24.15789474] ; [7.15789474 2.84210526],0
n4,1,0.034103,4.489551,[39 48] ; [1 9],[35.87628866 51.12371134] ; [4.12371134 5.87628866],0
a1,1,0.055512,3.66665,[ 4 83] ; [2 8],[ 5.3814433 81.6185567] ; [0.6185567 9.3814433],0
d5,1,0.136817,2.213398,[70 17] ; [6 4],[68.16494845 18.83505155] ; [7.83505155 2.16494845],0
v2,1,0.143435,2.14071,[53 30] ; [4 6],[50.87096774 32.12903226] ; [6.12903226 3.87096774],0
p10,1,0.148926,2.083219,[54 31] ; [4 6],[51.89473684 33.10526316] ; [6.10526316 3.89473684],0
d1,1,0.170647,1.877247,[46 41] ; [3 7],[43.94845361 43.05154639] ; [5.05154639 4.94845361],0
b2,1,0.176486,1.826965,[21 25] ; [1 5],[19.46153846 26.53846154] ; [2.53846154 3.46153846],0
b3,1,0.176486,1.826965,[21 25] ; [1 5],[19.46153846 26.53846154] ; [2.53846154 3.46153846],0
p6,1,0.184697,1.759419,[27 56] ; [1 8],[25.26086957 57.73913043] ; [2.73913043 6.26086957],0
d2,1,0.189635,1.720453,[36 51] ; [2 8],[34.08247423 52.91752577] ; [3.91752577 6.08247423],0
a6,1,0.189635,1.720453,[51 36] ; [8 2],[52.91752577 34.08247423] ; [6.08247423 3.91752577],0
p11,1,0.227035,1.459342,[60 27] ; [5 5],[58.29896907 28.70103093] ; [6.70103093 3.29896907],0
b5,1,0.227035,1.459342,[60 27] ; [5 5],[58.29896907 28.70103093] ; [6.70103093 3.29896907],0
p3,1,0.22745,1.456739,[37 49] ; [2 7],[35.30526316 50.69473684] ; [3.69473684 5.30526316],0
s8,1,0.253259,1.305236,[33 53] ; [2 8],[31.35416667 54.64583333] ; [3.64583333 6.35416667],0
p4,1,0.273765,1.197785,[36 50] ; [6 4],[37.625 48.375] ; [4.375 5.625],0
p2,1,0.287939,1.129234,[65 21] ; [6 4],[63.60416667 22.39583333] ; [7.39583333 2.60416667],0
n3,1,0.326109,0.964286,[15  6] ; [3 3],[14.  7.] ; [4. 2.],0
p7,1,0.358905,0.841722,[38 47] ; [6 4],[39.36842105 45.63157895] ; [4.63157895 5.36842105],0
s5,1,0.393269,0.72881,[27 54] ; [2 8],[25.81318681 55.18681319] ; [3.18681319 6.81318681],0
a7,1,0.461193,0.542997,[62 25] ; [6 4],[60.98969072 26.01030928] ; [7.01030928 2.98969072],0
a5,1,0.461193,0.542997,[62 25] ; [6 4],[60.98969072 26.01030928] ; [7.01030928 2.98969072],0
a2,1,0.462373,0.540143,[17 70] ; [1 9],[16.1443299 70.8556701] ; [1.8556701 8.1443299],0
v3,1,0.4852,0.487153,[34 48] ; [3 7],[32.97826087 49.02173913] ; [4.02173913 5.97826087],0
s6,1,0.503375,0.447814,[49 34] ; [7 3],[49.97849462 33.02150538] ; [6.02150538 3.97849462],0
s4,1,0.508634,0.436877,[16 71] ; [1 9],[15.24742268 71.75257732] ; [1.75257732 8.24742268],0
d4,1,0.558993,0.341451,[72 15] ; [9 1],[72.64948454 14.35051546] ; [8.35051546 1.64948454],0
s3,1,0.5722,0.319016,[43 44] ; [4 6],[42.15463918 44.84536082] ; [4.84536082 5.15463918],0
a4,1,0.619642,0.246371,[42 45] ; [4 6],[41.25773196 45.74226804] ; [4.74226804 5.25773196],0
p12,1,0.620615,0.245004,[ 5 79] ; [1 9],[ 5.36170213 78.63829787] ; [0.63829787 9.36170213],0
s2,1,0.695684,0.153,[40 46] ; [4 6],[39.41666667 46.58333333] ; [4.58333333 5.41666667],0
s1,1,0.719456,0.129015,[ 6 81] ; [1 9],[ 6.27835052 80.72164948] ; [0.72164948 9.27835052],0
a3,1,0.723699,0.124976,[56 31] ; [7 3],[56.50515464 30.49484536] ; [6.49484536 3.50515464],0
n2,1,0.82176,0.050752,[15  6] ; [4 2],[14.77777778  6.22222222] ; [4.22222222 1.77777778],0
n1,1,0.83131,0.045378,[ 8 13] ; [2 4],[ 7.77777778 13.22222222] ; [2.22222222 3.77777778],0
p1,1,0.878421,0.0234,[10 76] ; [1 9],[ 9.85416667 76.14583333] ; [1.14583333 8.85416667],0
p8,1,0.910071,0.012757,[36 50] ; [4 6],[35.83333333 50.16666667] ; [4.16666667 5.83333333],0
s7,1,0.929295,0.007873,[34 48] ; [4 6],[33.86956522 48.13043478] ; [4.13043478 5.86956522],0
d3,1,0.994001,5.7e-05,[61 26] ; [7 3],[60.98969072 26.01030928] ; [7.01030928 2.98969072],0
