Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,26.986732,[30  8] ; [ 4 24],[19.57575758 18.42424242] ; [14.42424242 13.57575758],1
a5,1,4.6e-05,16.587381,[34  4] ; [12 16],[26.48484848 11.51515152] ; [19.51515152  8.48484848],1
d4,1,0.000365,12.703759,[37  1] ; [18 10],[31.66666667  6.33333333] ; [23.33333333  4.66666667],1
s6,1,0.000414,12.466098,[31  7] ; [10 16],[24.34375 13.65625] ; [16.65625  9.34375],1
d3,1,0.000568,11.878655,[35  3] ; [15 12],[29.23076923  8.76923077] ; [20.76923077  6.23076923],1
a2,1,0.002993,8.811994,[15 23] ; [ 2 26],[ 9.78787879 28.21212121] ; [ 7.21212121 20.78787879],0
s8,1,0.004208,8.191594,[22 16] ; [ 6 21],[16.36923077 21.63076923] ; [11.63076923 15.36923077],0
a4,1,0.005458,7.72092,[24 14] ; [ 8 20],[18.42424242 19.57575758] ; [13.57575758 14.42424242],0
a3,1,0.012611,6.222946,[29  9] ; [13 15],[24.18181818 13.81818182] ; [17.81818182 10.18181818],0
p4,1,0.028706,4.785177,[30  8] ; [15 13],[25.90909091 12.09090909] ; [19.09090909  8.90909091],0
p10,1,0.030239,4.69567,[31  7] ; [16 12],[27.06060606 10.93939394] ; [19.93939394  8.06060606],0
r1,1,0.030239,4.69567,[31  7] ; [16 12],[27.06060606 10.93939394] ; [19.93939394  8.06060606],0
p9,1,0.030979,4.654117,[32  6] ; [17 11],[28.21212121  9.78787879] ; [20.78787879  7.21212121],0
s7,1,0.04382,4.063492,[22 14] ; [10 18],[18. 18.] ; [14. 14.],0
s3,1,0.062274,3.475752,[21 17] ; [ 9 19],[17.27272727 20.72727273] ; [12.72727273 15.27272727],0
u1,1,0.07473,3.17594,[ 9 29] ; [ 2 26],[ 6.33333333 31.66666667] ; [ 4.66666667 23.33333333],0
n4,1,0.074755,3.175393,[22 16] ; [10 18],[18.42424242 19.57575758] ; [13.57575758 14.42424242],0
a8,1,0.080267,3.059483,[ 1 35] ; [ 4 23],[ 2.85714286 33.14285714] ; [ 2.14285714 24.85714286],0
v2,1,0.107183,2.595268,[22 15] ; [11 17],[18.78461538 18.21538462] ; [14.21538462 13.78461538],0
p1,1,0.109136,2.56669,[ 8 29] ; [ 2 26],[ 5.69230769 31.30769231] ; [ 4.30769231 23.69230769],0
