Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.008356,6.955591,[ 8 81] ; [ 5 10],[11.125 77.875] ; [ 1.875 13.125],0
p2,1,0.0128,6.196573,[35 55] ; [11  4],[39.42857143 50.57142857] ; [6.57142857 8.42857143],0
p11,1,0.263552,1.25,[40 50] ; [9 6],[42. 48.] ; [7. 8.],0
b1,1,0.57615,0.3125,[41 49] ; [8 7],[42. 48.] ; [7. 8.],0
p1,1,0.87198,0.025968,[ 7 82] ; [ 1 14],[ 6.84615385 82.15384615] ; [ 1.15384615 13.84615385],0
