Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.004505,8.068063,[ 9 41] ; [26 34],[15.90909091 34.09090909] ; [19.09090909 40.90909091],0
v4,1,0.039503,4.239122,[43  7] ; [59  2],[45.94594595  4.05405405] ; [56.05405405  4.94594595],0
s6,1,0.043352,4.081609,[25 25] ; [42 19],[30.18018018 19.81981982] ; [36.81981982 24.18018018],0
a5,1,0.052218,3.768761,[35 15] ; [52  9],[39.18918919 10.81081081] ; [47.81081081 13.18918919],0
p6,1,0.063019,3.456104,[19 30] ; [34 26],[23.82568807 25.17431193] ; [29.17431193 30.82568807],0
u1,1,0.064215,3.425027,[ 8 42] ; [19 42],[12.16216216 37.83783784] ; [14.83783784 46.16216216],0
r4,1,0.070325,3.27541,[40 10] ; [56  5],[43.24324324  6.75675676] ; [52.75675676  8.24324324],0
b2,1,0.087735,2.915441,[14 24] ; [24 19],[17.82716049 20.17283951] ; [20.17283951 22.82716049],0
b3,1,0.087735,2.915441,[14 24] ; [24 19],[17.82716049 20.17283951] ; [20.17283951 22.82716049],0
p9,1,0.126656,2.333023,[39 10] ; [54  6],[41.80733945  7.19266055] ; [51.19266055  8.80733945],0
v3,1,0.129709,2.295982,[19 30] ; [32 28],[22.9266055 26.0733945] ; [28.0733945 31.9266055],0
u3,1,0.13147,2.275064,[8 7] ; [9 2],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
p10,1,0.138536,2.194149,[40 10] ; [54  6],[42.72727273  7.27272727] ; [51.27272727  8.72727273],0
r1,1,0.138558,2.193899,[35 15] ; [50 11],[38.28828829 11.71171171] ; [46.71171171 14.28828829],0
r3,1,0.147215,2.100871,[45  5] ; [59  2],[46.84684685  3.15315315] ; [57.15315315  3.84684685],0
s2,1,0.159713,1.976944,[ 9 41] ; [18 43],[12.16216216 37.83783784] ; [14.83783784 46.16216216],0
a3,1,0.189897,1.718419,[35 14] ; [50 11],[37.86363636 11.13636364] ; [47.13636364 13.86363636],0
v2,1,0.195393,1.676478,[25 24] ; [38 22],[28.32110092 20.67889908] ; [34.67889908 25.32110092],0
d4,1,0.215918,1.531297,[38 12] ; [52  9],[40.54054054  9.45945946] ; [49.45945946 11.54054054],0
p12,1,0.238539,1.389205,[ 2 47] ; [ 6 54],[ 3.59633028 45.40366972] ; [ 4.40366972 55.59633028],0
n5,1,0.256124,1.28959,[33 16] ; [47 14],[35.63636364 13.36363636] ; [44.36363636 16.63636364],0
b5,1,0.288845,1.124999,[27 23] ; [39 22],[29.72972973 20.27027027] ; [36.27027027 24.72972973],0
n2,1,0.320489,0.986951,[11  4] ; [9 7],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
d1,1,0.324609,0.970286,[24 26] ; [35 26],[26.57657658 23.42342342] ; [32.42342342 28.57657658],0
n1,1,0.3785,0.775567,[7 8] ; [ 5 11],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
p2,1,0.429889,0.623123,[43  7] ; [49 12],[41.44144144  8.55855856] ; [50.55855856 10.44144144],0
n6,1,0.461198,0.542985,[41  8] ; [54  7],[42.31818182  6.68181818] ; [52.68181818  8.31818182],0
p7,1,0.469221,0.52381,[30 20] ; [40 20],[31.81818182 18.18181818] ; [38.18181818 21.81818182],0
d2,1,0.498293,0.458569,[23 27] ; [32 29],[24.77477477 25.22522523] ; [30.22522523 30.77477477],0
a8,1,0.532899,0.38886,[ 7 37] ; [ 6 46],[ 5.95833333 38.04166667] ; [ 7.04166667 44.95833333],0
b4,1,0.546689,0.363282,[25 25] ; [34 27],[26.57657658 23.42342342] ; [32.42342342 28.57657658],0
p3,1,0.595573,0.281724,[27 23] ; [36 25],[28.37837838 21.62162162] ; [34.62162162 26.37837838],0
d3,1,0.612332,0.256793,[33 17] ; [43 18],[34.23423423 15.76576577] ; [41.76576577 19.23423423],0
p8,1,0.636471,0.223387,[24 26] ; [31 28],[25.2293578 24.7706422] ; [29.7706422 29.2293578],0
p11,1,0.644352,0.213096,[38 12] ; [44 17],[36.93693694 13.06306306] ; [45.06306306 15.93693694],0
a6,1,0.653332,0.201725,[34 16] ; [39 22],[32.88288288 17.11711712] ; [40.11711712 20.88288288],0
p5,1,0.672814,0.178328,[ 6 44] ; [ 9 52],[ 6.75675676 43.24324324] ; [ 8.24324324 52.75675676],0
v1,1,0.694473,0.154286,[27 21] ; [36 24],[28. 20.] ; [35. 25.],0
a7,1,0.718117,0.130304,[36 14] ; [42 19],[35.13513514 14.86486486] ; [42.86486486 18.13513514],0
d5,1,0.792328,0.069321,[40 10] ; [50 11],[40.54054054  9.45945946] ; [49.45945946 11.54054054],0
n3,1,0.808543,0.058712,[10  5] ; [10  6],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
a4,1,0.810819,0.057298,[21 29] ; [27 34],[21.62162162 28.37837838] ; [26.37837838 34.62162162],0
a1,1,0.81652,0.053835,[ 2 48] ; [ 3 58],[ 2.25225225 47.74774775] ; [ 2.74774775 58.25225225],0
b1,1,0.820575,0.051441,[17 33] ; [22 39],[17.56756757 32.43243243] ; [21.43243243 39.56756757],0
a2,1,0.864883,0.028955,[13 37] ; [15 46],[12.61261261 37.38738739] ; [15.38738739 45.61261261],0
s1,1,0.875533,0.024534,[ 1 48] ; [ 1 60],[ 0.89090909 48.10909091] ; [ 1.10909091 59.89090909],0
s4,1,0.882243,0.021941,[ 7 43] ; [ 9 51],[ 7.27272727 42.72727273] ; [ 8.72727273 51.27272727],0
n4,1,0.89668,0.016863,[38 12] ; [47 14],[38.28828829 11.71171171] ; [46.71171171 14.28828829],0
p4,1,0.962444,0.002217,[33 17] ; [40 21],[32.88288288 17.11711712] ; [40.11711712 20.88288288],0
