Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.029126,[270  60] ; [39 60],[237.69230769  92.30769231] ; [71.30769231 27.69230769],1
d3,1,0.0,36.555592,[274  56] ; [53 46],[251.53846154  78.46153846] ; [75.46153846 23.53846154],1
a2,1,0.0,28.6,[132 198] ; [11 88],[110. 220.] ; [33. 66.],1
u1,1,0.0,25.879373,[104 226] ; [ 6 93],[ 84.61538462 245.38461538] ; [25.38461538 73.61538462],1
b5,1,1e-06,23.156737,[210 120] ; [36 63],[189.23076923 140.76923077] ; [56.76923077 42.23076923],1
r1,1,0.000105,15.052415,[289  37] ; [72 27],[276.90823529  49.09176471] ; [84.09176471 14.90823529],1
v4,1,0.001184,10.515608,[317  10] ; [88 11],[310.88028169  16.11971831] ; [94.11971831  4.88028169],0
r4,1,0.001477,10.107436,[310  20] ; [83 16],[302.30769231  27.69230769] ; [90.69230769  8.30769231],0
u3,1,0.005217,7.802634,[48 19] ; [ 6 11],[43.07142857 23.92857143] ; [10.92857143  6.07142857],0
r2,1,0.025877,4.964234,[314  12] ; [88  9],[309.81560284  16.18439716] ; [92.18439716  4.81560284],0
p2,1,0.045742,3.99107,[301  28] ; [82 15],[295.79107981  33.20892019] ; [87.20892019  9.79107981],0
v2,1,0.049052,3.87358,[205 114] ; [51 45],[196.78072289 122.21927711] ; [59.21927711 36.78072289],0
b1,1,0.057701,3.602251,[128 202] ; [49 50],[136.15384615 193.84615385] ; [40.84615385 58.15384615],0
v1,1,0.067911,3.332814,[203 119] ; [50 45],[195.36211031 126.63788969] ; [57.63788969 37.36211031],0
b2,1,0.072914,3.216174,[ 83 132] ; [36 35],[ 89.45804196 125.54195804] ; [29.54195804 41.45804196],0
b3,1,0.072914,3.216174,[ 83 132] ; [36 35],[ 89.45804196 125.54195804] ; [29.54195804 41.45804196],0
s5,1,0.088062,2.909452,[121 197] ; [45 49],[128.12621359 189.87378641] ; [37.87378641 56.12621359],0
s8,1,0.094108,2.802654,[163 163] ; [59 40],[170.28705882 155.71294118] ; [51.71294118 47.28705882],0
p12,1,0.106501,2.605384,[ 39 291] ; [ 6 92],[ 34.69626168 295.30373832] ; [10.30373832 87.69626168],0
s7,1,0.114886,2.485685,[172 138] ; [62 34],[178.66995074 131.33004926] ; [55.33004926 40.66995074],0
d1,1,0.173467,1.852723,[240  90] ; [65 34],[234.61538462  95.38461538] ; [70.38461538 28.61538462],0
n1,1,0.177472,1.818671,[21 38] ; [11 10],[23.6 35.4] ; [ 8.4 12.6],0
r3,1,0.199687,1.644662,[315  13] ; [92  7],[312.63700234  15.36299766] ; [94.36299766  4.63700234],0
n4,1,0.20985,1.572462,[277  52] ; [78 21],[272.88551402  56.11448598] ; [82.11448598 16.88551402],0
p3,1,0.216914,1.52467,[221 108] ; [73 26],[225.9953271 103.0046729] ; [68.0046729 30.9953271],0
p10,1,0.255009,1.295654,[288  39] ; [82 16],[284.68235294  42.31764706] ; [85.31764706 12.68235294],0
u4,1,0.256247,1.288923,[  9 320] ; [ 5 94],[ 10.76168224 318.23831776] ; [ 3.23831776 95.76168224],0
b4,1,0.27552,1.189057,[197 133] ; [53 46],[192.30769231 137.69230769] ; [57.69230769 41.30769231],0
a4,1,0.336307,0.924458,[180 149] ; [59 39],[184.14754098 144.85245902] ; [54.85245902 43.14754098],0
n6,1,0.351058,0.86963,[289  38] ; [84 15],[286.31690141  40.68309859] ; [86.68309859 12.31690141],0
p6,1,0.363687,0.825123,[166 162] ; [44 53],[162.07058824 165.92941176] ; [47.92941176 49.07058824],0
a3,1,0.41527,0.663662,[261  69] ; [82 17],[263.84615385  66.15384615] ; [79.15384615 19.84615385],0
u2,1,0.42606,0.63354,[42 27] ; [8 8],[40.58823529 28.41176471] ; [9.41176471 6.58823529],0
p5,1,0.443949,0.586055,[ 49 278] ; [18 81],[ 51.42957746 275.57042254] ; [15.57042254 83.42957746],0
n3,1,0.463234,0.538068,[43 16] ; [17  4],[44.25 14.75] ; [15.75  5.25],0
v3,1,0.547393,0.362008,[132 183] ; [44 53],[134.5631068 180.4368932] ; [41.4368932 55.5631068],0
n2,1,0.583853,0.300047,[42 17] ; [17  5],[42.97530864 16.02469136] ; [16.02469136  5.97530864],0
s4,1,0.611406,0.258132,[ 55 269] ; [19 80],[ 56.68085106 267.31914894] ; [17.31914894 81.68085106],0
p1,1,0.612564,0.256459,[ 36 292] ; [ 9 89],[ 34.64788732 293.35211268] ; [10.35211268 87.64788732],0
s6,1,0.65913,0.194583,[237  83] ; [74 23],[238.65707434  81.34292566] ; [72.34292566 24.65707434],0
d2,1,0.662406,0.190615,[198 131] ; [62 37],[199.85981308 129.14018692] ; [60.14018692 38.85981308],0
s3,1,0.718328,0.1301,[188 133] ; [60 39],[189.54285714 131.45714286] ; [58.45714286 40.54285714],0
p7,1,0.731363,0.117864,[242  86] ; [74 24],[243.30516432  84.69483568] ; [72.69483568 25.30516432],0
p8,1,0.743162,0.107367,[211 116] ; [65 33],[212.35764706 114.64235294] ; [63.64235294 34.35764706],0
s1,1,0.774606,0.081999,[ 12 315] ; [ 3 95],[ 11.54117647 315.45882353] ; [ 3.45882353 94.54117647],0
a8,1,0.806267,0.060145,[ 37 251] ; [13 81],[ 37.69633508 250.30366492] ; [12.30366492 81.69633508],0
n5,1,0.809662,0.058015,[264  63] ; [81 18],[264.82394366  62.17605634] ; [80.17605634 18.82394366],0
d5,1,0.899508,0.015947,[288  42] ; [86 12],[288.36448598  41.63551402] ; [85.63551402 12.36448598],0
p9,1,0.901421,0.015343,[293  35] ; [88 11],[292.66510539  35.33489461] ; [88.33489461 10.66510539],0
p11,1,0.90612,0.013908,[275  55] ; [82 17],[274.61538462  55.38461538] ; [82.38461538 16.61538462],0
a1,1,0.913288,0.011857,[ 21 309] ; [ 6 93],[ 20.76923077 309.23076923] ; [ 6.23076923 92.76923077],0
d4,1,0.951697,0.003669,[287  43] ; [85 13],[286.82242991  43.17757009] ; [85.17757009 12.82242991],0
s2,1,0.957859,0.002792,[185 138] ; [57 42],[185.22748815 137.77251185] ; [56.77251185 42.22748815],0
