Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6.8e-05,15.873576,[25 22] ; [ 72 218],[13.52818991 33.47181009] ; [ 83.47181009 206.52818991],1
s8,1,7.1e-05,15.775727,[26 26] ; [ 71 232],[14.2084507 37.7915493] ; [ 82.7915493 220.2084507],1
p6,1,0.000167,14.167524,[29 22] ; [ 90 211],[17.24147727 33.75852273] ; [101.75852273 199.24147727],1
s6,1,0.000329,12.895542,[36 16] ; [127 173],[24.07954545 27.92045455] ; [138.92045455 161.07954545],1
p11,1,0.0035,8.526784,[33 19] ; [249  57],[40.96089385 11.03910615] ; [241.03910615  64.96089385],0
u1,1,0.004582,8.037612,[15 37] ; [ 41 265],[ 8.13407821 43.86592179] ; [ 47.86592179 258.13407821],0
s4,1,0.013436,6.110722,[10 40] ; [ 26 277],[ 5.09915014 44.90084986] ; [ 30.90084986 272.09915014],0
r1,1,0.018076,5.588796,[37 15] ; [258  47],[42.96918768  9.03081232] ; [252.03081232  52.96918768],0
s5,1,0.020199,5.394608,[19 32] ; [ 66 232],[12.42120344 38.57879656] ; [ 72.57879656 225.42120344],0
n3,1,0.074707,3.176444,[7 6] ; [52 15],[9.5875 3.4125] ; [49.4125 17.5875],0
a6,1,0.094987,2.787751,[32 20] ; [223  83],[37.03910615 14.96089385] ; [217.96089385  88.03910615],0
a1,1,0.128102,2.315352,[ 4 48] ; [ 10 296],[ 2.03351955 49.96648045] ; [ 11.96648045 294.03351955],0
n1,1,0.158883,1.984824,[ 2 11] ; [24 44],[4.17283951 8.82716049] ; [21.82716049 46.17283951],0
v3,1,0.200338,1.63991,[23 28] ; [105 189],[18.92173913 32.07826087] ; [109.07826087 184.92173913],0
p10,1,0.232923,1.422925,[43  8] ; [232  70],[39.73087819 11.26912181] ; [235.26912181  66.73087819],0
s1,1,0.279141,1.171269,[ 2 49] ; [  5 299],[ 1.0056338 49.9943662] ; [  5.9943662 298.0056338],0
p1,1,0.302158,1.064646,[ 2 50] ; [ 24 281],[ 3.78711485 48.21288515] ; [ 22.21288515 282.78711485],0
p12,1,0.306749,1.044621,[ 1 50] ; [ 16 288],[ 2.44225352 48.55774648] ; [ 14.55774648 289.44225352],0
v1,1,0.35987,0.838345,[30 22] ; [154 149],[26.95211268 25.04788732] ; [157.04788732 145.95211268],0
a4,1,0.367081,0.813522,[26 26] ; [132 173],[23.0140056 28.9859944] ; [134.9859944 170.0140056],0
p7,1,0.394988,0.723532,[34 17] ; [183 120],[31.26271186 19.73728814] ; [185.73728814 117.26271186],0
u3,1,0.395957,0.720569,[11  6] ; [52 45],[9.39473684 7.60526316] ; [53.60526316 43.39473684],0
d2,1,0.442149,0.590699,[26 26] ; [135 170],[23.45098039 28.54901961] ; [137.54901961 167.45098039],0
d4,1,0.472889,0.515217,[44  8] ; [246  60],[42.12290503  9.87709497] ; [247.87709497  58.12290503],0
d5,1,0.490913,0.474524,[44  7] ; [252  54],[42.28571429  8.71428571] ; [253.71428571  52.28571429],0
a2,1,0.507447,0.439327,[13 39] ; [ 64 242],[11.18435754 40.81564246] ; [ 65.81564246 240.18435754],0
n6,1,0.525638,0.402817,[45  7] ; [254  52],[43.4301676  8.5698324] ; [255.5698324  50.4301676],0
n2,1,0.568333,0.325481,[8 5] ; [48 21],[8.87804878 4.12195122] ; [47.12195122 21.87804878],0
p4,1,0.588452,0.292768,[30 21] ; [167 138],[28.22191011 22.77808989] ; [168.77808989 136.22191011],0
v4,1,0.680404,0.169672,[51  1] ; [297   9],[50.54748603  1.45251397] ; [297.45251397   8.54748603],0
b5,1,0.682346,0.167497,[34 18] ; [191 115],[32.68156425 19.31843575] ; [192.31843575 113.68156425],0
d1,1,0.708277,0.140004,[30 22] ; [168 138],[28.75977654 23.24022346] ; [169.24022346 136.75977654],0
b2,1,0.721779,0.126795,[12 18] ; [ 67 116],[11.12676056 18.87323944] ; [ 67.87323944 115.12676056],0
b3,1,0.721779,0.126795,[12 18] ; [ 67 116],[11.12676056 18.87323944] ; [ 67.87323944 115.12676056],0
p9,1,0.730451,0.118698,[41 10] ; [248  53],[41.87215909  9.12784091] ; [247.12784091  53.87215909],0
a7,1,0.766917,0.087859,[37 14] ; [228  78],[37.85714286 13.14285714] ; [227.14285714  78.85714286],0
n5,1,0.803896,0.061657,[36 15] ; [210  95],[35.24157303 15.75842697] ; [210.75842697  94.24157303],0
b4,1,0.807868,0.059135,[30 22] ; [171 135],[29.19553073 22.80446927] ; [171.80446927 134.19553073],0
v2,1,0.813532,0.055636,[30 22] ; [165 130],[29.22190202 22.77809798] ; [165.77809798 129.22190202],0
p3,1,0.828744,0.046791,[25 26] ; [145 161],[24.28571429 26.71428571] ; [145.71428571 160.28571429],0
u2,1,0.843552,0.038948,[10  7] ; [54 42],[9.62831858 7.37168142] ; [54.37168142 41.62831858],0
d3,1,0.853266,0.034208,[34 17] ; [208  98],[34.57142857 16.42857143] ; [207.42857143  98.57142857],0
p8,1,0.856528,0.032687,[26 25] ; [156 142],[26.59598854 24.40401146] ; [155.40401146 142.59598854],0
a3,1,0.861564,0.03041,[35 17] ; [209  96],[35.54061625 16.45938375] ; [208.45938375  96.54061625],0
b1,1,0.862341,0.030066,[19 33] ; [108 198],[18.44692737 33.55307263] ; [108.55307263 197.44692737],0
a8,1,0.924226,0.009046,[ 6 39] ; [ 35 238],[ 5.80188679 39.19811321] ; [ 35.19811321 237.80188679],0
p5,1,0.937087,0.00623,[ 5 46] ; [ 31 274],[ 5.15730337 45.84269663] ; [ 30.84269663 274.15730337],0
n4,1,0.945528,0.004668,[38 14] ; [225  81],[38.20111732 13.79888268] ; [224.79888268  81.20111732],0
a5,1,0.945528,0.004668,[38 14] ; [225  81],[38.20111732 13.79888268] ; [224.79888268  81.20111732],0
p2,1,0.956831,0.00293,[41 10] ; [245  61],[40.85714286 10.14285714] ; [245.14285714  60.85714286],0
r2,1,0.972319,0.001204,[50  2] ; [292  12],[49.95505618  2.04494382] ; [292.04494382  11.95505618],0
r3,1,0.985514,0.00033,[51  1] ; [300   6],[50.98324022  1.01675978] ; [300.01675978   5.98324022],0
