Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,56.756266,[107  35] ; [ 60 121],[73.41795666 68.58204334] ; [93.58204334 87.41795666],1
p7,1,0.0,28.298267,[108  32] ; [84 92],[85.06329114 54.93670886] ; [106.93670886  69.06329114],1
p6,1,3e-06,22.002679,[63 75] ; [ 38 143],[43.69278997 94.30721003] ; [ 57.30721003 123.69278997],1
p8,1,7e-06,20.170419,[92 49] ; [ 72 108],[72.03738318 68.96261682] ; [91.96261682 88.03738318],1
p5,1,0.00017,14.137263,[ 27 115] ; [ 10 170],[ 16.31677019 125.68322981] ; [ 20.68322981 159.31677019],1
n4,1,0.001008,10.812289,[112  30] ; [112  69],[98.47678019 43.52321981] ; [125.52321981  55.47678019],0
p11,1,0.001472,10.113685,[126  16] ; [136  46],[114.82716049  27.17283951] ; [147.17283951  34.82716049],0
a5,1,0.002787,8.941933,[96 46] ; [93 89],[82.83333333 59.16666667] ; [106.16666667  75.83333333],0
v3,1,0.004644,8.013294,[55 84] ; [ 44 134],[43.41009464 95.58990536] ; [ 55.58990536 122.41009464],0
s7,1,0.005433,7.729444,[71 63] ; [ 65 110],[58.97734628 75.02265372] ; [77.02265372 97.97734628],0
v2,1,0.009725,6.684665,[77 58] ; [ 73 100],[65.74675325 69.25324675] ; [84.25324675 88.74675325],0
a3,1,0.016568,5.741579,[93 49] ; [94 86],[82.46583851 59.53416149] ; [104.53416149  75.46583851],0
b5,1,0.019527,5.453728,[73 69] ; [117  65],[83.27160494 58.72839506] ; [106.72839506  75.27160494],0
n5,1,0.032583,4.567581,[112  28] ; [125  55],[103.6875  36.3125] ; [133.3125  46.6875],0
p1,1,0.037518,4.326728,[ 18 123] ; [ 11 170],[ 12.69875776 128.30124224] ; [ 16.30124224 164.69875776],0
r4,1,0.038337,4.290011,[126  16] ; [146  36],[119.20987654  22.79012346] ; [152.79012346  29.20987654],0
n2,1,0.04356,4.073543,[15  8] ; [47  8],[18.28205128  4.71794872] ; [43.71794872 11.28205128],0
p2,1,0.051395,3.795362,[125  16] ; [146  35],[118.66770186  22.33229814] ; [152.33229814  28.66770186],0
d5,1,0.056993,3.622805,[88 54] ; [93 88],[79.57275542 62.42724458] ; [101.42724458  79.57275542],0
p12,1,0.083505,2.995329,[ 13 128] ; [  8 173],[  9.19565217 131.80434783] ; [ 11.80434783 169.19565217],0
b2,1,0.089551,2.88243,[34 51] ; [26 67],[28.65168539 56.34831461] ; [31.34831461 61.65168539],0
b3,1,0.089551,2.88243,[34 51] ; [26 67],[28.65168539 56.34831461] ; [31.34831461 61.65168539],0
d3,1,0.099829,2.70827,[51 91] ; [81 99],[58.21118012 83.78881988] ; [ 73.78881988 106.21118012],0
p10,1,0.10716,2.595614,[128  12] ; [154  26],[123.375  16.625] ; [158.625  21.375],0
n6,1,0.110137,2.552253,[121  21] ; [140  39],[115.45794393  26.54205607] ; [145.54205607  33.45794393],0
s1,1,0.119419,2.424921,[  2 139] ; [  8 171],[  4.40625 136.59375] ; [  5.59375 173.40625],0
r1,1,0.122111,2.390038,[104  37] ; [119  62],[97.64906832 43.35093168] ; [125.35093168  55.64906832],0
r2,1,0.151618,2.055893,[129  11] ; [156  23],[125.07836991  14.92163009] ; [159.92163009  19.07836991],0
u2,1,0.197854,1.658143,[29 19] ; [42 44],[25.43283582 22.56716418] ; [45.56716418 40.43283582],0
s8,1,0.209922,1.571962,[58 84] ; [ 62 120],[52.59259259 89.40740741] ; [ 67.40740741 114.59259259],0
n3,1,0.219709,1.506268,[19  4] ; [38 17],[16.80769231  6.19230769] ; [40.19230769 14.80769231],0
s4,1,0.222882,1.485716,[ 20 121] ; [ 35 146],[ 24.08385093 116.91614907] ; [ 30.91614907 150.08385093],0
r3,1,0.229374,1.44474,[135   7] ; [165  15],[132.29813665   9.70186335] ; [167.70186335  12.29813665],0
b1,1,0.250057,1.322987,[58 84] ; [ 63 119],[53.0308642 88.9691358] ; [ 67.9691358 114.0308642],0
a6,1,0.268889,1.222405,[89 53] ; [103  79],[84.14814815 57.85185185] ; [107.85185185  74.14814815],0
v1,1,0.282377,1.155613,[76 63] ; [85 90],[71.27070064 67.72929936] ; [89.72929936 85.27070064],0
u3,1,0.29134,1.113421,[28 20] ; [42 44],[25.07462687 22.92537313] ; [44.92537313 41.07462687],0
s5,1,0.329142,0.952269,[44 92] ; [ 48 128],[40.1025641 95.8974359] ; [ 51.8974359 124.1025641],0
a4,1,0.418189,0.6554,[ 41 101] ; [ 45 136],[ 37.80804954 104.19195046] ; [ 48.19195046 132.80804954],0
u1,1,0.455308,0.557404,[  4 138] ; [  8 174],[  5.25925926 136.74074074] ; [  6.74074074 175.25925926],0
v4,1,0.480897,0.496829,[133   9] ; [163  15],[131.35  10.65] ; [164.65  13.35],0
n1,1,0.51545,0.422988,[ 7 16] ; [21 34],[ 8.25641026 14.74358974] ; [19.74358974 35.25641026],0
s6,1,0.546922,0.36286,[92 47] ; [112  66],[89.4511041 49.5488959] ; [114.5488959  63.4511041],0
d4,1,0.624478,0.239623,[82 60] ; [110  72],[84.14814815 57.85185185] ; [107.85185185  74.14814815],0
a8,1,0.646992,0.209713,[ 18 116] ; [ 26 144],[ 19.39473684 114.60526316] ; [ 24.60526316 145.39473684],0
a2,1,0.717244,0.131148,[ 10 132] ; [ 11 171],[  9.2037037 132.7962963] ; [ 11.7962963 170.2037037],0
s3,1,0.736963,0.112814,[71 70] ; [93 85],[72.48902821 68.51097179] ; [91.51097179 86.48902821],0
a1,1,0.75968,0.093575,[  6 136] ; [  9 173],[  6.57407407 135.42592593] ; [  8.42592593 173.57407407],0
a7,1,0.80561,0.060562,[93 48] ; [117  64],[91.95652174 49.04347826] ; [118.04347826  62.95652174],0
s2,1,0.832824,0.044555,[61 81] ; [ 79 100],[61.93146417 80.06853583] ; [ 78.06853583 100.93146417],0
d2,1,0.939688,0.005725,[ 19 122] ; [ 24 158],[ 18.77089783 122.22910217] ; [ 24.22910217 157.77089783],0
b4,1,0.980026,0.000627,[79 63] ; [101  81],[78.88888889 63.11111111] ; [101.11111111  80.88888889],0
