Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,34.23229,[ 5 80] ; [20 19],[17.13709677 67.86290323] ; [ 7.86290323 31.13709677],1
s2,1,1e-06,24.764958,[16 69] ; [25 14],[28.10483871 56.89516129] ; [12.89516129 26.10483871],1
s3,1,7e-06,20.310176,[19 63] ; [25 13],[30.06666667 51.93333333] ; [13.93333333 24.06666667],1
s6,1,0.001081,10.683959,[25 60] ; [23 15],[33.17073171 51.82926829] ; [14.82926829 23.17073171],0
p6,1,0.001372,10.243074,[ 8 74] ; [13 26],[14.23140496 67.76859504] ; [ 6.76859504 32.23140496],0
p11,1,0.001542,10.027666,[35 50] ; [28 11],[43.18548387 41.81451613] ; [19.81451613 19.18548387],0
p4,1,0.002854,8.898333,[20 63] ; [20 19],[27.21311475 55.78688525] ; [12.78688525 26.21311475],0
s4,1,0.003092,8.752503,[11 74] ; [14 25],[17.13709677 67.86290323] ; [ 7.86290323 31.13709677],0
s5,1,0.006865,7.30794,[ 9 76] ; [11 25],[14.04958678 70.95041322] ; [ 5.95041322 30.04958678],0
p10,1,0.009148,6.793732,[36 46] ; [27 12],[42.69421488 39.30578512] ; [20.30578512 18.69421488],0
a3,1,0.010227,6.594938,[39 44] ; [28 11],[45.58196721 37.41803279] ; [21.41803279 17.58196721],0
p2,1,0.010934,6.475977,[42 42] ; [29 10],[48.48780488 35.51219512] ; [22.51219512 16.48780488],0
u3,1,0.012597,6.224869,[11 34] ; [7 4],[14.46428571 30.53571429] ; [3.53571429 7.46428571],0
d4,1,0.029806,4.720439,[50 34] ; [31  8],[55.31707317 28.68292683] ; [25.68292683 13.31707317],0
p9,1,0.050726,3.817312,[41 42] ; [26 12],[45.95867769 37.04132231] ; [21.04132231 16.95867769],0
p7,1,0.054174,3.707317,[26 56] ; [19 19],[30.75 51.25] ; [14.25 23.75],0
r3,1,0.054365,3.701449,[43 39] ; [27 11],[47.83333333 34.16666667] ; [22.16666667 15.83333333],0
d5,1,0.06243,3.471616,[46 39] ; [28 11],[50.72580645 34.27419355] ; [23.27419355 15.72580645],0
a5,1,0.062525,3.469097,[37 48] ; [24 15],[41.81451613 43.18548387] ; [19.18548387 19.81451613],0
n5,1,0.068914,3.308706,[46 37] ; [27 10],[50.49166667 32.50833333] ; [22.50833333 14.49166667],0
d1,1,0.092553,2.829404,[26 59] ; [18 21],[30.16129032 54.83870968] ; [13.83870968 25.16129032],0
n2,1,0.097878,2.739784,[20 18] ; [15  5],[22.93103448 15.06896552] ; [12.06896552  7.93103448],0
n4,1,0.100924,2.690873,[45 39] ; [27 12],[49.17073171 34.82926829] ; [22.82926829 16.17073171],0
p3,1,0.12423,2.363169,[17 66] ; [13 26],[20.40983607 62.59016393] ; [ 9.59016393 29.40983607],0
p8,1,0.13706,2.21066,[20 64] ; [14 24],[23.40983607 60.59016393] ; [10.59016393 27.40983607],0
v4,1,0.171079,1.873462,[49 34] ; [26 10],[52.31092437 30.68907563] ; [22.68907563 13.31092437],0
a1,1,0.18728,1.738887,[11 74] ; [ 2 37],[ 8.91129032 76.08870968] ; [ 4.08870968 34.91129032],0
u2,1,0.197519,1.660628,[17 28] ; [6 4],[18.81818182 26.18181818] ; [4.18181818 5.81818182],0
n6,1,0.295932,1.092437,[45 39] ; [23 13],[47.6 36.4] ; [20.4 15.6],0
p1,1,0.320751,0.98588,[ 9 76] ; [ 2 37],[ 7.54032258 77.45967742] ; [ 3.45967742 35.54032258],0
r2,1,0.336935,0.922059,[44 36] ; [22 12],[46.31578947 33.68421053] ; [19.68421053 14.31578947],0
b4,1,0.343995,0.895484,[47 38] ; [18 21],[44.55645161 40.44354839] ; [20.44354839 18.55645161],0
v2,1,0.364405,0.822655,[28 52] ; [17 22],[30.25210084 49.74789916] ; [14.74789916 24.25210084],0
n1,1,0.393955,0.726699,[11 27] ; [ 8 12],[12.44827586 25.55172414] ; [ 6.55172414 13.44827586],0
a7,1,0.397174,0.716865,[43 40] ; [17 22],[40.81967213 42.18032787] ; [19.18032787 19.81967213],0
v3,1,0.40461,0.694582,[16 68] ; [10 29],[17.75609756 66.24390244] ; [ 8.24390244 30.75609756],0
a6,1,0.421214,0.646926,[37 48] ; [20 19],[39.07258065 45.92741935] ; [17.92741935 21.07258065],0
n3,1,0.453626,0.561576,[20 18] ; [ 8 11],[18.66666667 19.33333333] ; [9.33333333 9.66666667],0
