Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,105.419344,[428   6] ; [6 6],[422.32286996  11.67713004] ; [11.67713004  0.32286996],1
r2,1,0.0,59.757933,[422   9] ; [7 5],[417.37923251  13.62076749] ; [11.62076749  0.37923251],1
r3,1,0.001325,10.307346,[424   9] ; [10  2],[422.29662921  10.70337079] ; [11.70337079  0.29662921],0
a6,1,0.005029,7.868947,[308 126] ; [4 8],[303.60538117 130.39461883] ; [8.39461883 3.60538117],0
n6,1,0.020471,5.371246,[383  49] ; [8 4],[380.43243243  51.56756757] ; [10.56756757  1.43243243],0
p10,1,0.020502,5.368645,[378  54] ; [7 4],[375.44018059  56.55981941] ; [9.55981941 1.44018059],0
a7,1,0.023674,5.118388,[337  96] ; [6 6],[333.7505618  99.2494382] ; [9.2494382 2.7505618],0
p11,1,0.025411,4.995627,[361  73] ; [7 5],[358.09865471  75.90134529] ; [9.90134529 2.09865471],0
u3,1,0.02864,4.789108,[73 35] ; [1 4],[70.72566372 37.27433628] ; [3.27433628 1.72566372],0
n5,1,0.037993,4.305345,[355  78] ; [7 5],[352.23820225  80.76179775] ; [9.76179775 2.23820225],0
d5,1,0.04125,4.165725,[377  56] ; [8 4],[374.61797753  58.38202247] ; [10.38202247  1.61797753],0
s2,1,0.048806,3.881996,[245 184] ; [3 8],[241.8 187.2] ; [6.2 4.8],0
d1,1,0.05541,3.669703,[295 139] ; [5 7],[291.92825112 142.07174888] ; [8.07174888 3.92825112],0
s8,1,0.060657,3.519336,[226 205] ; [3 9],[222.79683973 208.20316027] ; [6.20316027 5.79683973],0
s7,1,0.076798,3.131403,[239 173] ; [3 7],[236.26540284 175.73459716] ; [5.73459716 4.26540284],0
p9,1,0.105028,2.627477,[383  49] ; [8 3],[381.29119639  50.70880361] ; [9.70880361 1.29119639],0
n4,1,0.114027,2.497499,[364  70] ; [8 4],[361.99103139  72.00896861] ; [10.00896861  1.99103139],0
v3,1,0.154251,2.029697,[189 224] ; [3 9],[186.57882353 226.42117647] ; [5.42117647 6.57882353],0
a3,1,0.196669,1.666939,[324 109] ; [7 5],[322.0741573 110.9258427] ; [8.9258427 3.0741573],0
p7,1,0.196801,1.665955,[321 108] ; [7 5],[319.07482993 109.92517007] ; [8.92517007 3.07482993],0
u1,1,0.202923,1.62121,[105 329] ; [ 1 11],[103.14798206 330.85201794] ; [2.85201794 9.14798206],0
p8,1,0.233463,1.419638,[286 144] ; [6 6],[284.07239819 145.92760181] ; [7.92760181 4.07239819],0
b2,1,0.299413,1.076809,[109 168] ; [2 7],[107.50699301 169.49300699] ; [3.49300699 5.50699301],0
b3,1,0.299413,1.076809,[109 168] ; [2 7],[107.50699301 169.49300699] ; [3.49300699 5.50699301],0
v2,1,0.306465,1.045848,[253 166] ; [9 3],[254.70533643 164.29466357] ; [7.29466357 4.70533643],0
s3,1,0.32184,0.981455,[258 170] ; [5 6],[256.41002278 171.58997722] ; [6.58997722 4.41002278],0
a5,1,0.329756,0.949857,[349  85] ; [11  1],[350.31390135  83.68609865] ; [9.68609865 2.31390135],0
a2,1,0.334805,0.930222,[128 306] ; [ 2 10],[126.50224215 307.49775785] ; [3.49775785 8.50224215],0
p2,1,0.387108,0.748006,[392  40] ; [10  2],[391.13513514  40.86486486] ; [10.86486486  1.13513514],0
d3,1,0.417719,0.656724,[333 101] ; [8 4],[331.82511211 102.17488789] ; [9.17488789 2.82511211],0
p5,1,0.419843,0.650754,[ 70 361] ; [3 9],[ 71.02257336 359.97742664] ; [ 1.97742664 10.02257336],0
p3,1,0.451209,0.567613,[297 136] ; [7 5],[295.80224719 137.19775281] ; [8.19775281 3.80224719],0
s6,1,0.51491,0.424076,[320 106] ; [10  2],[320.95890411 105.04109589] ; [9.04109589 2.95890411],0
a4,1,0.537249,0.380662,[219 213] ; [5 7],[217.94594595 214.05405405] ; [6.05405405 5.94594595],0
p6,1,0.585352,0.297661,[213 216] ; [5 7],[212.06802721 216.93197279] ; [5.93197279 6.06802721],0
b4,1,0.59333,0.285173,[256 178] ; [8 4],[256.89686099 177.10313901] ; [7.10313901 4.89686099],0
s5,1,0.679543,0.170641,[164 254] ; [4 8],[163.31162791 254.68837209] ; [4.68837209 7.31162791],0
p1,1,0.743073,0.107444,[ 49 382] ; [ 1 11],[ 48.64559819 382.35440181] ; [ 1.35440181 10.64559819],0
n3,1,0.778219,0.079322,[54 19] ; [2 1],[53.78947368 19.21052632] ; [2.21052632 0.78947368],0
b1,1,0.810169,0.0577,[166 268] ; [5 7],[166.39910314 267.60089686] ; [4.60089686 7.39910314],0
p12,1,0.817211,0.053423,[ 45 388] ; [ 1 11],[ 44.75955056 388.24044944] ; [ 1.24044944 10.75955056],0
n2,1,0.821715,0.050778,[53 20] ; [2 1],[52.82894737 20.17105263] ; [2.17105263 0.82894737],0
d4,1,0.837706,0.041955,[370  63] ; [10  2],[369.75280899  63.24719101] ; [10.24719101  1.75280899],0
v1,1,0.844269,0.038587,[258 164] ; [7 5],[257.67281106 164.32718894] ; [7.32718894 4.67281106],0
d2,1,0.853986,0.033869,[241 192] ; [7 5],[241.31235955 191.68764045] ; [6.68764045 5.31235955],0
s4,1,0.903298,0.014761,[ 77 350] ; [ 2 10],[ 76.8405467 350.1594533] ; [2.1594533 9.8405467],0
b5,1,0.947104,0.004402,[249 185] ; [7 5],[249.11210762 184.88789238] ; [6.88789238 5.11210762],0
u2,1,0.993402,6.8e-05,[65 43] ; [3 2],[64.99115044 43.00884956] ; [3.00884956 1.99115044],0
