Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002139,9.426284,[36  7] ; [7 9],[31.33898305 11.66101695] ; [11.66101695  4.33898305],0
s2,1,0.005965,7.560804,[28 15] ; [ 4 12],[23.3220339 19.6779661] ; [8.6779661 7.3220339],0
p3,1,0.007389,7.175814,[29 14] ; [ 5 12],[24.36666667 18.63333333] ; [9.63333333 7.36666667],0
v3,1,0.011843,6.334248,[20 23] ; [ 2 15],[15.76666667 27.23333333] ; [ 6.23333333 10.76666667],0
p4,1,0.014988,5.91783,[32 11] ; [ 7 10],[27.95 15.05] ; [11.05  5.95],0
p5,1,0.031531,4.623803,[14 29] ; [ 1 16],[10.75 32.25] ; [ 4.25 12.75],0
p1,1,0.044481,4.038202,[13 30] ; [ 1 16],[10.03333333 32.96666667] ; [ 3.96666667 13.03333333],0
s5,1,0.048964,3.876589,[17 24] ; [ 2 13],[13.91071429 27.08928571] ; [5.08928571 9.91071429],0
a5,1,0.053708,3.721759,[27 16] ; [ 6 11],[23.65 19.35] ; [9.35 7.65],0
p7,1,0.054325,3.702695,[38  4] ; [12  5],[35.59322034  6.40677966] ; [14.40677966  2.59322034],0
s8,1,0.073168,3.210475,[21 22] ; [ 4 13],[17.91666667 25.08333333] ; [7.08333333 9.91666667],0
a7,1,0.11003,2.553787,[34  9] ; [10  7],[31.53333333 11.46666667] ; [12.46666667  4.53333333],0
b5,1,0.143381,2.141297,[29 14] ; [8 9],[26.51666667 16.48333333] ; [10.48333333  6.51666667],0
u3,1,0.150449,2.067692,[ 9 11] ; [6 2],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
n5,1,0.168414,1.897001,[35  8] ; [11  6],[32.96666667 10.03333333] ; [13.03333333  3.96666667],0
s7,1,0.176638,1.825683,[26 15] ; [7 9],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
b2,1,0.23568,1.40625,[ 9 15] ; [7 5],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
b3,1,0.23568,1.40625,[ 9 15] ; [7 5],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
d2,1,0.24175,1.370362,[11 32] ; [ 2 15],[ 9.31666667 33.68333333] ; [ 3.68333333 13.31666667],0
p9,1,0.246923,1.340629,[34  9] ; [11  6],[32.25 10.75] ; [12.75  4.25],0
s4,1,0.31599,1.005472,[10 33] ; [ 2 15],[ 8.6 34.4] ; [ 3.4 13.6],0
p11,1,0.359857,0.838391,[35  8] ; [12  5],[33.68333333  9.31666667] ; [13.31666667  3.68333333],0
r4,1,0.380177,0.77013,[37  6] ; [16  1],[37.98333333  5.01666667] ; [15.01666667  1.98333333],0
n4,1,0.408215,0.683995,[31 12] ; [14  3],[32.25 10.75] ; [12.75  4.25],0
r1,1,0.408215,0.683995,[31 12] ; [14  3],[32.25 10.75] ; [12.75  4.25],0
s3,1,0.41841,0.654777,[27 15] ; [9 8],[25.62711864 16.37288136] ; [10.37288136  6.62711864],0
d4,1,0.436903,0.604402,[18 25] ; [9 8],[19.35 23.65] ; [7.65 9.35],0
b1,1,0.485474,0.486542,[22 21] ; [ 7 10],[20.78333333 22.21666667] ; [8.21666667 8.78333333],0
a1,1,0.489182,0.478324,[ 1 42] ; [ 1 16],[ 1.43333333 41.56666667] ; [ 0.56666667 16.43333333],0
s6,1,0.525578,0.402935,[26 16] ; [9 8],[24.91525424 17.08474576] ; [10.08474576  6.91525424],0
d3,1,0.594247,0.28376,[17 26] ; [8 9],[17.91666667 25.08333333] ; [7.08333333 9.91666667],0
v1,1,0.594247,0.28376,[17 26] ; [8 9],[17.91666667 25.08333333] ; [7.08333333 9.91666667],0
v4,1,0.665809,0.186544,[39  4] ; [16  1],[39.41666667  3.58333333] ; [15.58333333  1.41666667],0
a8,1,0.670497,0.181021,[ 7 34] ; [ 2 14],[ 6.47368421 34.52631579] ; [ 2.52631579 13.47368421],0
u2,1,0.71714,0.13125,[11  9] ; [5 3],[11.42857143  8.57142857] ; [4.57142857 3.42857143],0
n6,1,0.718058,0.130361,[37  6] ; [14  3],[36.55  6.45] ; [14.45  2.55],0
a4,1,0.719654,0.128824,[ 7 36] ; [ 2 14],[ 6.55932203 36.44067797] ; [ 2.44067797 13.55932203],0
p2,1,0.774499,0.082079,[34  9] ; [14  3],[34.4  8.6] ; [13.6  3.4],0
n2,1,0.77816,0.079365,[4 2] ; [3 1],[4.2 1.8] ; [2.8 1.2],0
n3,1,0.77816,0.079365,[4 2] ; [3 1],[4.2 1.8] ; [2.8 1.2],0
b4,1,0.840263,0.040625,[24 19] ; [9 8],[23.65 19.35] ; [9.35 7.65],0
v2,1,0.968868,0.001523,[22 20] ; [9 8],[22.06779661 19.93220339] ; [8.93220339 8.06779661],0
a3,1,0.969461,0.001466,[23 20] ; [9 8],[22.93333333 20.06666667] ; [9.06666667 7.93333333],0
a6,1,0.976041,0.000902,[28 15] ; [11  6],[27.95 15.05] ; [11.05  5.95],0
n1,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
