Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.003504,8.524528,[68 35] ; [ 4 11],[62.84745763 40.15254237] ; [9.15254237 5.84745763],0
r2,1,0.043246,4.085744,[92 10] ; [10  4],[89.68965517 12.31034483] ; [12.31034483  1.68965517],0
s2,1,0.043992,4.056865,[31 72] ; [8 6],[34.33333333 68.66666667] ; [4.66666667 9.33333333],0
r3,1,0.045303,4.007306,[84 18] ; [9 6],[81.07692308 20.92307692] ; [11.92307692  3.07692308],0
u2,1,0.056537,3.636158,[18 25] ; [5 1],[20.18367347 22.81632653] ; [2.81632653 3.18367347],0
s6,1,0.059165,3.560625,[42 61] ; [10  5],[45.38983051 57.61016949] ; [6.61016949 8.38983051],0
d2,1,0.109516,2.561194,[45 56] ; [10  5],[47.88793103 53.11206897] ; [7.11206897 7.88793103],0
s3,1,0.136335,2.218846,[44 58] ; [9 5],[46.60344828 55.39655172] ; [6.39655172 7.60344828],0
d4,1,0.153075,2.04134,[73 29] ; [8 7],[70.61538462 31.38461538] ; [10.38461538  4.61538462],0
a7,1,0.153707,2.035074,[67 35] ; [7 8],[64.51282051 37.48717949] ; [9.48717949 5.51282051],0
b4,1,0.168984,1.891933,[67 36] ; [7 8],[64.59322034 38.40677966] ; [9.40677966 5.59322034],0
p7,1,0.180585,1.7928,[45 55] ; [ 4 11],[42.60869565 57.39130435] ; [6.39130435 8.60869565],0
p10,1,0.209117,1.577526,[29 72] ; [ 2 13],[26.99137931 74.00862069] ; [ 4.00862069 10.99137931],0
u3,1,0.215394,1.534796,[18 27] ; [4 2],[19.41176471 25.58823529] ; [2.58823529 3.41176471],0
r4,1,0.229704,1.442696,[77 26] ; [9 6],[75.06779661 27.93220339] ; [10.93220339  4.06779661],0
n2,1,0.249342,1.326984,[22 11] ; [2 3],[20.84210526 12.15789474] ; [3.15789474 1.84210526],0
s7,1,0.283596,1.149774,[30 66] ; [6 7],[31.70642202 64.29357798] ; [4.29357798 8.70642202],0
s1,1,0.291724,1.111649,[ 6 95] ; [ 2 13],[ 6.96551724 94.03448276] ; [ 1.03448276 13.96551724],0
p11,1,0.297776,1.084126,[56 47] ; [6 9],[54.11864407 48.88135593] ; [7.88135593 7.11864407],0
b2,1,0.29812,1.082584,[25 43] ; [2 8],[23.53846154 44.46153846] ; [3.46153846 6.53846154],0
b3,1,0.29812,1.082584,[25 43] ; [2 8],[23.53846154 44.46153846] ; [3.46153846 6.53846154],0
b1,1,0.320541,0.986736,[62 41] ; [7 8],[60.22881356 42.77118644] ; [8.77118644 6.22881356],0
v3,1,0.357255,0.847518,[39 61] ; [ 4 11],[37.39130435 62.60869565] ; [5.60869565 9.39130435],0
r1,1,0.399134,0.710933,[79 24] ; [10  5],[77.68644068 25.31355932] ; [11.31355932  3.68644068],0
d5,1,0.419828,0.650795,[72 31] ; [12  3],[73.3220339 29.6779661] ; [10.6779661  4.3220339],0
a4,1,0.454905,0.558403,[37 64] ; [7 8],[38.31034483 62.68965517] ; [5.68965517 9.31034483],0
p8,1,0.461884,0.541326,[30 73] ; [ 3 12],[28.80508475 74.19491525] ; [ 4.19491525 10.80508475],0
p2,1,0.49072,0.474946,[59 44] ; [10  5],[60.22881356 42.77118644] ; [8.77118644 6.22881356],0
v2,1,0.497726,0.459781,[43 58] ; [ 5 10],[41.79310345 59.20689655] ; [6.20689655 8.79310345],0
u1,1,0.509075,0.435967,[14 89] ; [ 3 12],[14.83898305 88.16101695] ; [ 2.16101695 12.83898305],0
v1,1,0.513701,0.426522,[39 64] ; [7 8],[40.15254237 62.84745763] ; [5.84745763 9.15254237],0
p3,1,0.557462,0.344118,[33 69] ; [6 9],[34. 68.] ; [ 5. 10.],0
p6,1,0.607114,0.264398,[19 82] ; [ 2 13],[18.28448276 82.71551724] ; [ 2.71551724 12.28448276],0
d3,1,0.613296,0.255403,[62 41] ; [8 7],[61.10169492 41.89830508] ; [8.89830508 6.10169492],0
n5,1,0.620094,0.245735,[75 28] ; [10  5],[74.19491525 28.80508475] ; [10.80508475  4.19491525],0
p1,1,0.62357,0.240882,[11 91] ; [ 1 14],[10.46153846 91.53846154] ; [ 1.53846154 13.46153846],0
a2,1,0.628573,0.234,[19 84] ; [ 2 13],[18.33050847 84.66949153] ; [ 2.66949153 12.33050847],0
n6,1,0.75678,0.095921,[72 30] ; [10  5],[71.48717949 30.51282051] ; [10.51282051  4.48717949],0
s8,1,0.774669,0.081952,[24 79] ; [ 4 11],[24.44067797 78.55932203] ; [ 3.55932203 11.44067797],0
a1,1,0.787852,0.072415,[ 9 94] ; [ 1 14],[ 8.72881356 94.27118644] ; [ 1.27118644 13.72881356],0
v4,1,0.788761,0.071781,[84 19] ; [11  3],[83.63247863 19.36752137] ; [11.36752137  2.63247863],0
p4,1,0.801132,0.063445,[37 64] ; [6 9],[37.43965517 63.56034483] ; [5.56034483 9.43965517],0
a5,1,0.816169,0.054045,[65 38] ; [9 6],[64.59322034 38.40677966] ; [9.40677966 5.59322034],0
a3,1,0.81861,0.052594,[58 44] ; [9 6],[58.41025641 43.58974359] ; [8.58974359 6.41025641],0
s5,1,0.824532,0.04916,[18 84] ; [ 3 12],[18.30769231 83.69230769] ; [ 2.69230769 12.30769231],0
d1,1,0.828208,0.047089,[45 58] ; [7 8],[45.38983051 57.61016949] ; [6.61016949 8.38983051],0
n3,1,0.829357,0.046452,[17 14] ; [3 2],[17.22222222 13.77777778] ; [2.77777778 2.22222222],0
n1,1,0.829357,0.046452,[14 17] ; [2 3],[13.77777778 17.22222222] ; [2.22222222 2.77777778],0
b5,1,0.940043,0.005657,[56 47] ; [8 7],[55.86440678 47.13559322] ; [8.13559322 6.86440678],0
