Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.002214,9.363071,[110  12] ; [5 4],[107.09923664  14.90076336] ; [7.90076336 1.09923664],0
r3,1,0.005189,7.812494,[114   8] ; [6 3],[111.75572519  10.24427481] ; [8.24427481 0.75572519],0
n6,1,0.017733,5.622309,[87 35] ; [3 6],[83.81679389 38.18320611] ; [6.18320611 2.81679389],0
d2,1,0.027139,4.881954,[60 62] ; [1 8],[56.80916031 65.19083969] ; [4.19083969 4.80916031],0
d1,1,0.03207,4.594761,[59 64] ; [1 8],[55.90909091 67.09090909] ; [4.09090909 4.90909091],0
r4,1,0.064553,3.416355,[100  23] ; [5 4],[97.84090909 25.15909091] ; [7.15909091 1.84090909],0
s6,1,0.092977,2.822057,[62 59] ; [2 7],[59.56923077 61.43076923] ; [4.43076923 4.56923077],0
s2,1,0.101689,2.678853,[46 74] ; [1 8],[43.72093023 76.27906977] ; [3.27906977 5.72093023],0
a5,1,0.115037,2.483624,[74 49] ; [3 6],[71.75 51.25] ; [5.25 3.75],0
n2,1,0.139983,2.178151,[33 12] ; [1 2],[31.875 13.125] ; [2.125 0.875],0
n4,1,0.165108,1.926806,[82 40] ; [4 5],[80.09160305 41.90839695] ; [5.90839695 3.09160305],0
n5,1,0.192964,1.694843,[68 54] ; [3 6],[66.1221374 55.8778626] ; [4.8778626 4.1221374],0
p7,1,0.210292,1.569415,[67 55] ; [3 6],[65.19083969 56.80916031] ; [4.80916031 4.19083969],0
s8,1,0.231825,1.429627,[36 85] ; [1 8],[34.43846154 86.56153846] ; [2.56153846 6.43846154],0
d5,1,0.256059,1.289942,[90 33] ; [5 4],[88.52272727 34.47727273] ; [6.47727273 2.52272727],0
r1,1,0.26328,1.251429,[89 33] ; [5 4],[87.54198473 34.45801527] ; [6.45801527 2.54198473],0
s3,1,0.288705,1.125649,[62 58] ; [3 6],[60.46511628 59.53488372] ; [4.53488372 4.46511628],0
a3,1,0.289195,1.123365,[76 46] ; [4 5],[74.50381679 47.49618321] ; [5.49618321 3.50381679],0
v3,1,0.291186,1.114128,[32 86] ; [1 8],[30.66141732 87.33858268] ; [2.33858268 6.66141732],0
p3,1,0.315824,1.006163,[48 75] ; [2 7],[46.59090909 76.40909091] ; [3.40909091 5.59090909],0
v2,1,0.397123,0.717019,[58 63] ; [3 6],[56.77692308 64.22307692] ; [4.22307692 4.77692308],0
p11,1,0.408958,0.681827,[72 51] ; [4 5],[70.81818182 52.18181818] ; [5.18181818 3.81818182],0
s5,1,0.433738,0.612795,[26 91] ; [1 8],[25.07142857 91.92857143] ; [1.92857143 7.07142857],0
b1,1,0.466992,0.529084,[53 70] ; [5 4],[54.04545455 68.95454545] ; [3.95454545 5.04545455],0
a2,1,0.471599,0.518226,[26 97] ; [1 8],[25.15909091 97.84090909] ; [1.84090909 7.15909091],0
p9,1,0.483288,0.491436,[54 65] ; [3 6],[52.9921875 66.0078125] ; [4.0078125 4.9921875],0
b5,1,0.552783,0.352354,[84 39] ; [7 2],[84.79545455 38.20454545] ; [6.20454545 2.79545455],0
p6,1,0.611181,0.258459,[36 83] ; [2 7],[35.328125 83.671875] ; [2.671875 6.328125],0
v1,1,0.637971,0.221405,[50 71] ; [3 6],[49.33076923 71.66923077] ; [3.66923077 5.33076923],0
d4,1,0.64208,0.216032,[90 32] ; [6 3],[89.40458015 32.59541985] ; [6.59541985 2.40458015],0
a4,1,0.665551,0.18685,[50 73] ; [3 6],[49.38636364 73.61363636] ; [3.61363636 5.38636364],0
s4,1,0.670053,0.181541,[ 20 101] ; [1 8],[ 19.54615385 101.45384615] ; [1.45384615 7.54615385],0
p8,1,0.693188,0.155656,[48 72] ; [3 6],[47.44186047 72.55813953] ; [3.55813953 5.44186047],0
b4,1,0.748035,0.103189,[75 48] ; [5 4],[74.54545455 48.45454545] ; [5.45454545 3.54545455],0
n3,1,0.782974,0.07587,[34 12] ; [2 1],[33.79591837 12.20408163] ; [2.20408163 0.79591837],0
a6,1,0.807492,0.059371,[77 46] ; [6 3],[77.34090909 45.65909091] ; [5.65909091 3.34090909],0
p4,1,0.820484,0.051494,[59 63] ; [4 5],[58.67175573 63.32824427] ; [4.32824427 4.67175573],0
d3,1,0.844787,0.038328,[78 45] ; [6 3],[78.27272727 44.72727273] ; [5.72727273 3.27272727],0
a8,1,0.850423,0.035562,[16 91] ; [1 7],[15.8173913 91.1826087] ; [1.1826087 6.8173913],0
b3,1,0.901185,0.015417,[22 57] ; [1 3],[21.89156627 57.10843373] ; [1.10843373 2.89156627],0
b2,1,0.901185,0.015417,[22 57] ; [1 3],[21.89156627 57.10843373] ; [1.10843373 2.89156627],0
a7,1,0.932465,0.007181,[83 39] ; [6 3],[82.88549618 39.11450382] ; [6.11450382 2.88549618],0
