Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-05,19.575045,[76 31] ; [77  3],[87.54545455 19.45454545] ; [65.45454545 14.54545455],1
p2,1,0.075027,3.169458,[65 41] ; [59 21],[70.66666667 35.33333333] ; [53.33333333 26.66666667],0
s4,1,0.147595,2.096932,[22 85] ; [10 70],[18.31016043 88.68983957] ; [13.68983957 66.31016043],0
n4,1,0.156402,2.008676,[71 36] ; [60 19],[75.36021505 31.63978495] ; [55.63978495 23.36021505],0
n3,1,0.162745,1.948531,[26 18] ; [14  4],[28.38709677 15.61290323] ; [11.61290323  6.38709677],0
n6,1,0.185894,1.749859,[77 29] ; [64 15],[80.78918919 25.21081081] ; [60.21081081 18.78918919],0
s6,1,0.186838,1.742376,[48 58] ; [43 35],[52.42391304 53.57608696] ; [38.57608696 39.42391304],0
s1,1,0.198127,1.65613,[ 9 98] ; [ 3 77],[  6.86631016 100.13368984] ; [ 5.13368984 74.86631016],0
b2,1,0.212393,1.555037,[22 46] ; [23 30],[25.2892562 42.7107438] ; [19.7107438 33.2892562],0
b3,1,0.212393,1.555037,[22 46] ; [23 30],[25.2892562 42.7107438] ; [19.7107438 33.2892562],0
n2,1,0.259011,1.274036,[29 17] ; [14  4],[30.90625 15.09375] ; [12.09375  5.90625],0
p1,1,0.263899,1.248187,[10 97] ; [ 4 76],[ 8.01069519 98.98930481] ; [ 5.98930481 74.01069519],0
s7,1,0.271258,1.210375,[36 64] ; [34 43],[39.5480226 60.4519774] ; [30.4519774 46.5480226],0
b5,1,0.280158,1.166323,[54 53] ; [34 46],[50.35294118 56.64705882] ; [37.64705882 42.35294118],0
d2,1,0.290193,1.118727,[43 62] ; [39 41],[46.54054054 58.45945946] ; [35.45945946 44.54054054],0
u1,1,0.298829,1.079414,[  6 101] ; [ 2 78],[  4.57754011 102.42245989] ; [ 3.42245989 76.57754011],0
a4,1,0.356542,0.850037,[38 68] ; [34 46],[41.03225806 64.96774194] ; [30.96774194 49.03225806],0
s3,1,0.360284,0.836905,[48 57] ; [42 38],[51.08108108 53.91891892] ; [38.91891892 41.08108108],0
b1,1,0.36282,0.828109,[54 53] ; [35 45],[50.92513369 56.07486631] ; [38.07486631 41.92513369],0
a1,1,0.401108,0.705002,[  7 100] ; [ 3 77],[  5.72192513 101.27807487] ; [ 4.27807487 75.72192513],0
a8,1,0.630356,0.231579,[10 90] ; [ 6 70],[ 9.09090909 90.90909091] ; [ 6.90909091 69.09090909],0
d3,1,0.709411,0.138866,[43 64] ; [30 50],[41.77005348 65.22994652] ; [31.22994652 48.77005348],0
a2,1,0.75111,0.100601,[ 8 99] ; [ 7 73],[ 8.5828877 98.4171123] ; [ 6.4171123 73.5828877],0
p5,1,0.780099,0.077947,[ 8 97] ; [ 7 73],[ 8.51351351 96.48648649] ; [ 6.48648649 73.51351351],0
u3,1,0.796159,0.06673,[15 26] ; [ 8 12],[15.45901639 25.54098361] ; [ 7.54098361 12.45901639],0
b4,1,0.850175,0.035681,[59 48] ; [43 37],[58.36363636 48.63636364] ; [43.63636364 36.36363636],0
a6,1,0.883639,0.021421,[47 60] ; [36 44],[47.49197861 59.50802139] ; [35.50802139 44.49197861],0
n5,1,0.903819,0.014602,[76 30] ; [56 23],[75.63243243 30.36756757] ; [56.36756757 22.63243243],0
u2,1,0.962584,0.002201,[17 24] ; [ 8 11],[17.08333333 23.91666667] ; [ 7.91666667 11.08333333],0
n1,1,0.969845,0.001429,[16 30] ; [ 6 11],[16.06349206 29.93650794] ; [ 5.93650794 11.06349206],0
p12,1,0.983283,0.000439,[  4 103] ; [ 3 76],[  4.02688172 102.97311828] ; [ 2.97311828 76.02688172],0
