Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.1e-05,17.382364,[21 20] ; [102  20],[30.93865031 10.06134969] ; [92.06134969 29.93865031],1
p7,1,5.4e-05,16.307791,[12 29] ; [78 41],[23.0625 17.9375] ; [66.9375 52.0625],1
p11,1,0.000317,12.969702,[18 24] ; [91 33],[27.57831325 14.42168675] ; [81.42168675 42.57831325],1
d3,1,0.000431,12.391475,[20 22] ; [95 29],[29.09638554 12.90361446] ; [85.90361446 38.09638554],1
a7,1,0.001593,9.96806,[24 18] ; [101  23],[31.62650602 10.37349398] ; [93.37349398 30.62650602],0
a6,1,0.003105,8.744664,[20 22] ; [90 34],[27.8313253 14.1686747] ; [82.1686747 41.8313253],0
p8,1,0.004863,7.92964,[11 31] ; [63 60],[18.83636364 23.16363636] ; [55.16363636 67.83636364],0
p10,1,0.006086,7.524761,[22 19] ; [93 29],[28.92638037 12.07361963] ; [86.07361963 35.92638037],0
s1,1,0.018238,5.57316,[ 4 38] ; [  2 121],[ 1.52727273 40.47272727] ; [  4.47272727 118.52727273],0
p3,1,0.024844,5.03471,[ 8 34] ; [47 77],[13.91566265 28.08433735] ; [41.08433735 82.91566265],0
u1,1,0.041269,4.164922,[ 1 41] ; [ 17 107],[ 4.55421687 37.44578313] ; [ 13.44578313 110.55421687],0
n6,1,0.054139,3.708393,[22 20] ; [84 38],[27.14634146 14.85365854] ; [78.85365854 43.14634146],0
v4,1,0.068221,3.325324,[37  5] ; [117   5],[39.43902439  2.56097561] ; [114.56097561   7.43902439],0
a4,1,0.085178,2.963213,[19 23] ; [38 86],[14.42168675 27.57831325] ; [42.57831325 81.42168675],0
r3,1,0.114977,2.484445,[37  5] ; [117   6],[39.2  2.8] ; [114.8   8.2],0
a5,1,0.11663,2.462009,[21 21] ; [79 45],[25.30120482 16.69879518] ; [74.69879518 49.30120482],0
p4,1,0.133245,2.254287,[14 27] ; [59 65],[18.13939394 22.86060606] ; [54.86060606 69.13939394],0
d1,1,0.153216,2.039939,[17 25] ; [66 58],[21. 21.] ; [62. 62.],0
s8,1,0.189392,1.722344,[10 31] ; [44 80],[13.41818182 27.58181818] ; [40.58181818 83.41818182],0
n1,1,0.205903,1.6,[ 7 13] ; [ 8 32],[ 5. 15.] ; [10. 30.],0
b5,1,0.207537,1.588526,[29 13] ; [72 52],[25.55421687 16.44578313] ; [75.44578313 48.55421687],0
d2,1,0.213066,1.550471,[18 24] ; [40 84],[14.6746988 27.3253012] ; [43.3253012 80.6746988],0
r4,1,0.237702,1.394171,[36  6] ; [114  10],[37.95180723  4.04819277] ; [112.04819277  11.95180723],0
s6,1,0.242141,1.368085,[21 19] ; [78 46],[24.14634146 15.85365854] ; [74.85365854 49.14634146],0
n2,1,0.256843,1.285692,[12  8] ; [29 10],[13.89830508  6.10169492] ; [27.10169492 11.89830508],0
s7,1,0.305931,1.048162,[10 28] ; [42 77],[12.58598726 25.41401274] ; [39.41401274 79.58598726],0
n3,1,0.348012,0.880694,[12  7] ; [30 10],[13.52542373  5.47457627] ; [28.47457627 11.52542373],0
d4,1,0.372592,0.795001,[33  9] ; [104  19],[34.87272727  7.12727273] ; [102.12727273  20.87272727],0
p1,1,0.388514,0.743588,[ 1 41] ; [  7 116],[ 2.03636364 39.96363636] ; [  5.96363636 117.03636364],0
s3,1,0.394502,0.725021,[19 23] ; [65 58],[21.38181818 20.61818182] ; [62.61818182 60.38181818],0
v2,1,0.403203,0.698753,[19 19] ; [67 49],[21.22077922 16.77922078] ; [64.77922078 51.22077922],0
p5,1,0.407345,0.686537,[ 1 40] ; [  7 117],[ 1.98787879 39.01212121] ; [  6.01212121 117.98787879],0
n5,1,0.446907,0.578483,[12 29] ; [44 79],[14. 27.] ; [42. 81.],0
v1,1,0.487701,0.481594,[17 25] ; [56 64],[18.92592593 23.07407407] ; [54.07407407 65.92592593],0
u2,1,0.488081,0.480755,[12  5] ; [25 16],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
a3,1,0.498991,0.457082,[25 17] ; [81 43],[26.81927711 15.18072289] ; [79.18072289 44.81927711],0
b1,1,0.68086,0.16916,[15 27] ; [40 84],[13.91566265 28.08433735] ; [41.08433735 82.91566265],0
s4,1,0.699319,0.149181,[10 32] ; [26 98],[ 9.10843373 32.89156627] ; [26.89156627 97.10843373],0
b4,1,0.702886,0.145487,[24 18] ; [75 49],[25.04819277 16.95180723] ; [73.95180723 50.04819277],0
s5,1,0.704182,0.144158,[10 28] ; [36 86],[10.925 27.075] ; [35.075 86.925],0
b2,1,0.742304,0.108112,[ 5 15] ; [17 42],[ 5.56962025 14.43037975] ; [16.43037975 42.56962025],0
b3,1,0.742304,0.108112,[ 5 15] ; [17 42],[ 5.56962025 14.43037975] ; [16.43037975 42.56962025],0
s2,1,0.767336,0.087534,[17 25] ; [53 70],[17.81818182 24.18181818] ; [52.18181818 70.81818182],0
u3,1,0.791065,0.070187,[11  6] ; [28 13],[11.43103448  5.56896552] ; [27.56896552 13.43103448],0
d5,1,0.796958,0.066196,[32 10] ; [92 32],[31.37349398 10.62650602] ; [92.62650602 31.37349398],0
p12,1,0.815814,0.054258,[ 2 39] ; [  5 119],[ 1.73939394 39.26060606] ; [  5.26060606 118.73939394],0
r2,1,0.88606,0.020533,[39  3] ; [115   8],[39.2  2.8] ; [114.8   8.2],0
a8,1,0.906142,0.013902,[ 2 39] ; [  6 106],[ 2.14379085 38.85620915] ; [  5.85620915 106.14379085],0
v3,1,0.910204,0.01272,[12 28] ; [34 83],[11.71974522 28.28025478] ; [34.28025478 82.71974522],0
a2,1,0.934965,0.006658,[ 7 35] ; [ 20 104],[ 6.8313253 35.1686747] ; [ 20.1686747 103.8313253],0
p6,1,0.974257,0.001041,[ 9 33] ; [26 94],[ 9.07407407 32.92592593] ; [25.92592593 94.07407407],0
a1,1,0.988809,0.000197,[ 1 41] ; [  3 121],[ 1.01204819 40.98795181] ; [  2.98795181 121.01204819],0
