Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6e-06,20.479451,[14 37] ; [189 119],[28.83844011 22.16155989] ; [174.16155989 133.83844011],1
p4,1,1.5e-05,18.751225,[21 29] ; [226  85],[34.21052632 15.78947368] ; [212.78947368  98.21052632],1
s1,1,0.001798,9.745061,[ 7 43] ; [ 11 296],[ 2.5210084 47.4789916] ; [ 15.4789916 291.5210084],0
p7,1,0.004746,7.973657,[25 23] ; [219  84],[33.36752137 14.63247863] ; [210.63247863  92.36752137],0
d4,1,0.005905,7.579212,[36 13] ; [274  37],[42.19444444  6.80555556] ; [267.80555556  43.19444444],0
p10,1,0.00755,7.137143,[39 12] ; [278  32],[44.78393352  6.21606648] ; [272.21606648  37.78393352],0
p9,1,0.013931,6.046829,[41 10] ; [282  26],[45.88579387  5.11420613] ; [277.11420613  30.88579387],0
p3,1,0.020521,5.36703,[20 30] ; [179 132],[27.56232687 22.43767313] ; [171.43767313 139.56232687],0
n6,1,0.034539,4.467801,[42  8] ; [288  22],[45.83333333  4.16666667] ; [284.16666667  25.83333333],0
n4,1,0.047364,3.932395,[42  9] ; [284  27],[45.9281768  5.0718232] ; [280.0718232  30.9281768],0
d3,1,0.065359,3.39588,[29 20] ; [225  87],[34.47645429 14.52354571] ; [219.52354571  92.47645429],0
b1,1,0.101178,2.686871,[27 24] ; [127 185],[21.63636364 29.36363636] ; [132.36363636 179.63636364],0
s5,1,0.1017,2.678676,[19 31] ; [150 147],[24.35158501 25.64841499] ; [144.64841499 152.35158501],0
d5,1,0.129827,2.294569,[37 12] ; [262  49],[40.69722222  8.30277778] ; [258.30277778  52.69722222],0
p11,1,0.144396,2.130478,[38 13] ; [259  53],[41.72727273  9.27272727] ; [255.27272727  56.72727273],0
a2,1,0.170973,1.874394,[10 41] ; [ 90 222],[14.04958678 36.95041322] ; [ 85.95041322 226.04958678],0
u3,1,0.178223,1.812381,[11  3] ; [38 26],[8.79487179 5.20512821] ; [40.20512821 23.79487179],0
a5,1,0.181441,1.785782,[35 16] ; [241  71],[38.7768595 12.2231405] ; [237.2231405  74.7768595],0
u4,1,0.197325,1.66206,[ 4 47] ; [ 12 300],[ 2.24793388 48.75206612] ; [ 13.75206612 298.24793388],0
p6,1,0.200775,1.636728,[19 31] ; [147 161],[23.18435754 26.81564246] ; [142.81564246 165.18435754],0
b3,1,0.228102,1.45266,[12 25] ; [ 84 111],[15.31034483 21.68965517] ; [ 80.68965517 114.31034483],0
b2,1,0.228102,1.45266,[12 25] ; [ 84 111],[15.31034483 21.68965517] ; [ 80.68965517 114.31034483],0
b4,1,0.232006,1.428519,[33 18] ; [174 138],[29.08264463 21.91735537] ; [177.91735537 134.08264463],0
d1,1,0.235318,1.408423,[30 21] ; [210 102],[33.71900826 17.28099174] ; [206.28099174 105.71900826],0
b5,1,0.237735,1.393972,[35 16] ; [187 125],[31.19008264 19.80991736] ; [190.80991736 121.19008264],0
a3,1,0.244583,1.353985,[37 14] ; [248  63],[40.1519337 10.8480663] ; [244.8480663  66.1519337],0
u2,1,0.250773,1.318994,[10  4] ; [35 29],[8.07692308 5.92307692] ; [36.92307692 27.07692308],0
r2,1,0.273695,1.198133,[48  3] ; [300   9],[49.3  1.7] ; [298.7  10.3],0
s7,1,0.278182,1.17595,[32 15] ; [228  74],[35.01432665 11.98567335] ; [224.98567335  77.01432665],0
p5,1,0.310865,1.026999,[ 5 43] ; [ 50 261],[ 7.35376045 40.64623955] ; [ 47.64623955 263.35376045],0
p1,1,0.330362,0.947477,[ 7 44] ; [ 29 282],[ 5.0718232 45.9281768] ; [ 30.9281768 280.0718232],0
v4,1,0.342755,0.900098,[48  3] ; [301  10],[49.16850829  1.83149171] ; [299.83149171  11.16850829],0
s6,1,0.479456,0.500101,[43  8] ; [268  37],[44.55337079  6.44662921] ; [266.44662921  38.55337079],0
a8,1,0.480013,0.498834,[ 7 42] ; [ 53 234],[ 8.75 40.25] ; [ 51.25 235.75],0
r1,1,0.489961,0.476613,[41 10] ; [262  49],[42.6878453  8.3121547] ; [260.3121547  50.6878453],0
r3,1,0.504767,0.4449,[48  3] ; [298  12],[48.88088643  2.11911357] ; [297.11911357  12.88088643],0
r4,1,0.546155,0.364251,[46  5] ; [289  23],[47.0661157  3.9338843] ; [287.9338843  24.0661157],0
s3,1,0.579678,0.306756,[43  7] ; [275  35],[44.16666667  5.83333333] ; [273.83333333  36.16666667],0
a6,1,0.581436,0.303918,[30 19] ; [203 108],[31.71388889 17.28611111] ; [201.28611111 109.71388889],0
u1,1,0.582834,0.301675,[10 41] ; [ 72 240],[11.52066116 39.47933884] ; [ 70.47933884 241.52066116],0
s8,1,0.652797,0.202392,[31 19] ; [203 108],[32.4099723 17.5900277] ; [201.5900277 109.4099723],0
a4,1,0.696928,0.151688,[24 27] ; [156 156],[25.2892562 25.7107438] ; [154.7107438 157.2892562],0
s4,1,0.713073,0.135227,[10 41] ; [ 67 239],[11. 40.] ; [ 66. 240.],0
