Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,117.521388,[283  53] ; [122 164],[218.77813505 117.22186495] ; [186.22186495  99.77813505],1
p8,1,0.0,41.835384,[228 104] ; [119 160],[188.54991817 143.45008183] ; [158.45008183 120.54991817],1
p7,1,0.0,31.219871,[257  76] ; [153 121],[224.92586491 108.07413509] ; [185.07413509  88.92586491],1
p5,1,0.0,29.717141,[ 69 264] ; [ 16 270],[ 45.726979 287.273021] ; [ 39.273021 246.726979],1
p6,1,1e-06,25.155749,[163 170] ; [ 82 200],[132.65853659 200.34146341] ; [112.34146341 169.65853659],1
s7,1,4.7e-05,16.553583,[192 123] ; [123 155],[167.32715008 147.67284992] ; [147.67284992 130.32715008],1
p10,1,0.000176,14.073871,[304  31] ; [227  56],[287.83980583  47.16019417] ; [243.16019417  39.83980583],1
n4,1,0.000245,13.448525,[314  22] ; [242  45],[299.86516854  36.13483146] ; [256.13483146  30.86516854],1
u1,1,0.000282,13.187407,[ 86 250] ; [ 40 248],[ 67.84615385 268.15384615] ; [ 58.15384615 229.84615385],1
v1,1,0.000317,12.966865,[218 110] ; [147 135],[196.26229508 131.73770492] ; [168.73770492 113.26229508],1
v3,1,0.000456,12.287424,[165 161] ; [100 175],[143.7437604 182.2562396] ; [121.2562396 153.7437604],1
s8,1,0.000586,11.82037,[183 150] ; [118 169],[161.66612903 171.33387097] ; [139.33387097 147.66612903],1
n6,1,0.000743,11.378805,[320  16] ; [252  35],[308.49438202  27.50561798] ; [263.50561798  23.49438202],1
p9,1,0.00103,10.772119,[308  26] ; [236  46],[294.96103896  39.03896104] ; [249.03896104  32.96103896],0
v2,1,0.001173,10.532879,[209 118] ; [137 133],[189.51758794 137.48241206] ; [156.48241206 113.51758794],0
s5,1,0.002714,8.990487,[137 186] ; [ 85 193],[119.31114809 203.68885191] ; [102.68885191 175.31114809],0
p12,1,0.00645,7.420187,[ 41 292] ; [ 17 270],[ 31.1516129 301.8483871] ; [ 26.8483871 260.1516129],0
p2,1,0.006627,7.371279,[298  37] ; [234  54],[286.06741573  48.93258427] ; [245.93258427  42.06741573],0
a3,1,0.009495,6.727246,[260  74] ; [197  90],[245.79388084  88.20611916] ; [211.20611916  75.79388084],0
d5,1,0.009778,6.674812,[289  46] ; [225  62],[276.83279743  58.16720257] ; [237.16720257  49.83279743],0
d1,1,0.011351,6.409466,[220 116] ; [160 128],[204.61538462 131.38461538] ; [175.38461538 112.61538462],0
p1,1,0.012995,6.169766,[ 39 296] ; [ 17 270],[ 30.1607717 304.8392283] ; [ 25.8392283 261.1607717],0
d2,1,0.024216,5.079108,[185 150] ; [132 154],[171.00644122 163.99355878] ; [145.99355878 140.00644122],0
p11,1,0.031087,4.648178,[287  49] ; [227  61],[276.76923077  59.23076923] ; [237.23076923  50.76923077],0
a1,1,0.031119,4.646371,[ 20 316] ; [  7 281],[ 14.53846154 321.46153846] ; [ 12.46153846 275.53846154],0
b5,1,0.048783,3.88281,[191 145] ; [186 102],[203. 133.] ; [174. 114.],0
a5,1,0.082099,3.022859,[265  71] ; [210  78],[255.76923077  80.23076923] ; [219.23076923  68.76923077],0
b2,1,0.092811,2.824927,[ 96 122] ; [ 59 107],[ 87.99479167 130.00520833] ; [67.00520833 98.99479167],0
b3,1,0.092811,2.824927,[ 96 122] ; [ 59 107],[ 87.99479167 130.00520833] ; [67.00520833 98.99479167],0
b1,1,0.13169,2.272469,[140 196] ; [103 185],[130.84615385 205.15384615] ; [112.15384615 175.84615385],0
a4,1,0.132931,2.257942,[169 166] ; [127 159],[159.67793881 175.32206119] ; [136.32206119 149.67793881],0
v4,1,0.148294,2.089709,[332   4] ; [279   8],[329.52808989   6.47191011] ; [281.47191011   5.52808989],0
a2,1,0.229283,1.445302,[ 96 240] ; [ 70 218],[ 89.38461538 246.61538462] ; [ 76.61538462 211.38461538],0
s6,1,0.251837,1.313083,[242  84] ; [199  85],[235.68196721  90.31803279] ; [205.31803279  78.68196721],0
s2,1,0.274775,1.192751,[187 146] ; [147 137],[180.26256078 152.73743922] ; [153.73743922 130.26256078],0
u4,1,0.408307,0.683726,[ 12 324] ; [  7 281],[ 10.23076923 325.76923077] ; [  8.76923077 279.23076923],0
a8,1,0.425814,0.634214,[ 47 253] ; [ 48 216],[ 50.53191489 249.46808511] ; [ 44.46808511 219.53191489],0
r1,1,0.429048,0.6254,[292  43] ; [243  43],[288.60708535  46.39291465] ; [246.39291465  39.60708535],0
n1,1,0.460225,0.545348,[23 23] ; [31 41],[21.05084746 24.94915254] ; [32.94915254 39.05084746],0
b4,1,0.484041,0.489746,[189 147] ; [170 118],[193.30769231 142.69230769] ; [165.69230769 122.30769231],0
s3,1,0.485523,0.486433,[203 131] ; [163 118],[198.77073171 135.22926829] ; [167.22926829 113.77073171],0
s1,1,0.51633,0.421218,[  9 325] ; [ 10 267],[ 10.38625205 323.61374795] ; [  8.61374795 268.38625205],0
r2,1,0.568951,0.324441,[329   6] ; [279   7],[327.98711755   7.01288245] ; [280.01288245   5.98711755],0
n2,1,0.585125,0.298023,[35 11] ; [61 15],[36.19672131  9.80327869] ; [59.80327869 16.19672131],0
a7,1,0.611562,0.257907,[248  87] ; [208  80],[245.20064205  89.79935795] ; [210.79935795  77.20064205],0
d4,1,0.62173,0.243444,[278  57] ; [233  53],[275.66022544  59.33977456] ; [235.33977456  50.66022544],0
n3,1,0.624306,0.239862,[36 10] ; [55 19],[34.88333333 11.11666667] ; [56.11666667 17.88333333],0
u3,1,0.680191,0.16991,[45 31] ; [51 40],[43.68862275 32.31137725] ; [52.31137725 38.68862275],0
a6,1,0.693005,0.155852,[236  99] ; [198  89],[233.74598071 101.25401929] ; [200.25401929  86.74598071],0
s4,1,0.704505,0.143828,[ 54 277] ; [ 43 240],[ 52.29153094 278.70846906] ; [ 44.70846906 238.29153094],0
r3,1,0.803102,0.062168,[327   8] ; [281   6],[327.45980707   7.54019293] ; [280.54019293   6.45980707],0
u2,1,0.9159,0.011151,[42 34] ; [49 41],[41.6626506 34.3373494] ; [49.3373494 40.6626506],0
d3,1,0.959671,0.002557,[230 106] ; [197  90],[230.29213483 105.70786517] ; [196.70786517  90.29213483],0
