Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,148.039805,[22 69] ; [245  29],[66.56712329 24.43287671] ; [200.43287671  73.56712329],1
s6,1,0.0,55.479694,[53 38] ; [248  22],[75.87534626 15.12465374] ; [225.12465374  44.87534626],1
r2,1,0.000125,14.722585,[79 10] ; [265   5],[85.28133705  3.71866295] ; [258.71866295  11.28133705],1
s5,1,0.001411,10.19135,[28 62] ; [130 127],[40.97982709 49.02017291] ; [117.02017291 139.97982709],0
s8,1,0.004551,8.049709,[52 38] ; [201  72],[62.72727273 27.27272727] ; [190.27272727  82.72727273],0
n5,1,0.025144,5.013952,[65 26] ; [224  48],[72.44903581 18.55096419] ; [216.55096419  55.44903581],0
v4,1,0.027593,4.853333,[84  7] ; [266   7],[87.5  3.5] ; [262.5  10.5],0
r1,1,0.03044,4.684243,[70 21] ; [237  37],[76.53972603 14.46027397] ; [230.46027397  43.53972603],0
n1,1,0.031005,4.652684,[ 7 16] ; [32 24],[11.35443038 11.64556962] ; [27.64556962 28.35443038],0
s4,1,0.035006,4.444898,[12 78] ; [ 65 208],[19.09090909 70.90909091] ; [ 57.90909091 215.09090909],0
n2,1,0.044452,4.039313,[14  9] ; [46 10],[17.46835443  5.53164557] ; [42.53164557 13.46835443],0
d1,1,0.065151,3.401147,[59 32] ; [205  69],[65.81917808 25.18082192] ; [198.18082192  75.81917808],0
p7,1,0.090654,2.862714,[56 34] ; [188  74],[62.38636364 27.61363636] ; [181.61363636  80.38636364],0
p8,1,0.097906,2.739333,[43 46] ; [157 112],[49.72067039 39.27932961] ; [150.27932961 118.72067039],0
b1,1,0.100935,2.690708,[30 61] ; [117 157],[36.64931507 54.35068493] ; [110.35068493 163.64931507],0
r4,1,0.10244,2.667142,[78 13] ; [251  23],[82.02465753  8.97534247] ; [246.97534247  27.02465753],0
n4,1,0.136674,2.21501,[72 19] ; [234  39],[76.5 14.5] ; [229.5  43.5],0
p9,1,0.148443,2.088178,[76 13] ; [247  25],[79.63157895  9.36842105] ; [243.36842105  28.63157895],0
u2,1,0.151839,2.053676,[11  8] ; [29  9],[13.33333333  5.66666667] ; [26.66666667 11.33333333],0
v3,1,0.171913,1.866182,[47 42] ; [116 145],[41.44857143 47.55142857] ; [121.55142857 139.44857143],0
a3,1,0.196298,1.669704,[72 18] ; [234  39],[75.8677686 14.1322314] ; [230.1322314  42.8677686],0
d2,1,0.21031,1.569291,[48 43] ; [165 109],[53.10410959 37.89589041] ; [159.89589041 114.10410959],0
a4,1,0.225984,1.465959,[42 48] ; [148 126],[46.97802198 43.02197802] ; [143.02197802 130.97802198],0
s1,1,0.241917,1.36939,[ 2 88] ; [ 14 258],[ 3.97790055 86.02209945] ; [ 12.02209945 259.97790055],0
