Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,79.374521,[107  35] ; [21 90],[71.84189723 70.15810277] ; [56.15810277 54.84189723],1
d4,1,0.0,74.143047,[139   2] ; [60 51],[111.3452381  29.6547619] ; [87.6547619 23.3452381],1
d5,1,0.0,66.174244,[138   4] ; [61 50],[111.6916996  30.3083004] ; [87.3083004 23.6916996],1
d3,1,0.0,55.235339,[122  20] ; [46 65],[94.29249012 47.70750988] ; [73.70750988 37.29249012],1
a2,1,0.0,38.505096,[58 85] ; [  7 104],[ 36.59448819 106.40551181] ; [28.40551181 82.59448819],1
a4,1,0.0,37.695878,[92 51] ; [28 82],[67.82608696 75.17391304] ; [52.17391304 57.82608696],1
u1,1,0.0,34.846527,[46 97] ; [  3 108],[ 27.58661417 115.41338583] ; [21.41338583 89.58661417],1
a5,1,7e-06,20.272181,[115  28] ; [60 51],[98.52362205 44.47637795] ; [76.47637795 34.52362205],1
s7,1,0.00088,11.064509,[90 46] ; [46 57],[77.38912134 58.61087866] ; [58.61087866 44.38912134],1
a3,1,0.000977,10.870017,[113  30] ; [66 44],[101.17391304  41.82608696] ; [77.82608696 32.17391304],1
a6,1,0.001771,9.772683,[107  35] ; [63 48],[95.41501976 46.58498024] ; [74.58498024 36.41501976],0
s2,1,0.003586,8.48252,[119  24] ; [75 36],[109.22047244  33.77952756] ; [84.77952756 26.22047244],0
s8,1,0.003744,8.403881,[79 64] ; [41 70],[67.55905512 75.44094488] ; [52.44094488 58.55905512],0
s6,1,0.004814,7.948105,[117  23] ; [76 35],[107.64940239  32.35059761] ; [85.35059761 25.64940239],0
v2,1,0.004867,7.928372,[76 55] ; [42 64],[65.22362869 65.77637131] ; [52.77637131 53.22362869],0
a7,1,0.006256,7.47508,[108  35] ; [66 45],[97.96062992 45.03937008] ; [76.03937008 34.96062992],0
n2,1,0.011792,6.341941,[31 16] ; [29  3],[35.69620253 11.30379747] ; [24.30379747  7.69620253],0
u2,1,0.013227,6.138435,[23  7] ; [20 22],[17.91666667 12.08333333] ; [25.08333333 16.91666667],0
p9,1,0.015718,5.834161,[121  20] ; [81 29],[113.47410359  27.52589641] ; [88.52589641 21.47410359],0
