Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.204661,[62  7] ; [13 20],[50.73529412 18.26470588] ; [24.26470588  8.73529412],1
p1,1,0.46283,0.539043,[ 7 62] ; [ 5 28],[ 8.11764706 60.88235294] ; [ 3.88235294 29.11764706],0
s7,1,0.54333,0.369403,[46 21] ; [20 12],[44.66666667 22.33333333] ; [21.33333333 10.66666667],0
v2,1,0.560361,0.33908,[35 33] ; [14 17],[33.65656566 34.34343434] ; [15.34343434 15.65656566],0
b4,1,0.608632,0.262172,[36 33] ; [19 14],[37.20588235 31.79411765] ; [17.79411765 15.20588235],0
s3,1,0.65533,0.199246,[51 18] ; [23 10],[50.05882353 18.94117647] ; [23.94117647  9.05882353],0
s6,1,0.673876,0.177102,[58  8] ; [28  5],[57.33333333  8.66666667] ; [28.66666667  4.33333333],0
n1,1,0.68017,0.169935,[4 9] ; [5 8],[4.5 8.5] ; [4.5 8.5],0
r3,1,0.720129,0.128369,[65  3] ; [31  2],[64.63366337  3.36633663] ; [31.36633663  1.63366337],0
d5,1,0.72566,0.123134,[58 11] ; [26  6],[57.38613861 11.61386139] ; [26.61386139  5.38613861],0
p6,1,0.743824,0.106794,[40 29] ; [18 15],[39.23529412 29.76470588] ; [18.76470588 14.23529412],0
v3,1,0.87821,0.023482,[23 45] ; [10 21],[22.66666667 45.33333333] ; [10.33333333 20.66666667],0
p2,1,0.938398,0.005973,[61  8] ; [29  4],[60.88235294  8.11764706] ; [29.11764706  3.88235294],0
b2,1,0.945481,0.004676,[ 9 33] ; [ 4 14],[ 9.1 32.9] ; [ 3.9 14.1],0
b3,1,0.945481,0.004676,[ 9 33] ; [ 4 14],[ 9.1 32.9] ; [ 3.9 14.1],0
d4,1,0.951725,0.003665,[54 15] ; [26  7],[54.11764706 14.88235294] ; [25.88235294  7.11764706],0
b1,1,0.969833,0.00143,[29 40] ; [14 19],[29.08823529 39.91176471] ; [13.91176471 19.08823529],0
a5,1,0.989202,0.000183,[48 21] ; [23 10],[48.02941176 20.97058824] ; [22.97058824 10.02941176],0
n3,1,1.0,0.0,[11  2] ; [11  2],[11.  2.] ; [11.  2.],0
