Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.513785,[29 35] ; [ 5 60],[16.86821705 47.13178295] ; [17.13178295 47.86821705],1
n6,1,0.510099,0.433864,[47 17] ; [45 21],[45.29230769 18.70769231] ; [46.70769231 19.29230769],0
r2,1,0.523459,0.407073,[55  9] ; [54 12],[53.66153846 10.33846154] ; [55.33846154 10.66153846],0
a8,1,0.526691,0.400772,[ 4 56] ; [ 6 55],[ 4.95867769 55.04132231] ; [ 5.04132231 55.95867769],0
s4,1,0.562627,0.335176,[13 50] ; [11 55],[11.72093023 51.27906977] ; [12.27906977 53.72093023],0
b5,1,0.583432,0.30072,[37 27] ; [35 31],[35.44615385 28.55384615] ; [36.55384615 29.44615385],0
s5,1,0.58581,0.296935,[10 53] ; [ 8 56],[ 8.92913386 54.07086614] ; [ 9.07086614 54.92913386],0
n1,1,0.603364,0.269952,[ 5 12] ; [10 17],[ 5.79545455 11.20454545] ; [ 9.20454545 17.79545455],0
p12,1,0.666855,0.185303,[ 4 60] ; [ 3 63],[ 3.44615385 60.55384615] ; [ 3.55384615 62.44615385],0
a2,1,0.694029,0.154759,[ 5 59] ; [ 4 62],[ 4.43076923 59.56923077] ; [ 4.56923077 61.43076923],0
s6,1,0.694031,0.154757,[25 37] ; [24 41],[23.92125984 38.07874016] ; [25.07874016 39.92125984],0
n2,1,0.694469,0.15429,[11  6] ; [19  8],[11.59090909  5.40909091] ; [18.40909091  8.59090909],0
n4,1,0.758202,0.094767,[43 21] ; [46 20],[43.81538462 20.18461538] ; [45.18461538 20.81538462],0
d2,1,0.759564,0.093669,[14 50] ; [13 53],[13.29230769 50.70769231] ; [13.70769231 52.29230769],0
u3,1,0.837882,0.041862,[15 23] ; [13 22],[14.57534247 23.42465753] ; [13.42465753 21.57534247],0
v1,1,0.838833,0.041366,[24 39] ; [24 42],[23.44186047 39.55813953] ; [24.55813953 41.44186047],0
a6,1,0.845031,0.038205,[36 28] ; [36 30],[35.44615385 28.55384615] ; [36.55384615 29.44615385],0
b4,1,0.858603,0.031738,[33 31] ; [33 33],[32.49230769 31.50769231] ; [33.50769231 32.49230769],0
a5,1,0.870976,0.02638,[30 34] ; [30 36],[29.53846154 34.46153846] ; [30.46153846 35.53846154],0
p9,1,0.901294,0.015383,[42 22] ; [42 21],[42.33070866 21.66929134] ; [41.66929134 21.33070866],0
d1,1,0.975064,0.000977,[ 2 62] ; [ 2 64],[ 1.96923077 62.03076923] ; [ 2.03076923 63.96923077],0
