Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,38.189451,[30 49] ; [139  40],[51.74806202 27.25193798] ; [117.25193798  61.74806202],1
s2,1,0.0,25.481524,[47 32] ; [158  23],[62.28846154 16.71153846] ; [142.71153846  38.28846154],1
a3,1,4e-06,21.205375,[44 35] ; [149  31],[58.86872587 20.13127413] ; [134.13127413  45.86872587],1
s6,1,0.000107,15.000946,[57 19] ; [164  13],[66.38735178  9.61264822] ; [154.61264822  22.38735178],1
n4,1,0.000127,14.678586,[53 26] ; [158  23],[64.11153846 14.88846154] ; [146.88846154  34.11153846],1
p5,1,0.001089,10.669093,[ 6 72] ; [ 46 135],[15.66023166 62.33976834] ; [ 36.33976834 144.66023166],0
n5,1,0.002249,9.334547,[56 23] ; [157  24],[64.71923077 14.28076923] ; [148.28076923  32.71923077],0
n6,1,0.003576,8.487227,[62 16] ; [165  14],[68.89494163  9.10505837] ; [158.10505837  20.89494163],0
v4,1,0.005097,7.844523,[72  6] ; [178   2],[75.58139535  2.41860465] ; [174.41860465   5.58139535],0
s5,1,0.005684,7.647771,[26 49] ; [92 79],[35.97560976 39.02439024] ; [82.02439024 88.97560976],0
p1,1,0.006589,7.381614,[ 3 74] ; [ 29 151],[ 9.58754864 67.41245136] ; [ 22.41245136 157.58754864],0
u2,1,0.018398,5.557818,[14 21] ; [22 10],[18.80597015 16.19402985] ; [17.19402985 14.80597015],0
u3,1,0.022589,5.199808,[15 19] ; [23  9],[19.57575758 14.42424242] ; [18.42424242 13.57575758],0
p4,1,0.033397,4.525336,[52 27] ; [141  39],[58.86872587 20.13127413] ; [134.13127413  45.86872587],0
a7,1,0.043325,4.082692,[63 15] ; [124  57],[56.31660232 21.68339768] ; [130.68339768  50.31660232],0
b5,1,0.046445,3.965393,[49 30] ; [88 93],[41.62692308 37.37307692] ; [95.37307692 85.62692308],0
a4,1,0.051711,3.785098,[26 53] ; [83 98],[33.11923077 45.88076923] ; [ 75.88076923 105.11923077],0
r1,1,0.051793,3.782439,[62 17] ; [159  22],[67.15 11.85] ; [153.85  27.15],0
v1,1,0.05515,3.677548,[38 38] ; [112  66],[44.88188976 31.11811024] ; [105.11811024  72.88188976],0
p9,1,0.066865,3.358345,[65 13] ; [165  16],[69.26640927  8.73359073] ; [160.73359073  20.26640927],0
