Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6.3e-05,16.022596,[13 27] ; [47 18],[22.85714286 17.14285714] ; [37.14285714 27.85714286],1
v4,1,0.000238,13.508315,[27 12] ; [62  3],[33.375  5.625] ; [55.625  9.375],1
u1,1,0.004032,8.269344,[ 2 38] ; [18 47],[ 7.61904762 32.38095238] ; [12.38095238 52.61904762],0
r4,1,0.005062,7.857238,[25 15] ; [56  9],[30.85714286  9.14285714] ; [50.14285714 14.85714286],0
b5,1,0.005151,7.825804,[14 26] ; [41 24],[20.95238095 19.04761905] ; [34.04761905 30.95238095],0
n4,1,0.013197,6.1425,[23 17] ; [52 13],[28.57142857 11.42857143] ; [46.42857143 18.57142857],0
p11,1,0.01954,5.452509,[14 26] ; [38 27],[19.80952381 20.19047619] ; [32.19047619 32.80952381],0
r2,1,0.022587,5.2,[33  6] ; [63  2],[36.  3.] ; [60.  5.],0
s8,1,0.025003,5.023665,[ 4 36] ; [18 45],[ 8.54368932 31.45631068] ; [13.45631068 49.54368932],0
d1,1,0.032889,4.551545,[18 22] ; [43 22],[23.23809524 16.76190476] ; [37.76190476 27.23809524],0
n2,1,0.040828,4.183131,[8 9] ; [18  5],[11.05  5.95] ; [14.95  8.05],0
s5,1,0.042313,4.12263,[ 4 35] ; [17 46],[ 8.02941176 30.97058824] ; [12.97058824 50.02941176],0
s6,1,0.047922,3.912726,[13 27] ; [33 30],[17.86407767 22.13592233] ; [28.13592233 34.86407767],0
r3,1,0.054555,3.695624,[30 10] ; [58  7],[33.52380952  6.47619048] ; [54.47619048 10.52380952],0
p8,1,0.055381,3.670588,[ 9 30] ; [27 38],[13.5 25.5] ; [22.5 42.5],0
p10,1,0.05655,3.635779,[ 6 34] ; [20 43],[10.09708738 29.90291262] ; [15.90291262 47.09708738],0
p2,1,0.06983,3.287016,[18 22] ; [41 24],[22.47619048 17.52380952] ; [36.52380952 28.47619048],0
p7,1,0.073399,3.205321,[12 28] ; [31 34],[16.38095238 23.61904762] ; [26.61904762 38.38095238],0
s7,1,0.080192,3.061003,[ 7 28] ; [23 39],[10.82474227 24.17525773] ; [19.17525773 42.82474227],0
s2,1,0.125198,2.351057,[10 30] ; [25 38],[13.59223301 26.40776699] ; [21.40776699 41.59223301],0
v1,1,0.125475,2.347619,[13 27] ; [31 34],[16.76190476 23.23809524] ; [27.23809524 37.76190476],0
p6,1,0.134487,2.239927,[ 3 35] ; [12 52],[ 5.58823529 32.41176471] ; [ 9.41176471 54.58823529],0
p4,1,0.178425,1.810697,[14 26] ; [31 33],[17.30769231 22.69230769] ; [27.69230769 36.30769231],0
n3,1,0.190631,1.712736,[7 8] ; [15  7],[8.91891892 6.08108108] ; [13.08108108  8.91891892],0
r1,1,0.195917,1.672556,[29 11] ; [54 11],[31.61904762  8.38095238] ; [51.38095238 13.61904762],0
a3,1,0.253619,1.303258,[31  8] ; [45 20],[28.5 10.5] ; [47.5 17.5],0
u3,1,0.280038,1.166905,[6 3] ; [ 9 11],[4.65517241 4.34482759] ; [10.34482759  9.65517241],0
d4,1,0.314995,1.009615,[30 10] ; [54 11],[32.  8.] ; [52. 13.],0
n1,1,0.315041,1.009425,[ 5 10] ; [11 11],[6.48648649 8.51351351] ; [ 9.51351351 12.48648649],0
b1,1,0.411981,0.673077,[22 18] ; [41 24],[24. 16.] ; [39. 26.],0
p1,1,0.447185,0.577778,[ 2 37] ; [ 6 59],[ 3. 36.] ; [ 5. 60.],0
d2,1,0.448233,0.575115,[22 18] ; [40 24],[23.84615385 16.15384615] ; [38.15384615 25.84615385],0
b4,1,0.450756,0.56875,[21 19] ; [39 26],[22.85714286 17.14285714] ; [37.14285714 27.85714286],0
s1,1,0.461203,0.542974,[ 4 35] ; [ 4 60],[ 3.02912621 35.97087379] ; [ 4.97087379 59.02912621],0
d3,1,0.477395,0.504808,[25 15] ; [45 20],[26.66666667 13.33333333] ; [43.33333333 21.66666667],0
s3,1,0.489221,0.478239,[20 20] ; [28 37],[18.28571429 21.71428571] ; [29.71428571 35.28571429],0
a8,1,0.521333,0.411255,[ 2 36] ; [ 5 52],[ 2.8 35.2] ; [ 4.2 52.8],0
s4,1,0.523255,0.407473,[ 4 36] ; [ 9 54],[ 5.04854369 34.95145631] ; [ 7.95145631 55.04854369],0
a2,1,0.52511,0.403846,[10 30] ; [20 45],[11.42857143 28.57142857] ; [18.57142857 46.42857143],0
a4,1,0.547501,0.361812,[24 16] ; [34 29],[22.52427184 17.47572816] ; [35.47572816 27.52427184],0
a1,1,0.681655,0.168269,[ 4 36] ; [ 5 60],[ 3.42857143 36.57142857] ; [ 5.57142857 59.42857143],0
v3,1,0.684195,0.165441,[11 27] ; [21 43],[11.92156863 26.07843137] ; [20.07843137 43.92156863],0
a6,1,0.723774,0.124905,[27 13] ; [46 19],[27.80952381 12.19047619] ; [45.19047619 19.80952381],0
b2,1,0.803612,0.061839,[ 8 17] ; [14 26],[ 8.46153846 16.53846154] ; [13.53846154 26.46153846],0
b3,1,0.803612,0.061839,[ 8 17] ; [14 26],[ 8.46153846 16.53846154] ; [13.53846154 26.46153846],0
p3,1,0.82604,0.048304,[13 26] ; [20 44],[12.49514563 26.50485437] ; [20.50485437 43.49514563],0
d5,1,0.845425,0.038009,[32  8] ; [53 12],[32.38095238  7.61904762] ; [52.61904762 12.38095238],0
v2,1,0.900386,0.015669,[17 23] ; [28 36],[17.30769231 22.69230769] ; [27.69230769 36.30769231],0
a7,1,0.90372,0.014632,[26 14] ; [43 22],[26.28571429 13.71428571] ; [42.71428571 22.28571429],0
u2,1,0.907008,0.013645,[4 5] ; [ 8 11],[3.85714286 5.14285714] ; [ 8.14285714 10.85714286],0
