Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000736,11.395692,[ 4 10] ; [20  4],[8.84210526 5.15789474] ; [15.15789474  8.84210526],1
p12,1,0.603713,0.269433,[ 1 13] ; [ 3 21],[ 1.47368421 12.52631579] ; [ 2.52631579 21.47368421],0
a1,1,0.603713,0.269433,[ 1 13] ; [ 3 21],[ 1.47368421 12.52631579] ; [ 2.52631579 21.47368421],0
p5,1,0.652998,0.202142,[ 1 12] ; [ 3 21],[ 1.40540541 11.59459459] ; [ 2.59459459 21.40540541],0
s1,1,0.691862,0.157077,[ 1 13] ; [ 1 23],[ 0.73684211 13.26315789] ; [ 1.26315789 22.73684211],0
r1,1,0.717269,0.131125,[5 9] ; [10 14],[5.52631579 8.47368421] ; [ 9.47368421 14.52631579],0
b5,1,0.7445,0.106211,[8 6] ; [15  9],[8.47368421 5.52631579] ; [14.52631579  9.47368421],0
p6,1,0.748737,0.102595,[ 3 11] ; [ 6 17],[ 3.40540541 10.59459459] ; [ 5.59459459 17.40540541],0
s8,1,0.809423,0.058163,[ 4 10] ; [ 6 18],[ 3.68421053 10.31578947] ; [ 6.31578947 17.68421053],0
n5,1,0.858733,0.031679,[8 6] ; [13 11],[7.73684211 6.26315789] ; [13.26315789 10.73684211],0
s3,1,0.896441,0.016941,[ 3 10] ; [ 6 18],[3.16216216 9.83783784] ; [ 5.83783784 18.16216216],0
v3,1,0.96537,0.001885,[ 3 11] ; [ 5 19],[ 2.94736842 11.05263158] ; [ 5.05263158 18.94736842],0
b1,1,1.0,0.0,[7 7] ; [12 12],[7. 7.] ; [12. 12.],0
