Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,67.861544,[87  2] ; [ 9 22],[71.2 17.8] ; [24.8  6.2],1
r1,1,0.0,41.431275,[81  8] ; [11 21],[67.66942149 21.33057851] ; [24.33057851  7.66942149],1
v4,1,0.0,35.278715,[83  5] ; [15 17],[71.86666667 16.13333333] ; [26.13333333  5.86666667],1
r2,1,0.0,30.806292,[87  2] ; [18 12],[78.52941176 10.47058824] ; [26.47058824  3.52941176],1
p11,1,6e-06,20.354173,[58 31] ; [ 6 26],[47.07438017 41.92561983] ; [16.92561983 15.07438017],1
a7,1,0.000187,13.959915,[65 24] ; [11 20],[56.36666667 32.63333333] ; [19.63333333 11.36666667],1
p2,1,0.000734,11.400988,[61 28] ; [11 21],[52.95867769 36.04132231] ; [19.04132231 12.95867769],1
p4,1,0.00088,11.06342,[41 47] ; [ 4 27],[33.27731092 54.72268908] ; [11.72268908 19.27731092],1
s8,1,0.001167,10.542216,[28 60] ; [ 1 31],[21.26666667 66.73333333] ; [ 7.73333333 24.26666667],0
a5,1,0.002465,9.166544,[63 26] ; [13 19],[55.90082645 33.09917355] ; [20.09917355 11.90082645],0
n3,1,0.005122,7.83584,[15  4] ; [ 6 12],[10.78378378  8.21621622] ; [10.21621622  7.78378378],0
u3,1,0.005536,7.695298,[20 16] ; [ 2 13],[15.52941176 20.47058824] ; [6.47058824 8.52941176],0
n6,1,0.00626,7.474027,[69 20] ; [16 15],[63.04166667 25.95833333] ; [21.95833333  9.04166667],0
s6,1,0.007916,7.052342,[46 42] ; [ 8 24],[39.6 48.4] ; [14.4 17.6],0
p7,1,0.0094,6.745269,[43 44] ; [ 7 24],[36.86440678 50.13559322] ; [13.13559322 17.86440678],0
v1,1,0.02166,5.272864,[40 49] ; [ 7 25],[34.57024793 54.42975207] ; [12.42975207 19.57024793],0
s3,1,0.025623,4.981251,[46 42] ; [ 9 22],[40.67226891 47.32773109] ; [14.32773109 16.67226891],0
p10,1,0.031773,4.610729,[28 59] ; [ 4 28],[23.39495798 63.60504202] ; [ 8.60504202 23.39495798],0
p6,1,0.032803,4.556028,[21 66] ; [ 2 29],[16.95762712 70.04237288] ; [ 6.04237288 24.95762712],0
v3,1,0.034685,4.460619,[37 49] ; [ 7 25],[32.06779661 53.93220339] ; [11.93220339 20.06779661],0
p8,1,0.053009,3.743634,[30 59] ; [ 5 27],[25.74380165 63.25619835] ; [ 9.25619835 22.74380165],0
a6,1,0.053263,3.735649,[59 30] ; [15 17],[54.42975207 34.57024793] ; [19.57024793 12.42975207],0
d5,1,0.06605,3.378553,[68 21] ; [19 13],[63.99173554 25.00826446] ; [23.00826446  8.99173554],0
a1,1,0.077864,3.108938,[ 5 84] ; [ 5 27],[ 7.3553719 81.6446281] ; [ 2.6446281 29.3553719],0
s2,1,0.079912,3.066693,[34 53] ; [ 7 25],[29.97478992 57.02521008] ; [11.02521008 20.97478992],0
n2,1,0.089176,2.889184,[16  5] ; [9 9],[13.46153846  7.53846154] ; [11.53846154  6.46153846],0
d4,1,0.092208,2.835396,[66 23] ; [18 13],[62.3 26.7] ; [21.7  9.3],0
s7,1,0.092864,2.824012,[31 51] ; [ 6 23],[27.33333333 54.66666667] ; [ 9.66666667 19.33333333],0
p3,1,0.10835,2.578125,[33 55] ; [ 7 25],[29.33333333 58.66666667] ; [10.66666667 21.33333333],0
u1,1,0.109849,2.556399,[16 73] ; [ 2 30],[13.23966942 75.76033058] ; [ 4.76033058 27.23966942],0
d3,1,0.163669,1.939998,[57 32] ; [16 16],[53.69421488 35.30578512] ; [19.30578512 12.69421488],0
a8,1,0.165634,1.922022,[10 70] ; [ 1 28],[ 8.0733945 71.9266055] ; [ 2.9266055 26.0733945],0
s4,1,0.229704,1.442696,[ 9 77] ; [ 6 26],[10.93220339 75.06779661] ; [ 4.06779661 27.93220339],0
b2,1,0.242444,1.366324,[17 40] ; [10 13],[19.2375 37.7625] ; [ 7.7625 15.2375],0
b3,1,0.242444,1.366324,[17 40] ; [10 13],[19.2375 37.7625] ; [ 7.7625 15.2375],0
b5,1,0.259567,1.271068,[52 37] ; [15 17],[49.28099174 39.71900826] ; [17.71900826 14.28099174],0
a2,1,0.273923,1.196996,[19 70] ; [ 4 28],[16.91735537 72.08264463] ; [ 6.08264463 25.91735537],0
v2,1,0.360556,0.835955,[38 49] ; [11 21],[35.82352941 51.17647059] ; [13.17647059 18.82352941],0
n1,1,0.401812,0.702898,[10  9] ; [ 7 11],[ 8.72972973 10.27027027] ; [8.27027027 9.72972973],0
p12,1,0.451751,0.566256,[ 1 87] ; [ 1 31],[ 1.46666667 86.53333333] ; [ 0.53333333 31.46666667],0
p5,1,0.452321,0.564829,[ 6 83] ; [ 1 31],[ 5.14876033 83.85123967] ; [ 1.85123967 30.14876033],0
