Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,67.861544,[87  2] ; [ 9 22],[71.2 17.8] ; [24.8  6.2],1
b1,1,0.457007,0.553215,[54 35] ; [17 15],[52.2231405 36.7768595] ; [18.7768595 13.2231405],0
s1,1,0.483468,0.491029,[ 5 82] ; [ 3 29],[ 5.8487395 81.1512605] ; [ 2.1512605 29.8487395],0
p1,1,0.581989,0.30303,[ 8 80] ; [ 4 28],[ 8.8 79.2] ; [ 3.2 28.8],0
s5,1,0.625671,0.237978,[17 70] ; [ 5 27],[16.08403361 70.91596639] ; [ 5.91596639 26.08403361],0
a3,1,0.646756,0.210014,[53 36] ; [17 14],[51.91666667 37.08333333] ; [18.08333333 12.91666667],0
u2,1,0.71729,0.131104,[17 18] ; [6 8],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
n5,1,0.736423,0.113296,[64 25] ; [24  8],[64.72727273 24.27272727] ; [23.27272727  8.72727273],0
b4,1,0.80943,0.058159,[55 34] ; [19 13],[54.42975207 34.57024793] ; [19.57024793 12.42975207],0
d1,1,0.821361,0.050983,[41 48] ; [14 18],[40.45454545 48.54545455] ; [14.54545455 17.45454545],0
d2,1,0.873104,0.02551,[43 46] ; [15 15],[43.37815126 45.62184874] ; [14.62184874 15.37815126],0
a4,1,0.994249,5.2e-05,[34 54] ; [12 19],[34.01680672 53.98319328] ; [11.98319328 19.01680672],0
