Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,83.34065,[ 34 113] ; [194  85],[78.67605634 68.32394366] ; [149.32394366 129.67605634],1
p6,1,0.0,36.07368,[ 34 111] ; [149 127],[63.02850356 81.97149644] ; [119.97149644 156.02850356],1
p8,1,1e-06,24.243151,[53 91] ; [173 106],[76.93617021 67.06382979] ; [149.06382979 129.93617021],1
d1,1,2e-06,22.761784,[73 74] ; [204  76],[95.36065574 51.63934426] ; [181.63934426  98.36065574],1
p5,1,4e-06,21.508151,[  4 142] ; [ 52 224],[ 19.37440758 126.62559242] ; [ 36.62559242 239.37440758],1
p2,1,4e-06,21.17068,[107  40] ; [251  28],[123.53521127  23.46478873] ; [234.46478873  44.53521127],1
d3,1,1.2e-05,19.203821,[84 61] ; [219  61],[103.37647059  41.62352941] ; [199.62352941  80.37647059],1
p7,1,3.8e-05,16.962443,[73 64] ; [203  73],[91.55447942 45.44552058] ; [184.44552058  91.55447942],1
n4,1,0.00013,14.637664,[101  45] ; [237  42],[116.11294118  29.88705882] ; [221.88705882  57.11294118],1
n5,1,0.000242,13.469377,[100  46] ; [234  45],[114.73882353  31.26117647] ; [219.26117647  59.73882353],1
d4,1,0.003197,8.691692,[117  29] ; [252  27],[126.76235294  19.23764706] ; [242.23764706  36.76235294],0
a3,1,0.00332,8.62266,[98 48] ; [224  56],[110.35680751  35.64319249] ; [211.64319249  68.35680751],0
s6,1,0.005151,7.825575,[118  26] ; [251  24],[126.81622912  17.18377088] ; [242.18377088  32.81622912],0
a5,1,0.005376,7.748368,[101  46] ; [226  54],[112.57377049  34.42622951] ; [214.42622951  65.57377049],0
a2,1,0.006556,7.390888,[ 29 118] ; [ 90 190],[ 40.96721311 106.03278689] ; [ 78.03278689 201.96721311],0
n6,1,0.006848,7.312506,[119  27] ; [252  26],[127.75  18.25] ; [243.25  34.75],0
s7,1,0.007888,7.058762,[89 54] ; [199  67],[100.69437653  42.30562347] ; [187.30562347  78.69437653],0
p10,1,0.011138,6.443102,[117  28] ; [249  29],[125.46099291  19.53900709] ; [240.53900709  37.46099291],0
s8,1,0.01249,6.239934,[81 66] ; [188  91],[92.82394366 54.17605634] ; [176.17605634 102.82394366],0
p9,1,0.013899,6.050903,[119  23] ; [255  23],[126.44761905  15.55238095] ; [247.55238095  30.44761905],0
