Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,5.5e-05,16.260948,[281  41] ; [31 17],[271.52432432  50.47567568] ; [40.47567568  7.52432432],1
d3,1,0.189141,1.724299,[218 103] ; [28 20],[214. 107.] ; [32. 16.],0
s8,1,0.276051,1.186427,[ 91 230] ; [10 38],[ 87.86178862 233.13821138] ; [13.13821138 34.86178862],0
p12,1,0.301117,1.06924,[ 18 302] ; [ 1 47],[ 16.52173913 303.47826087] ; [ 2.47826087 45.52173913],0
b1,1,0.36248,0.829283,[106 216] ; [19 29],[108.78378378 213.21621622] ; [16.21621622 31.78378378],0
n2,1,0.447589,0.576751,[44 20] ; [17  5],[45.39534884 18.60465116] ; [15.60465116  6.39534884],0
a3,1,0.573283,0.317219,[217 104] ; [33 13],[218.66485014 102.33514986] ; [31.33514986 14.66485014],0
n3,1,0.595284,0.282167,[45 18] ; [17  5],[45.95294118 17.04705882] ; [16.04705882  5.95294118],0
a4,1,0.673352,0.177706,[133 188] ; [21 26],[134.33152174 186.66847826] ; [19.66847826 27.33152174],0
p6,1,0.693312,0.155524,[ 99 219] ; [13 33],[ 97.84615385 220.15384615] ; [14.15384615 31.84615385],0
b2,1,0.709684,0.138593,[ 70 111] ; [12 22],[ 69.03255814 111.96744186] ; [12.96744186 21.03255814],0
b3,1,0.709684,0.138593,[ 70 111] ; [12 22],[ 69.03255814 111.96744186] ; [12.96744186 21.03255814],0
d2,1,0.730271,0.118863,[132 189] ; [21 27],[133.09756098 187.90243902] ; [19.90243902 28.09756098],0
s1,1,0.773195,0.083058,[  5 316] ; [ 1 46],[  5.23369565 315.76630435] ; [ 0.76630435 46.23369565],0
a2,1,0.974448,0.001026,[ 61 261] ; [ 9 39],[ 60.91891892 261.08108108] ; [ 9.08108108 38.91891892],0
p1,1,0.985526,0.000329,[ 27 294] ; [ 4 44],[ 26.96747967 294.03252033] ; [ 4.03252033 43.96747967],0
b4,1,0.994585,4.6e-05,[188 134] ; [28 20],[187.97837838 134.02162162] ; [28.02162162 19.97837838],0
