Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,5.5e-05,16.260948,[281  41] ; [31 17],[271.52432432  50.47567568] ; [40.47567568  7.52432432],1
n5,1,0.00043,12.3961,[244  76] ; [25 23],[233.91304348  86.08695652] ; [35.08695652 12.91304348],1
n6,1,0.000495,12.134166,[274  48] ; [31 17],[265.43243243  56.56756757] ; [39.56756757  8.43243243],1
p3,1,0.001662,9.88995,[165 156] ; [13 35],[154.84552846 166.15447154] ; [23.15447154 24.84552846],0
p4,1,0.002101,9.458819,[186 135] ; [16 31],[176.20108696 144.79891304] ; [25.79891304 21.20108696],0
a5,1,0.003126,8.732601,[235  87] ; [25 23],[226.27027027  95.72972973] ; [33.72972973 14.27027027],0
v4,1,0.005232,7.797436,[303  18] ; [40  8],[298.38211382  22.61788618] ; [44.61788618  3.38211382],0
r4,1,0.006096,7.521587,[287  35] ; [36 12],[281.0972973  40.9027027] ; [41.9027027  6.0972973],0
p8,1,0.006332,7.453404,[182 135] ; [17 30],[173.30494505 143.69505495] ; [25.69505495 21.30494505],0
v2,1,0.007171,7.229545,[176 132] ; [17 30],[167.44788732 140.55211268] ; [25.55211268 21.44788732],0
r1,1,0.007251,7.209682,[251  70] ; [29 19],[243.57723577  77.42276423] ; [36.42276423 11.57723577],0
n4,1,0.009081,6.806729,[245  77] ; [28 20],[237.58378378  84.41621622] ; [35.41621622 12.58378378],0
p2,1,0.009464,6.733029,[278  41] ; [35 13],[272.0626703  46.9373297] ; [40.9373297  7.0626703],0
a1,1,0.009831,6.665261,[  9 313] ; [ 5 43],[ 12.18378378 309.81621622] ; [ 1.81621622 46.18378378],0
p7,1,0.011183,6.436074,[205 111] ; [22 26],[197.06593407 118.93406593] ; [29.93406593 18.06593407],0
v1,1,0.011404,6.401231,[169 145] ; [16 31],[160.91412742 153.08587258] ; [24.08587258 22.91412742],0
r3,1,0.014946,5.922827,[304  17] ; [41  7],[300.12195122  20.87804878] ; [44.87804878  3.12195122],0
d5,1,0.015139,5.900214,[258  64] ; [31 17],[251.50810811  70.49189189] ; [37.49189189 10.50810811],0
u3,1,0.022604,5.198711,[54 51] ; [ 3 12],[49.875 55.125] ; [7.125 7.875],0
u4,1,0.026694,4.910488,[  2 320] ; [ 2 46],[  3.48108108 318.51891892] ; [ 0.51891892 47.48108108],0
p5,1,0.026728,4.908327,[ 42 279] ; [ 1 47],[ 37.40650407 283.59349593] ; [ 5.59349593 42.40650407],0
n1,1,0.041912,4.138747,[18 46] ; [11 10],[21.83529412 42.16470588] ; [ 7.16470588 13.83529412],0
a6,1,0.042063,4.132679,[228  94] ; [27 21],[221.91891892 100.08108108] ; [33.08108108 14.91891892],0
a8,1,0.044866,4.023672,[ 32 260] ; [ 9 32],[ 35.95195195 256.04804805] ; [ 5.04804805 35.95195195],0
s6,1,0.059541,3.550123,[158 158] ; [17 31],[151.92307692 164.07692308] ; [23.07692308 24.92307692],0
u2,1,0.071355,3.251563,[61 44] ; [ 5 10],[57.75 47.25] ; [8.25 6.75],0
d4,1,0.116445,2.464496,[254  68] ; [33 15],[249.76756757  72.23243243] ; [37.23243243 10.76756757],0
a7,1,0.120398,2.412132,[230  92] ; [29 19],[225.4  96.6] ; [33.6 14.4],0
s5,1,0.127928,2.317468,[ 64 251] ; [ 5 41],[ 60.20775623 254.79224377] ; [ 8.79224377 37.20775623],0
v3,1,0.136069,2.221856,[117 196] ; [12 34],[112.47075209 200.52924791] ; [16.52924791 29.47075209],0
d1,1,0.139028,2.188682,[171 151] ; [20 28],[166.22162162 155.77837838] ; [24.77837838 23.22162162],0
r2,1,0.148553,2.087047,[292  26] ; [41  7],[289.32786885  28.67213115] ; [43.67213115  4.32786885],0
u1,1,0.164054,1.936451,[ 43 279] ; [ 3 45],[ 40.03243243 281.96756757] ; [ 5.96756757 42.03243243],0
s7,1,0.165766,1.920823,[ 88 217] ; [ 9 38],[ 84.04829545 220.95170455] ; [12.95170455 34.04829545],0
s3,1,0.169611,1.886381,[ 68 250] ; [14 32],[ 71.63736264 246.36263736] ; [10.36263736 35.63736264],0
s4,1,0.170403,1.879398,[ 34 286] ; [ 2 45],[ 31.38964578 288.61035422] ; [ 4.61035422 42.38964578],0
b5,1,0.184686,1.759511,[189 133] ; [33 15],[193.2 128.8] ; [28.8 19.2],0
