Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.662412,[58  8] ; [68 67],[41.37313433 24.62686567] ; [84.62686567 50.37313433],1
s8,1,3e-06,21.550157,[38 29] ; [ 32 103],[23.21782178 43.78217822] ; [46.78217822 88.21782178],1
s2,1,6e-06,20.576716,[47 20] ; [49 86],[31.84158416 35.15841584] ; [64.15841584 70.84158416],1
s7,1,4.7e-05,16.579259,[39 21] ; [42 84],[26.12903226 33.87096774] ; [54.87096774 71.12903226],1
p10,1,0.000103,15.078827,[47 17] ; [58 74],[34.28571429 29.71428571] ; [70.71428571 61.28571429],1
s4,1,0.000262,13.320938,[23 44] ; [ 17 118],[13.26732673 53.73267327] ; [ 26.73267327 108.26732673],1
a8,1,0.001073,10.697846,[11 48] ; [  5 119],[ 5.15846995 53.84153005] ; [ 10.84153005 113.15846995],0
p9,1,0.002477,9.157639,[50 15] ; [71 59],[40.33333333 24.66666667] ; [80.66666667 49.33333333],0
s3,1,0.008139,7.00259,[43 24] ; [59 74],[34.17 32.83] ; [67.83 65.17],0
p4,1,0.011979,6.313997,[37 28] ; [51 83],[28.74371859 36.25628141] ; [59.25628141 74.74371859],0
d4,1,0.013008,6.168012,[58  9] ; [94 39],[50.92 16.08] ; [101.08  31.92],0
p6,1,0.018123,5.584235,[26 40] ; [ 31 102],[18.90452261 47.09547739] ; [38.09547739 94.90452261],0
d2,1,0.018899,5.510859,[43 24] ; [62 71],[35.175 31.825] ; [69.825 63.175],0
d5,1,0.029295,4.7502,[58  9] ; [97 36],[51.925 15.075] ; [103.075  29.925],0
a5,1,0.030011,4.708649,[51 16] ; [82 53],[44.11386139 22.88613861] ; [88.88613861 46.11386139],0
r4,1,0.03212,4.592067,[60  7] ; [104  31],[54.3960396 12.6039604] ; [109.6039604  25.3960396],0
a3,1,0.035258,4.432619,[51 15] ; [83 50],[44.44221106 21.55778894] ; [89.55778894 43.44221106],0
r3,1,0.039053,4.258565,[61  5] ; [109  25],[56.1  9.9] ; [113.9  20.1],0
n2,1,0.046309,3.970324,[21  4] ; [32 20],[17.20779221  7.79220779] ; [35.79220779 16.20779221],0
d3,1,0.049537,3.85705,[50 17] ; [80 52],[43.76884422 23.23115578] ; [86.23115578 45.76884422],0
p3,1,0.05221,3.769034,[31 35] ; [44 90],[24.75 41.25] ; [50.25 83.75],0
