Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.002318,9.279093,[ 5 29] ; [134 189],[13.23809524 20.76190476] ; [125.76190476 197.23809524],0
a6,1,0.010813,6.49585,[16 18] ; [224 102],[22.66666667 11.33333333] ; [217.33333333 108.66666667],0
a2,1,0.022181,5.231504,[ 1 33] ; [ 60 266],[ 5.76111111 28.23888889] ; [ 55.23888889 270.76111111],0
r1,1,0.027897,4.834451,[19 15] ; [238  85],[24.47619048  9.52380952] ; [232.52380952  90.47619048],0
s6,1,0.042162,4.128681,[19 15] ; [123 201],[13.48603352 20.51396648] ; [128.51396648 195.48603352],0
b3,1,0.067265,3.348529,[ 3 17] ; [ 66 121],[ 6.66666667 13.33333333] ; [ 62.33333333 124.66666667],0
b2,1,0.067265,3.348529,[ 3 17] ; [ 66 121],[ 6.66666667 13.33333333] ; [ 62.33333333 124.66666667],0
d1,1,0.084599,2.974257,[11 23] ; [156 170],[15.77222222 18.22777778] ; [151.22777778 174.77222222],0
d2,1,0.125486,2.347472,[10 24] ; [139 184],[14.19047619 19.80952381] ; [134.80952381 188.19047619],0
d3,1,0.126517,2.334729,[25  9] ; [196 130],[20.87222222 13.12777778] ; [200.12777778 125.87222222],0
r2,1,0.142587,2.149811,[26  7] ; [281  39],[28.69971671  4.30028329] ; [278.30028329  41.69971671],0
n4,1,0.153255,2.039554,[19 15] ; [221 104],[22.72980501 11.27019499] ; [217.27019499 107.72980501],0
r4,1,0.176186,1.829501,[23 11] ; [254  72],[26.16111111  7.83888889] ; [250.83888889  75.16111111],0
p9,1,0.221684,1.493437,[21 13] ; [229  90],[24.07932011  9.92067989] ; [225.92067989  93.07932011],0
n6,1,0.244261,1.355833,[28  6] ; [237  87],[25.16759777  8.83240223] ; [239.83240223  84.16759777],0
u3,1,0.272254,1.205357,[9 6] ; [54 66],[7. 8.] ; [56. 64.],0
v2,1,0.283996,1.147867,[13 21] ; [148 161],[15.95918367 18.04081633] ; [145.04081633 163.95918367],0
p8,1,0.304432,1.054678,[10 23] ; [127 195],[12.73521127 20.26478873] ; [124.26478873 197.73521127],0
a5,1,0.326422,0.963041,[20 14] ; [219 107],[22.57222222 11.42777778] ; [216.42777778 109.57222222],0
a3,1,0.364377,0.822751,[19 15] ; [206 117],[21.42857143 12.57142857] ; [203.57142857 119.42857143],0
v4,1,0.375001,0.787026,[27  6] ; [282  41],[28.64325843  4.35674157] ; [280.35674157  42.64325843],0
s3,1,0.382207,0.76359,[10 24] ; [ 73 248],[ 7.94929577 26.05070423] ; [ 75.05070423 245.94929577],0
d5,1,0.407011,0.687515,[23 11] ; [242  84],[25.02777778  8.97222222] ; [239.97222222  86.02777778],0
b4,1,0.429863,0.623195,[17 17] ; [186 140],[19.17222222 14.82777778] ; [183.82777778 142.17222222],0
p4,1,0.447751,0.576339,[11 23] ; [126 197],[13.04761905 20.95238095] ; [123.95238095 199.04761905],0
p11,1,0.479013,0.501108,[22 12] ; [230  96],[23.8 10.2] ; [228.2  97.8],0
n1,1,0.48412,0.489568,[3 8] ; [35 57],[4.05825243 6.94174757] ; [33.94174757 58.05825243],0
a7,1,0.491623,0.472973,[21 13] ; [219 105],[22.79329609 11.20670391] ; [217.20670391 106.79329609],0
s5,1,0.513547,0.426834,[ 4 29] ; [ 53 268],[ 5.31355932 27.68644068] ; [ 51.68644068 269.31355932],0
s8,1,0.528671,0.396946,[ 5 29] ; [ 62 262],[ 6.36312849 27.63687151] ; [ 60.63687151 263.36312849],0
v3,1,0.53473,0.385395,[ 8 25] ; [ 92 221],[ 9.53757225 23.46242775] ; [ 90.46242775 222.53757225],0
p7,1,0.601939,0.272081,[17 17] ; [145 175],[15.55932203 18.44067797] ; [146.44067797 173.55932203],0
v1,1,0.603643,0.269536,[12 22] ; [126 190],[13.40571429 20.59428571] ; [124.59428571 191.40571429],0
r3,1,0.629135,0.233236,[28  6] ; [276  47],[28.95238095  5.04761905] ; [275.04761905  47.95238095],0
p3,1,0.633925,0.226775,[13 21] ; [111 214],[11.74373259 22.25626741] ; [112.25626741 212.74373259],0
b1,1,0.651388,0.204155,[12 22] ; [128 198],[13.22222222 20.77777778] ; [126.77777778 199.22222222],0
d4,1,0.660346,0.193103,[24 10] ; [240  84],[25.0726257  8.9273743] ; [238.9273743  85.0726257],0
p2,1,0.683989,0.16567,[23 11] ; [230  94],[24.02793296  9.97206704] ; [228.97206704  95.02793296],0
s7,1,0.743242,0.107297,[ 8 26] ; [ 65 243],[ 7.25730994 26.74269006] ; [ 65.74269006 242.25730994],0
u2,1,0.760333,0.093051,[7 8] ; [60 58],[7.55639098 7.44360902] ; [59.44360902 58.55639098],0
b5,1,0.76065,0.092798,[19 15] ; [191 135],[19.83333333 14.16666667] ; [190.16666667 135.83333333],0
a1,1,0.763894,0.090223,[ 1 33] ; [ 13 313],[ 1.32222222 32.67777778] ; [ 12.67777778 313.32222222],0
n5,1,0.841856,0.039808,[23 11] ; [213 110],[22.47619048 11.52380952] ; [213.52380952 109.47619048],0
n2,1,0.897448,0.016611,[7 4] ; [61 32],[7.19230769 3.80769231] ; [60.80769231 32.19230769],0
p12,1,0.956133,0.003026,[ 1 33] ; [  9 315],[ 0.94972067 33.05027933] ; [  9.05027933 314.94972067],0
n3,1,0.957873,0.00279,[7 4] ; [58 32],[7.07920792 3.92079208] ; [57.92079208 32.07920792],0
s1,1,0.962763,0.00218,[ 1 33] ; [ 10 314],[ 1.04469274 32.95530726] ; [  9.95530726 314.04469274],0
p10,1,0.985374,0.000336,[23 11] ; [218 105],[22.95238095 11.04761905] ; [218.04761905 104.95238095],0
