Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,56.98992,[13 60] ; [56 13],[35.47183099 37.52816901] ; [33.52816901 35.47183099],1
d5,1,0.0,36.799701,[40 33] ; [67  1],[55.39716312 17.60283688] ; [51.60283688 16.39716312],1
d3,1,0.0,25.285593,[18 55] ; [46 23],[32.90140845 40.09859155] ; [31.09859155 37.90140845],1
a5,1,3e-06,21.558038,[37 36] ; [60  9],[49.86619718 23.13380282] ; [47.13380282 21.86619718],1
a4,1,7.8e-05,15.609903,[22 50] ; [44 25],[33.70212766 38.29787234] ; [32.29787234 36.70212766],1
a3,1,0.003084,8.757018,[48 25] ; [60  9],[55.52112676 17.47887324] ; [52.47887324 16.52112676],0
n2,1,0.014354,5.994089,[19  1] ; [10  6],[16.11111111  3.88888889] ; [12.88888889  3.11111111],0
n4,1,0.024336,5.070513,[52 21] ; [59  9],[57.46808511 15.53191489] ; [53.53191489 14.46808511],0
v3,1,0.027939,4.831848,[29 44] ; [38 27],[35.44202899 37.55797101] ; [31.55797101 33.44202899],0
v4,1,0.031588,4.620715,[62  9] ; [67  2],[65.42142857  5.57857143] ; [63.57857143  5.42142857],0
v2,1,0.035667,4.412939,[38 32] ; [48 19],[43.94160584 26.05839416] ; [42.05839416 24.94160584],0
s5,1,0.051268,3.799507,[24 46] ; [34 33],[29.6350365 40.3649635] ; [28.3649635 38.6350365],0
p9,1,0.061953,3.484323,[56 16] ; [60  7],[60.08633094 11.91366906] ; [55.91366906 11.08633094],0
b5,1,0.066033,3.378987,[43 30] ; [30 39],[37.52816901 35.47183099] ; [35.47183099 33.52816901],0
r4,1,0.067465,3.343652,[56 17] ; [61  8],[60.14788732 12.85211268] ; [56.85211268 12.14788732],0
p3,1,0.076129,3.145672,[30 42] ; [38 29],[35.22302158 36.77697842] ; [32.77697842 34.22302158],0
n5,1,0.088228,2.906416,[53 19] ; [58 10],[57.08571429 14.91428571] ; [53.91428571 14.08571429],0
r2,1,0.092422,2.831682,[63  9] ; [64  3],[65.78417266  6.21582734] ; [61.21582734  5.78417266],0
b1,1,0.094039,2.803834,[31 42] ; [39 30],[35.98591549 37.01408451] ; [34.01408451 34.98591549],0
p8,1,0.106227,2.60948,[30 41] ; [37 29],[34.72262774 36.27737226] ; [32.27737226 33.72262774],0
s1,1,0.109983,2.554466,[ 5 67] ; [ 1 67],[ 3.08571429 68.91428571] ; [ 2.91428571 65.08571429],0
n6,1,0.140735,2.169907,[51 20] ; [56 12],[54.65467626 16.34532374] ; [52.34532374 15.65467626],0
r3,1,0.140781,2.169406,[65  8] ; [66  3],[67.34507042  5.65492958] ; [63.65492958  5.34507042],0
s8,1,0.14676,2.105608,[34 38] ; [41 28],[38.29787234 33.70212766] ; [36.70212766 32.29787234],0
p4,1,0.165475,1.923469,[35 37] ; [41 27],[39.08571429 32.91428571] ; [36.91428571 31.08571429],0
p5,1,0.170096,1.882101,[ 7 64] ; [12 55],[ 9.77536232 61.22463768] ; [ 9.22463768 57.77536232],0
u1,1,0.215032,1.537221,[ 2 71] ; [ 5 64],[ 3.59859155 69.40140845] ; [ 3.40140845 65.59859155],0
a2,1,0.327127,0.960239,[ 5 68] ; [ 8 61],[ 6.68309859 66.31690141] ; [ 6.31690141 62.68309859],0
u2,1,0.33602,0.925556,[13 12] ; [3 6],[11.76470588 13.23529412] ; [4.23529412 4.76470588],0
s3,1,0.338013,0.917953,[47 26] ; [39 30],[44.21126761 28.78873239] ; [41.78873239 27.21126761],0
a8,1,0.347349,0.883117,[10 60] ; [ 6 60],[ 8.23529412 61.76470588] ; [ 7.76470588 58.23529412],0
p6,1,0.391401,0.734585,[22 48] ; [25 40],[24.37037037 45.62962963] ; [22.62962963 42.37037037],0
u3,1,0.420287,0.649513,[15 10] ; [4 5],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
n3,1,0.438578,0.6,[16  4] ; [11  5],[15.  5.] ; [12.  4.],0
