Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,37.470884,[ 21 359] ; [11 19],[ 29.65853659 350.34146341] ; [ 2.34146341 27.65853659],1
p3,1,0.0,28.786241,[140 241] ; [26  4],[153.88321168 227.11678832] ; [12.11678832 17.88321168],1
p6,1,7e-06,20.07078,[100 280] ; [19 10],[110.56234719 269.43765281] ; [ 8.43765281 20.56234719],1
p4,1,3.6e-05,17.04583,[176 203] ; [25  4],[186.71323529 192.28676471] ; [14.28676471 14.71323529],1
p8,1,0.000332,12.882056,[157 221] ; [22  7],[166.24570025 211.75429975] ; [12.75429975 16.24570025],1
s5,1,0.000486,12.16875,[ 97 272] ; [16 12],[105.0302267 263.9697733] ; [ 7.9697733 20.0302267],1
s7,1,0.000694,11.505039,[149 218] ; [20  7],[157.41878173 209.58121827] ; [11.58121827 15.41878173],1
p7,1,0.002633,9.045912,[203 173] ; [24  5],[210.74567901 165.25432099] ; [16.25432099 12.74567901],0
p12,1,0.002887,8.877421,[ 16 364] ; [ 5 25],[ 19.46341463 360.53658537] ; [ 1.53658537 28.46341463],0
s6,1,0.005467,7.71797,[215 163] ; [22  4],[221.74752475 156.25247525] ; [15.25247525 10.74752475],0
a1,1,0.02482,5.036387,[ 16 366] ; [ 4 26],[ 18.54368932 363.45631068] ; [ 1.45631068 28.54368932],0
n5,1,0.033019,4.544769,[243 136] ; [25  5],[248.34229829 130.65770171] ; [19.65770171 10.34229829],0
n4,1,0.036909,4.354584,[261 120] ; [26  4],[266.05109489 114.94890511] ; [20.94890511  9.05109489],0
b5,1,0.043215,4.086969,[213 169] ; [11 19],[207.68932039 174.31067961] ; [16.31067961 13.68932039],0
p9,1,0.059408,3.553824,[278  98] ; [26  3],[282.23209877  93.76790123] ; [21.76790123  7.23209877],0
a5,1,0.11556,2.476491,[252 130] ; [24  6],[255.90291262 126.09708738] ; [20.09708738  9.90291262],0
s1,1,0.122627,2.383438,[ 15 362] ; [ 3 27],[ 16.67321867 360.32678133] ; [ 1.32678133 28.67321867],0
s8,1,0.138483,2.194737,[125 257] ; [13 15],[128.57560976 253.42439024] ; [ 9.42439024 18.57560976],0
p11,1,0.138911,2.189983,[270 112] ; [25  5],[273.51941748 108.48058252] ; [21.48058252  8.51941748],0
n6,1,0.146271,2.110711,[299  83] ; [26  3],[302.06812652  79.93187348] ; [22.93187348  6.06812652],0
p2,1,0.153976,2.032416,[284  98] ; [25  4],[287.19708029  94.80291971] ; [21.80291971  7.19708029],0
s4,1,0.17572,1.833458,[ 76 301] ; [ 3 27],[ 73.17690418 303.82309582] ; [ 5.82309582 24.17690418],0
p10,1,0.194368,1.684197,[272 108] ; [24  5],[275.01222494 104.98777506] ; [20.98777506  8.01222494],0
v3,1,0.194713,1.681593,[ 99 271] ; [11 18],[102.00501253 267.99498747] ; [ 7.99498747 21.00501253],0
b3,1,0.210548,1.567656,[ 61 145] ; [ 9 12],[ 63.52422907 142.47577093] ; [ 6.47577093 14.52422907],0
