Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.374897,[34  7] ; [39 63],[20.93006993 20.06993007] ; [52.06993007 49.93006993],1
p5,1,0.000589,11.810496,[ 9 32] ; [  4 100],[ 3.67586207 37.32413793] ; [ 9.32413793 94.67586207],1
d4,1,0.001376,10.23807,[39  2] ; [74 31],[31.73287671  9.26712329] ; [81.26712329 23.73287671],0
p12,1,0.001646,9.908005,[ 9 32] ; [ 5 99],[ 3.95862069 37.04137931] ; [10.04137931 93.95862069],0
s3,1,0.002327,9.272193,[28 11] ; [44 58],[19.91489362 19.08510638] ; [52.08510638 49.91489362],0
s8,1,0.010879,6.484957,[20 20] ; [29 76],[13.51724138 26.48275862] ; [35.48275862 69.51724138],0
s6,1,0.019056,5.496366,[33  8] ; [63 42],[26.95890411 14.04109589] ; [69.04109589 35.95890411],0
d2,1,0.020134,5.400279,[25 15] ; [43 62],[18.75862069 21.24137931] ; [49.24137931 55.75862069],0
b5,1,0.031189,4.642534,[32  9] ; [62 43],[26.39726027 14.60273973] ; [67.60273973 37.39726027],0
d5,1,0.075974,3.148987,[36  5] ; [78 27],[32.01369863  8.98630137] ; [81.98630137 23.01369863],0
v4,1,0.109216,2.565529,[40  1] ; [93 11],[37.60689655  3.39310345] ; [95.39310345  8.60689655],0
p10,1,0.115099,2.482772,[33  8] ; [70 34],[29.12413793 11.87586207] ; [73.87586207 30.12413793],0
b4,1,0.130391,2.287845,[29 12] ; [60 45],[24.99315068 16.00684932] ; [64.00684932 40.99315068],0
u1,1,0.146317,2.11023,[ 9 32] ; [13 92],[ 6.17808219 34.82191781] ; [15.82191781 89.17808219],0
d1,1,0.158564,1.987871,[26 15] ; [53 52],[22.18493151 18.81506849] ; [56.81506849 48.18493151],0
p3,1,0.166888,1.910678,[18 23] ; [33 71],[14.42068966 26.57931034] ; [36.57931034 67.42068966],0
r4,1,0.173409,1.853227,[37  4] ; [85 20],[34.26027397  6.73972603] ; [87.73972603 17.26027397],0
p9,1,0.19161,1.705191,[35  5] ; [81 23],[32.22222222  7.77777778] ; [83.77777778 20.22222222],0
p11,1,0.23737,1.396143,[26 15] ; [77 28],[28.92465753 12.07534247] ; [74.07534247 30.92465753],0
n3,1,0.250829,1.318681,[5 5] ; [21  9],[6.5 3.5] ; [19.5 10.5],0
v3,1,0.252064,1.311826,[20 20] ; [39 60],[16.97841727 23.02158273] ; [42.02158273 56.97841727],0
s4,1,0.260531,1.265934,[ 7 33] ; [11 93],[ 5. 35.] ; [13. 91.],0
n2,1,0.274375,1.194743,[9 1] ; [22  8],[7.75 2.25] ; [23.25  6.75],0
p1,1,0.278232,1.175704,[ 6 35] ; [ 9 96],[ 4.21232877 36.78767123] ; [10.78767123 94.21232877],0
b1,1,0.300914,1.070137,[17 24] ; [34 71],[14.32191781 26.67808219] ; [36.67808219 68.32191781],0
a4,1,0.305611,1.04955,[22 19] ; [46 58],[19.22758621 21.77241379] ; [48.77241379 55.22758621],0
s7,1,0.317719,0.998312,[19 20] ; [39 60],[16.39130435 22.60869565] ; [41.60869565 57.39130435],0
a1,1,0.32263,0.978253,[ 2 39] ; [  2 103],[ 1.12328767 39.87671233] ; [  2.87671233 102.12328767],0
v2,1,0.323004,0.976744,[22 18] ; [64 36],[24.57142857 15.42857143] ; [61.42857143 38.57142857],0
u3,1,0.355583,0.853432,[8 3] ; [20 15],[6.69565217 4.30434783] ; [21.30434783 13.69565217],0
r3,1,0.392713,0.730527,[36  5] ; [96  8],[37.32413793  3.67586207] ; [94.67586207  9.32413793],0
n5,1,0.409123,0.681348,[26 15] ; [74 31],[28.08219178 12.91780822] ; [71.91780822 33.08219178],0
n4,1,0.465592,0.532419,[28 13] ; [78 27],[29.76712329 11.23287671] ; [76.23287671 28.76712329],0
a3,1,0.491931,0.4723,[30 11] ; [70 34],[28.27586207 12.72413793] ; [71.72413793 32.27586207],0
r1,1,0.526949,0.400271,[30 11] ; [82 23],[31.45205479  9.54794521] ; [80.54794521 24.45205479],0
a6,1,0.551118,0.355319,[26 15] ; [72 33],[27.52054795 13.47945205] ; [70.47945205 34.52054795],0
r2,1,0.555691,0.34722,[39  2] ; [97  8],[38.19178082  2.80821918] ; [97.80821918  7.19178082],0
n1,1,0.579585,0.306905,[5 5] ; [12 18],[4.25 5.75] ; [12.75 17.25],0
p6,1,0.604121,0.268825,[ 8 32] ; [17 87],[ 6.94444444 33.05555556] ; [18.05555556 85.94444444],0
u2,1,0.650844,0.204838,[7 4] ; [19 15],[6.35555556 4.64444444] ; [19.64444444 14.35555556],0
p8,1,0.66913,0.182622,[10 31] ; [29 75],[11.02758621 29.97241379] ; [27.97241379 76.02758621],0
n6,1,0.699233,0.149271,[32  9] ; [78 26],[31.10344828  9.89655172] ; [78.89655172 25.10344828],0
p2,1,0.703619,0.144734,[30 11] ; [80 25],[30.89041096 10.10958904] ; [79.10958904 25.89041096],0
a7,1,0.746524,0.104475,[30 11] ; [74 31],[29.20547945 11.79452055] ; [74.79452055 30.20547945],0
a2,1,0.746935,0.104125,[10 31] ; [23 82],[ 9.26712329 31.73287671] ; [23.73287671 81.26712329],0
a8,1,0.793379,0.068605,[ 3 34] ; [ 9 85],[ 3.38931298 33.61068702] ; [ 8.61068702 85.38931298],0
b2,1,0.866047,0.028454,[10 14] ; [25 38],[ 9.65517241 14.34482759] ; [25.34482759 37.65517241],0
b3,1,0.866047,0.028454,[10 14] ; [25 38],[ 9.65517241 14.34482759] ; [25.34482759 37.65517241],0
p4,1,0.945512,0.004671,[19 22] ; [48 57],[18.81506849 22.18493151] ; [48.18493151 56.81506849],0
s1,1,0.952329,0.003574,[ 2 38] ; [  5 100],[ 1.93103448 38.06896552] ; [ 5.06896552 99.93103448],0
a5,1,0.962654,0.002192,[31 10] ; [79 26],[30.89041096 10.10958904] ; [79.10958904 25.89041096],0
d3,1,0.987275,0.000254,[27 14] ; [69 36],[26.95890411 14.04109589] ; [69.04109589 35.95890411],0
