Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.446283,[188  52] ; [34 43],[168.07570978  71.92429022] ; [53.92429022 23.07570978],1
a3,1,4e-06,21.04927,[204  36] ; [48 31],[189.59247649  50.40752351] ; [62.40752351 16.59247649],1
s6,1,1e-05,19.527615,[213  26] ; [53 25],[200.5488959  38.4511041] ; [65.4511041 12.5488959],1
s3,1,1.5e-05,18.707365,[194  44] ; [44 33],[179.82222222  58.17777778] ; [58.17777778 18.82222222],1
n5,1,0.000111,14.940132,[207  33] ; [52 26],[195.47169811  44.52830189] ; [63.52830189 14.47169811],1
p5,1,0.000224,13.616071,[ 47 189] ; [ 2 77],[ 36.71111111 199.28888889] ; [12.28888889 66.71111111],1
n6,1,0.000957,10.909867,[219  21] ; [61 18],[210.65830721  29.34169279] ; [69.34169279  9.65830721],1
s5,1,0.001244,10.423989,[108 122] ; [19 55],[ 96.08552632 133.91447368] ; [30.91447368 43.08552632],0
v4,1,0.020323,5.383964,[234   5] ; [73  6],[230.7327044   8.2672956] ; [76.2672956  2.7327044],0
v3,1,0.023495,5.1315,[121 110] ; [28 47],[112.48039216 118.51960784] ; [36.51960784 38.48039216],0
u1,1,0.026588,4.917383,[ 59 182] ; [10 69],[ 51.965625 189.034375] ; [17.034375 61.965625],0
n4,1,0.043425,4.07877,[209  32] ; [61 18],[203.34375  37.65625] ; [66.65625 12.34375],0
r2,1,0.044005,4.056353,[229   8] ; [71  7],[225.71428571  11.28571429] ; [74.28571429  3.71428571],0
p7,1,0.046919,3.94829,[180  52] ; [51 26],[173.4368932  58.5631068] ; [57.5631068 19.4368932],0
v1,1,0.078228,3.101341,[153  79] ; [41 34],[146.60586319  85.39413681] ; [47.39413681 27.60586319],0
a7,1,0.09706,2.753199,[158  83] ; [59 19],[163.94043887  77.05956113] ; [53.05956113 24.94043887],0
b4,1,0.098564,2.728633,[130 111] ; [51 28],[136.315625 104.684375] ; [44.684375 34.315625],0
