Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,24.497652,[35 32] ; [14 77],[20.77848101 46.22151899] ; [28.22151899 62.77848101],1
v1,1,0.000126,14.694848,[37 30] ; [23 68],[25.44303797 41.55696203] ; [34.55696203 56.44303797],1
a3,1,0.001912,9.631747,[39 29] ; [29 60],[29.4522293 38.5477707] ; [38.5477707 50.4522293],0
d5,1,0.002131,9.433305,[49 19] ; [44 48],[39.525 28.475] ; [53.475 38.525],0
d3,1,0.00485,7.934555,[43 25] ; [37 54],[34.21383648 33.78616352] ; [45.78616352 45.21383648],0
n4,1,0.004964,7.892618,[47 20] ; [44 48],[38.34591195 28.65408805] ; [52.65408805 39.34591195],0
n6,1,0.008679,6.887711,[57 11] ; [60 32],[49.725 18.275] ; [67.275 24.725],0
p5,1,0.01323,6.138107,[ 8 60] ; [ 2 90],[ 4.25 63.75] ; [ 5.75 86.25],0
d1,1,0.015265,5.885637,[25 43] ; [18 74],[18.275 49.725] ; [24.725 67.275],0
d4,1,0.015816,5.823246,[49 18] ; [50 42],[41.71698113 25.28301887] ; [57.28301887 34.71698113],0
p11,1,0.018746,5.525012,[52 16] ; [54 38],[45.05 22.95] ; [60.95 31.05],0
a7,1,0.018952,5.505933,[48 19] ; [49 43],[40.87421384 26.12578616] ; [56.12578616 35.87421384],0
r3,1,0.021437,5.290894,[61  6] ; [71 21],[55.62264151 11.37735849] ; [76.37735849 15.62264151],0
p7,1,0.037344,4.334667,[39 27] ; [38 52],[32.57692308 33.42307692] ; [44.42307692 45.57692308],0
s6,1,0.059851,3.541509,[30 36] ; [28 63],[24.38216561 41.61783439] ; [33.61783439 57.38216561],0
n3,1,0.064347,3.421645,[19  3] ; [19 11],[16.07692308  5.92307692] ; [21.92307692  8.07692308],0
r1,1,0.071835,3.24059,[43 25] ; [45 47],[37.4 30.6] ; [50.6 41.4],0
a6,1,0.07454,3.1801,[40 28] ; [41 51],[34.425 33.575] ; [46.575 45.425],0
p4,1,0.075592,3.157223,[31 35] ; [30 61],[25.6433121 40.3566879] ; [35.3566879 55.6433121],0
p2,1,0.080677,3.051217,[53 15] ; [60 32],[48.025 19.975] ; [64.975 27.025],0
s8,1,0.086834,2.932103,[15 53] ; [11 81],[11.05 56.95] ; [14.95 77.05],0
r4,1,0.107896,2.584778,[53 15] ; [61 31],[48.45 19.55] ; [65.55 26.45],0
r2,1,0.11842,2.438089,[58  8] ; [72 20],[54.30379747 11.69620253] ; [75.69620253 16.30379747],0
p10,1,0.120125,2.415692,[43 23] ; [48 43],[38.25477707 27.74522293] ; [52.74522293 38.25477707],0
p6,1,0.132485,2.26314,[22 44] ; [20 69],[17.88387097 48.11612903] ; [24.11612903 64.88387097],0
a4,1,0.140455,2.17297,[15 53] ; [12 79],[11.54716981 56.45283019] ; [15.45283019 75.54716981],0
v4,1,0.151801,2.054059,[61  7] ; [75 17],[57.8 10.2] ; [78.2 13.8],0
p9,1,0.185757,1.750956,[48 19] ; [56 35],[44.10126582 22.89873418] ; [59.89873418 31.10126582],0
p3,1,0.222248,1.489798,[27 41] ; [28 64],[23.375 44.625] ; [31.625 60.375],0
