Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002588,9.077393,[ 3 10] ; [32 14],[7.71186441 5.28813559] ; [27.28813559 18.71186441],0
p11,1,0.023313,5.145064,[ 3 10] ; [27 19],[6.61016949 6.38983051] ; [23.38983051 22.61016949],0
b1,1,0.033185,4.536193,[ 3 10] ; [26 20],[6.38983051 6.61016949] ; [22.61016949 23.38983051],0
p2,1,0.038489,4.283297,[4 9] ; [29 17],[7.27118644 5.72881356] ; [25.72881356 20.27118644],0
r2,1,0.055561,3.665184,[11  2] ; [45  1],[12.33898305  0.66101695] ; [43.66101695  2.33898305],0
a4,1,0.062974,3.457288,[ 3 10] ; [24 22],[5.94915254 7.05084746] ; [21.05084746 24.94915254],0
n6,1,0.080399,3.056808,[7 6] ; [36 10],[9.47457627 3.52542373] ; [33.52542373 12.47457627],0
n3,1,0.109984,2.554444,[2 2] ; [13  2],[3.15789474 0.84210526] ; [11.84210526  3.15789474],0
s4,1,0.166608,1.913199,[ 3 10] ; [ 4 41],[ 1.56896552 11.43103448] ; [ 5.43103448 39.56896552],0
p9,1,0.168078,1.9,[ 2 10] ; [17 28],[4. 8.] ; [15. 30.],0
n2,1,0.196706,1.666667,[2 2] ; [13  3],[3. 1.] ; [12.  4.],0
a5,1,0.213347,1.548568,[6 7] ; [30 16],[7.93220339 5.06779661] ; [28.06779661 17.93220339],0
v4,1,0.256296,1.288654,[10  3] ; [41  5],[11.23728814  1.76271186] ; [39.76271186  6.23728814],0
a7,1,0.314846,1.010238,[7 6] ; [31 14],[8.51724138 4.48275862] ; [29.48275862 15.51724138],0
d2,1,0.344853,0.892308,[5 8] ; [24 21],[6.5 6.5] ; [22.5 22.5],0
s6,1,0.377873,0.77761,[9 4] ; [25 20],[7.62068966 5.37931034] ; [26.37931034 18.62068966],0
r4,1,0.38946,0.740627,[9 4] ; [37  9],[10.13559322  2.86440678] ; [35.86440678 10.13559322],0
r3,1,0.392741,0.730438,[10  3] ; [39  6],[10.98275862  2.01724138] ; [38.01724138  6.98275862],0
s3,1,0.421921,0.644958,[8 5] ; [21 22],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
s7,1,0.436906,0.604396,[4 9] ; [18 24],[5.2 7.8] ; [16.8 25.2],0
v1,1,0.457902,0.551019,[6 7] ; [26 19],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
p4,1,0.457902,0.551019,[7 6] ; [19 26],[5.82758621 7.17241379] ; [20.17241379 24.82758621],0
u1,1,0.484068,0.489684,[ 1 12] ; [ 7 39],[ 1.76271186 11.23728814] ; [ 6.23728814 39.76271186],0
d1,1,0.549559,0.358107,[5 8] ; [22 24],[5.94915254 7.05084746] ; [21.05084746 24.94915254],0
b2,1,0.589032,0.291859,[2 5] ; [ 6 25],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
b3,1,0.589032,0.291859,[2 5] ; [ 6 25],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
d5,1,0.616168,0.25129,[9 4] ; [35 11],[9.69491525 3.30508475] ; [34.30508475 11.69491525],0
v2,1,0.627389,0.235618,[7 6] ; [27 17],[7.75438596 5.24561404] ; [26.24561404 17.75438596],0
s1,1,0.641398,0.216918,[ 1 12] ; [ 2 43],[ 0.67241379 12.32758621] ; [ 2.32758621 42.67241379],0
d3,1,0.693849,0.15495,[8 5] ; [31 15],[8.59322034 4.40677966] ; [30.40677966 15.59322034],0
a6,1,0.693849,0.15495,[8 5] ; [31 15],[8.59322034 4.40677966] ; [30.40677966 15.59322034],0
a2,1,0.710466,0.137812,[ 3 10] ; [13 33],[3.52542373 9.47457627] ; [12.47457627 33.52542373],0
r1,1,0.737395,0.112429,[9 4] ; [34 12],[9.47457627 3.52542373] ; [33.52542373 12.47457627],0
p8,1,0.771732,0.084164,[5 8] ; [15 29],[4.56140351 8.43859649] ; [15.43859649 28.56140351],0
b5,1,0.78722,0.072858,[9 4] ; [30 16],[8.59322034 4.40677966] ; [30.40677966 15.59322034],0
a3,1,0.806749,0.05984,[8 5] ; [30 16],[8.37288136 4.62711864] ; [29.62711864 16.37288136],0
s5,1,0.855004,0.033393,[ 3 10] ; [11 32],[3.25 9.75] ; [10.75 32.25],0
s2,1,0.874426,0.024976,[5 8] ; [18 26],[5.24561404 7.75438596] ; [17.75438596 26.24561404],0
p7,1,0.874426,0.024976,[5 8] ; [18 26],[5.24561404 7.75438596] ; [17.75438596 26.24561404],0
u3,1,0.88242,0.021875,[3 2] ; [9 7],[2.85714286 2.14285714] ; [9.14285714 6.85714286],0
p3,1,0.981551,0.000535,[4 9] ; [14 32],[3.96610169 9.03389831] ; [14.03389831 31.96610169],0
b4,1,0.981551,0.000535,[9 4] ; [32 14],[9.03389831 3.96610169] ; [31.96610169 14.03389831],0
