Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,70.65768,[90 11] ; [43 84],[58.91666667 42.08333333] ; [74.08333333 52.91666667],1
d2,1,0.0,67.237437,[70 30] ; [ 21 107],[39.9122807 60.0877193] ; [51.0877193 76.9122807],1
d5,1,0.0,64.851235,[97  4] ; [59 69],[68.80349345 32.19650655] ; [87.19650655 40.80349345],1
d4,1,0.0,59.134151,[97  3] ; [65 64],[70.74235808 29.25764192] ; [91.25764192 37.74235808],1
a2,1,0.0,25.420798,[29 72] ; [  6 123],[15.36956522 85.63043478] ; [ 19.63043478 109.36956522],1
a5,1,1e-06,24.404809,[78 23] ; [58 71],[59.72173913 41.27826087] ; [76.27826087 52.72173913],1
a4,1,2.1e-05,18.058489,[53 47] ; [33 96],[37.55458515 62.44541485] ; [48.44541485 80.55458515],1
u1,1,5.1e-05,16.395468,[18 83] ; [  3 126],[ 9.22173913 91.77826087] ; [ 11.77826087 117.22173913],1
a3,1,0.000243,13.462683,[75 26] ; [64 63],[61.5745614 39.4254386] ; [77.4254386 49.5745614],1
a6,1,0.000244,13.455219,[77 24] ; [68 61],[63.67391304 37.32608696] ; [81.32608696 47.67391304],1
r2,1,0.000533,11.997227,[90  7] ; [97 32],[80.26106195 16.73893805] ; [106.73893805  22.26106195],1
r1,1,0.001632,9.923402,[71 29] ; [65 64],[59.38864629 40.61135371] ; [76.61135371 52.38864629],0
a7,1,0.005522,7.699989,[74 27] ; [71 57],[63.95196507 37.04803493] ; [81.04803493 46.95196507],0
n4,1,0.018134,5.58314,[71 30] ; [71 58],[62.35652174 38.64347826] ; [79.64347826 49.35652174],0
r4,1,0.021465,5.288653,[77 24] ; [80 49],[68.94347826 32.05652174] ; [88.05652174 40.94347826],0
n6,1,0.025848,4.966138,[77 23] ; [81 47],[69.29824561 30.70175439] ; [88.70175439 39.29824561],0
s4,1,0.069399,3.297175,[ 6 95] ; [ 17 112],[10.1 90.9] ; [ 12.9 116.1],0
s5,1,0.077155,3.123845,[14 84] ; [  9 118],[10.01777778 87.98222222] ; [ 12.98222222 114.01777778],0
p8,1,0.092291,2.833947,[43 58] ; [40 86],[36.92951542 64.07048458] ; [46.07048458 79.92951542],0
v2,1,0.117529,2.449944,[38 61] ; [35 88],[32.55405405 66.44594595] ; [40.44594595 82.55405405],0
r3,1,0.119745,2.420654,[87 14] ; [100  28],[82.47598253 18.52401747] ; [104.52401747  23.47598253],0
s1,1,0.122801,2.381224,[ 2 98] ; [  8 121],[ 4.36681223 95.63318777] ; [  5.63318777 123.36681223],0
n2,1,0.129809,2.294789,[18 17] ; [30 14],[21.26582278 13.73417722] ; [26.73417722 17.26582278],0
p5,1,0.142176,2.154246,[ 5 96] ; [  2 125],[ 3.10087719 97.89912281] ; [  3.89912281 123.10087719],0
b4,1,0.172981,1.85692,[60 41] ; [65 64],[54.89130435 46.10869565] ; [70.10869565 58.89130435],0
a1,1,0.181016,1.789265,[ 2 99] ; [  7 122],[ 3.95217391 97.04782609] ; [  5.04782609 123.95217391],0
n3,1,0.183395,1.769897,[19 15] ; [31 13],[21.79487179 12.20512821] ; [28.20512821 15.79487179],0
s8,1,0.197095,1.663767,[14 87] ; [ 11 118],[10.97826087 90.02173913] ; [ 14.02173913 114.97826087],0
u3,1,0.229285,1.445294,[14 12] ; [26 39],[11.42857143 14.57142857] ; [28.57142857 36.42857143],0
p3,1,0.282754,1.153804,[35 64] ; [37 92],[31.26315789 67.73684211] ; [40.73684211 88.26315789],0
