Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,165.488113,[461  59] ; [54 88],[404.53172205 115.46827795] ; [110.46827795  31.53172205],1
n6,1,0.0,42.211707,[477  44] ; [100  41],[454.10422961  66.89577039] ; [122.89577039  18.10422961],1
p4,1,0.0,32.076755,[370 152] ; [65 78],[341.45864662 180.54135338] ; [93.54135338 49.45864662],1
d2,1,0.0,26.764903,[278 246] ; [ 41 102],[250.60869565 273.39130435] ; [68.39130435 74.60869565],1
a4,1,0.0,26.697914,[266 257] ; [ 38 105],[238.72672673 284.27327327] ; [65.27327327 77.72672673],1
a5,1,1e-06,23.915467,[416 108] ; [85 58],[393.5892054 130.4107946] ; [107.4107946  35.5892054],1
a3,1,5e-06,20.983319,[405 117] ; [83 59],[383.63855422 138.36144578] ; [104.36144578  37.63855422],1
s7,1,6e-06,20.440745,[283 217] ; [49 91],[259.375 240.625] ; [72.625 67.375],1
p3,1,1.9e-05,18.336244,[307 217] ; [55 88],[284.3898051 239.6101949] ; [77.6101949 65.3898051],1
p6,1,2.8e-05,17.539143,[234 285] ; [ 36 105],[212.31818182 306.68181818] ; [57.68181818 83.31818182],1
d1,1,0.000111,14.946873,[332 192] ; [65 78],[311.88605697 212.11394303] ; [85.11394303 57.88605697],1
d5,1,0.00019,13.926703,[446  77] ; [102  40],[430.98345865  92.01654135] ; [117.01654135  24.98345865],1
r4,1,0.000209,13.747339,[486  38] ; [118  25],[474.50674663  49.49325337] ; [129.49325337  13.50674663],1
a8,1,0.000571,11.86781,[ 81 390] ; [  7 126],[ 68.62251656 402.37748344] ; [ 19.37748344 113.62251656],1
a2,1,0.000623,11.704768,[142 382] ; [ 19 124],[126.48275862 397.51724138] ; [ 34.51724138 108.48275862],1
v3,1,0.001586,9.975617,[219 289] ; [39 99],[202.88544892 305.11455108] ; [55.11455108 82.88544892],0
p10,1,0.00233,9.269685,[487  35] ; [122  21],[478.04210526  43.95789474] ; [130.95789474  12.04210526],0
s8,1,0.002505,9.137095,[260 261] ; [51 92],[244.02259036 276.97740964] ; [66.97740964 76.02259036],0
v1,1,0.00314,8.724332,[305 203] ; [64 75],[289.72488408 218.27511592] ; [79.27511592 59.72488408],0
r1,1,0.005428,7.730926,[429  92] ; [102  40],[417.27149321 103.72850679] ; [113.72850679  28.27149321],0
p8,1,0.008155,6.999142,[318 198] ; [70 72],[304.2674772 211.7325228] ; [83.7325228 58.2674772],0
r3,1,0.008856,6.851719,[504  15] ; [132  11],[498.6163142  20.3836858] ; [137.3836858   5.6163142],0
p5,1,0.010058,6.624524,[ 80 443] ; [ 10 133],[ 70.67567568 452.32432432] ; [ 19.32432432 123.67567568],0
p11,1,0.011621,6.367864,[452  72] ; [111  32],[442.29685157  81.70314843] ; [120.70314843  22.29685157],0
s4,1,0.013822,6.060791,[ 75 443] ; [ 33 110],[ 84.63540091 433.36459909] ; [ 23.36459909 119.63540091],0
u1,1,0.014933,5.924321,[105 419] ; [ 16 127],[ 95.05847076 428.94152924] ; [ 25.94152924 117.05847076],0
n1,1,0.023512,5.130298,[36 51] ; [10 36],[30.09022556 56.90977444] ; [15.90977444 30.09022556],0
s6,1,0.026637,4.914182,[368 141] ; [89 53],[357.31643625 151.68356375] ; [99.68356375 42.31643625],0
p12,1,0.030383,4.687518,[ 52 470] ; [  6 137],[ 45.52781955 476.47218045] ; [ 12.47218045 130.52781955],0
v2,1,0.045386,4.004245,[303 203] ; [69 68],[292.74027994 213.25972006] ; [79.25972006 57.74027994],0
