Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.003941,8.310617,[20  5] ; [22 27],[14.18918919 10.81081081] ; [27.81081081 21.18918919],0
s8,1,0.009222,6.779306,[ 7 18] ; [ 3 46],[ 3.37837838 21.62162162] ; [ 6.62162162 42.37837838],0
n3,1,0.011764,6.346154,[10  1] ; [10 12],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
d4,1,0.015722,5.83367,[20  5] ; [25 24],[15.2027027  9.7972973] ; [29.7972973 19.2027027],0
d1,1,0.017956,5.600404,[13 12] ; [12 37],[ 8.44594595 16.55405405] ; [16.55405405 32.44594595],0
s6,1,0.017956,5.600404,[13 12] ; [12 37],[ 8.44594595 16.55405405] ; [16.55405405 32.44594595],0
r3,1,0.023823,5.107491,[20  5] ; [26 23],[15.54054054  9.45945946] ; [30.45945946 18.54054054],0
v1,1,0.037917,4.308737,[ 9 14] ; [ 8 40],[ 5.50704225 17.49295775] ; [11.49295775 36.50704225],0
p11,1,0.047686,3.921009,[13 12] ; [14 35],[ 9.12162162 15.87837838] ; [17.87837838 31.12162162],0
v3,1,0.058476,3.580077,[ 8 16] ; [ 7 42],[ 4.93150685 19.06849315] ; [10.06849315 38.93150685],0
v4,1,0.102707,2.662993,[20  5] ; [30 19],[16.89189189  8.10810811] ; [33.10810811 15.89189189],0
n5,1,0.117976,2.443986,[10 15] ; [29 20],[13.17567568 11.82432432] ; [25.82432432 23.17567568],0
a5,1,0.158576,1.987754,[14 11] ; [19 30],[11.14864865 13.85135135] ; [21.85135135 27.14864865],0
d3,1,0.162871,1.947368,[15 10] ; [21 28],[12.16216216 12.83783784] ; [23.83783784 25.16216216],0
s2,1,0.187314,1.738621,[ 8 17] ; [ 9 40],[ 5.74324324 19.25675676] ; [11.25675676 37.74324324],0
a3,1,0.19113,1.708884,[16  9] ; [23 25],[13.35616438 11.64383562] ; [25.64383562 22.35616438],0
s4,1,0.206209,1.597847,[ 3 22] ; [12 37],[ 5.06756757 19.93243243] ; [ 9.93243243 39.06756757],0
n2,1,0.213024,1.550752,[8 3] ; [11 11],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
p2,1,0.219108,1.510204,[15 10] ; [22 27],[12.5 12.5] ; [24.5 24.5],0
b4,1,0.219108,1.510204,[15 10] ; [22 27],[12.5 12.5] ; [24.5 24.5],0
n6,1,0.254309,1.299475,[17  8] ; [26 22],[14.7260274 10.2739726] ; [28.2739726 19.7260274],0
a7,1,0.277442,1.179577,[13 12] ; [19 30],[10.81081081 14.18918919] ; [21.18918919 27.81081081],0
b1,1,0.288045,1.128735,[16  9] ; [25 24],[13.85135135 11.14864865] ; [27.14864865 21.85135135],0
b5,1,0.365525,0.81882,[17  8] ; [28 21],[15.2027027  9.7972973] ; [29.7972973 19.2027027],0
s3,1,0.381471,0.765957,[10 14] ; [15 33],[ 8.33333333 15.66666667] ; [16.66666667 31.33333333],0
p6,1,0.419817,0.650826,[ 6 16] ; [ 9 39],[ 4.71428571 17.28571429] ; [10.28571429 37.71428571],0
p4,1,0.449956,0.570763,[10 14] ; [16 33],[ 8.54794521 15.45205479] ; [17.45205479 31.54794521],0
n4,1,0.463489,0.537455,[15 10] ; [25 24],[13.51351351 11.48648649] ; [26.48648649 22.51351351],0
a6,1,0.463489,0.537455,[15 10] ; [25 24],[13.51351351 11.48648649] ; [26.48648649 22.51351351],0
u1,1,0.480789,0.497073,[ 2 23] ; [ 2 47],[ 1.35135135 23.64864865] ; [ 2.64864865 46.35135135],0
s7,1,0.491525,0.473186,[ 7 17] ; [10 36],[ 5.82857143 18.17142857] ; [11.17142857 34.82857143],0
a8,1,0.512062,0.429851,[ 1 23] ; [ 4 44],[ 1.66666667 22.33333333] ; [ 3.33333333 44.66666667],0
p12,1,0.623029,0.241633,[ 1 24] ; [ 1 48],[ 0.67567568 24.32432432] ; [ 1.32432432 47.67567568],0
r2,1,0.681261,0.168709,[16  8] ; [29 18],[15.21126761  8.78873239] ; [29.78873239 17.21126761],0
p8,1,0.6885,0.160714,[ 6 18] ; [10 38],[ 5.33333333 18.66666667] ; [10.66666667 37.33333333],0
s5,1,0.692953,0.155907,[ 3 20] ; [ 8 40],[ 3.56338028 19.43661972] ; [ 7.43661972 40.56338028],0
u3,1,0.713694,0.134615,[3 6] ; [ 7 19],[2.57142857 6.42857143] ; [ 7.42857143 18.57142857],0
s1,1,0.730147,0.118977,[ 1 23] ; [ 3 46],[ 1.31506849 22.68493151] ; [ 2.68493151 46.31506849],0
d2,1,0.750224,0.101343,[11 14] ; [23 25],[11.64383562 13.35616438] ; [22.35616438 25.64383562],0
a2,1,0.759281,0.093897,[ 2 23] ; [ 5 44],[ 2.36486486 22.63513514] ; [ 4.63513514 44.36486486],0
p1,1,0.760865,0.092626,[ 2 23] ; [ 3 46],[ 1.68918919 23.31081081] ; [ 3.31081081 45.68918919],0
r4,1,0.816743,0.053702,[ 8 17] ; [17 32],[ 8.44594595 16.55405405] ; [16.55405405 32.44594595],0
u2,1,0.881318,0.02229,[3 5] ; [ 9 17],[2.82352941 5.17647059] ; [ 9.17647059 16.82352941],0
p3,1,0.899378,0.015989,[ 7 17] ; [15 34],[ 7.23287671 16.76712329] ; [14.76712329 34.23287671],0
n1,1,0.918081,0.010579,[3 7] ; [ 7 15],[3.125 6.875] ; [ 6.875 15.125],0
p7,1,0.946065,0.004576,[10 15] ; [20 29],[10.13513514 14.86486486] ; [19.86486486 29.13513514],0
a4,1,0.947809,0.004285,[ 8 17] ; [15 33],[ 7.87671233 17.12328767] ; [15.12328767 32.87671233],0
