Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,57.716086,[86  4] ; [ 7 18],[72.7826087 17.2173913] ; [20.2173913  4.7826087],1
b3,1,0.213583,1.54697,[ 9 43] ; [4 8],[10.5625 41.4375] ; [2.4375 9.5625],0
b2,1,0.213583,1.54697,[ 9 43] ; [4 8],[10.5625 41.4375] ; [2.4375 9.5625],0
b1,1,0.2574,1.282686,[32 58] ; [12 13],[34.43478261 55.56521739] ; [ 9.56521739 15.43478261],0
v2,1,0.260729,1.264884,[31 55] ; [ 6 19],[28.66666667 57.33333333] ; [ 8.33333333 16.66666667],0
s7,1,0.289683,1.121095,[51 37] ; [11 13],[48.71428571 39.28571429] ; [13.28571429 10.71428571],0
s6,1,0.294521,1.098838,[71 16] ; [18  7],[69.13392857 17.86607143] ; [19.86607143  5.13392857],0
s2,1,0.305278,1.050994,[63 26] ; [15 10],[60.89473684 28.10526316] ; [17.10526316  7.89473684],0
b5,1,0.317157,1.000634,[55 35] ; [18  7],[57.13043478 32.86956522] ; [15.86956522  9.13043478],0
u2,1,0.321466,0.982974,[15 17] ; [4 9],[13.51111111 18.48888889] ; [5.48888889 7.51111111],0
s3,1,0.343703,0.89657,[63 27] ; [15 10],[61.04347826 28.95652174] ; [16.95652174  8.04347826],0
n4,1,0.380036,0.770584,[59 31] ; [14 11],[57.13043478 32.86956522] ; [15.86956522  9.13043478],0
n2,1,0.399075,0.711111,[16  4] ; [8 4],[15.  5.] ; [9. 3.],0
p3,1,0.430803,0.620657,[44 46] ; [10 15],[42.26086957 47.73913043] ; [11.73913043 13.26086957],0
u1,1,0.569967,0.322738,[15 75] ; [ 3 22],[14.08695652 75.91304348] ; [ 3.91304348 21.08695652],0
a7,1,0.590426,0.28968,[62 27] ; [16  9],[60.89473684 28.10526316] ; [17.10526316  7.89473684],0
b4,1,0.606178,0.265778,[52 38] ; [13 12],[50.86956522 39.13043478] ; [14.13043478 10.86956522],0
s1,1,0.651103,0.204512,[ 5 85] ; [ 2 23],[ 5.47826087 84.52173913] ; [ 1.52173913 23.47826087],0
p1,1,0.763578,0.090472,[ 9 81] ; [ 2 23],[ 8.60869565 81.39130435] ; [ 2.39130435 22.60869565],0
u3,1,0.795198,0.067375,[21 11] ; [8 5],[20.62222222 11.37777778] ; [8.37777778 4.62222222],0
n1,1,0.843869,0.038788,[ 6 14] ; [4 8],[ 6.25 13.75] ; [3.75 8.25],0
a8,1,0.845607,0.037918,[ 3 83] ; [ 1 22],[ 3.1559633 82.8440367] ; [ 0.8440367 22.1559633],0
n5,1,0.847538,0.036964,[63 27] ; [17  8],[62.60869565 27.39130435] ; [17.39130435  7.60869565],0
a4,1,0.920364,0.009995,[37 53] ; [10 15],[36.7826087 53.2173913] ; [10.2173913 14.7826087],0
