Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,57.716086,[86  4] ; [ 7 18],[72.7826087 17.2173913] ; [20.2173913  4.7826087],1
r3,1,0.000246,13.44579,[84  5] ; [17  8],[78.85087719 10.14912281] ; [22.14912281  2.85087719],1
p11,1,0.000282,13.188492,[70 20] ; [10 15],[62.60869565 27.39130435] ; [17.39130435  7.60869565],1
p7,1,0.001901,9.642723,[58 29] ; [ 8 17],[51.26785714 35.73214286] ; [14.73214286 10.26785714],0
p8,1,0.006038,7.539043,[49 40] ; [ 6 19],[42.93859649 46.06140351] ; [12.06140351 12.93859649],0
r4,1,0.007798,7.079263,[76 14] ; [15 10],[71.2173913 18.7826087] ; [19.7826087  5.2173913],0
d1,1,0.008409,6.944243,[52 38] ; [ 7 18],[46.17391304 43.82608696] ; [12.82608696 12.17391304],0
n6,1,0.015347,5.876154,[77 13] ; [16  9],[72.7826087 17.2173913] ; [20.2173913  4.7826087],0
s8,1,0.020617,5.358915,[45 45] ; [ 6 19],[39.91304348 50.08695652] ; [11.08695652 13.91304348],0
a5,1,0.022738,5.188407,[65 25] ; [12 13],[60.26086957 29.73913043] ; [16.73913043  8.26086957],0
s5,1,0.031619,4.619038,[44 39] ; [ 6 16],[39.52380952 43.47619048] ; [10.47619048 11.52380952],0
r1,1,0.041865,4.140647,[66 24] ; [13 12],[61.82608696 28.17391304] ; [17.17391304  7.82608696],0
v1,1,0.042037,4.133706,[42 48] ; [ 6 19],[37.56521739 52.43478261] ; [10.43478261 14.56521739],0
r2,1,0.052435,3.761847,[83  7] ; [18  5],[80.44247788  9.55752212] ; [20.55752212  2.44247788],0
d3,1,0.060352,3.52769,[67 22] ; [14 11],[63.23684211 25.76315789] ; [17.76315789  7.23684211],0
a6,1,0.064904,3.407407,[58 32] ; [11 14],[54. 36.] ; [15. 10.],0
p2,1,0.070388,3.27396,[73 17] ; [16  9],[69.65217391 20.34782609] ; [19.34782609  5.65217391],0
v4,1,0.088958,2.893124,[84  5] ; [21  4],[81.97368421  7.02631579] ; [23.02631579  1.97368421],0
d5,1,0.101155,2.687238,[71 18] ; [16  9],[67.92105263 21.07894737] ; [19.07894737  5.92105263],0
p4,1,0.102155,2.671573,[56 34] ; [11 14],[52.43478261 37.56521739] ; [14.56521739 10.43478261],0
p6,1,0.115327,2.479668,[41 49] ; [ 7 18],[37.56521739 52.43478261] ; [10.43478261 14.56521739],0
a3,1,0.136118,2.221305,[58 32] ; [12 13],[54.7826087 35.2173913] ; [15.2173913  9.7826087],0
d2,1,0.160084,1.973431,[43 47] ; [ 8 17],[39.91304348 50.08695652] ; [11.08695652 13.91304348],0
d4,1,0.160508,1.969438,[70 20] ; [16  9],[67.30434783 22.69565217] ; [18.69565217  6.30434783],0
n3,1,0.186923,1.741707,[16  4] ; [7 5],[14.375  5.625] ; [8.625 3.375],0
a2,1,0.194661,1.681987,[17 73] ; [ 2 23],[14.86956522 75.13043478] ; [ 4.13043478 20.86956522],0
