Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00818,6.993632,[20 18] ; [16  2],[24.42857143 13.57142857] ; [11.57142857  6.42857143],0
s4,1,0.020073,5.405522,[ 5 33] ; [ 7 10],[ 8.29090909 29.70909091] ; [ 3.70909091 13.29090909],0
n5,1,0.04,4.217905,[31  7] ; [10  8],[27.82142857 10.17857143] ; [13.17857143  4.82142857],0
p6,1,0.048919,3.878116,[ 9 29] ; [9 9],[12.21428571 25.78571429] ; [ 5.78571429 12.21428571],0
p12,1,0.056831,3.62753,[ 1 37] ; [ 3 15],[ 2.71428571 35.28571429] ; [ 1.28571429 16.71428571],0
p5,1,0.060504,3.523524,[ 2 35] ; [ 4 14],[ 4.03636364 32.96363636] ; [ 1.96363636 16.03636364],0
v1,1,0.06203,3.482248,[12 23] ; [11  7],[15.18867925 19.81132075] ; [ 7.81132075 10.18867925],0
s7,1,0.07019,3.278571,[11 23] ; [10  7],[14. 20.] ; [ 7. 10.],0
n3,1,0.073638,3.2,[9 1] ; [3 3],[7.5 2.5] ; [4.5 1.5],0
a5,1,0.098538,2.729045,[26 12] ; [16  2],[28.5  9.5] ; [13.5  4.5],0
b4,1,0.116559,2.462963,[19 19] ; [13  5],[21.71428571 16.28571429] ; [10.28571429  7.71428571],0
a7,1,0.183578,1.768421,[26 12] ; [9 9],[23.75 14.25] ; [11.25  6.75],0
s2,1,0.183744,1.767083,[16 22] ; [11  7],[18.32142857 19.67857143] ; [8.67857143 9.32142857],0
r4,1,0.198813,1.651072,[31  7] ; [17  1],[32.57142857  5.42857143] ; [15.42857143  2.57142857],0
v4,1,0.198813,1.651072,[31  7] ; [17  1],[32.57142857  5.42857143] ; [15.42857143  2.57142857],0
b5,1,0.258225,1.278249,[23 15] ; [ 8 10],[21.03571429 16.96428571] ; [9.96428571 8.03571429],0
s8,1,0.25852,1.276668,[13 25] ; [9 9],[14.92857143 23.07142857] ; [ 7.07142857 10.92857143],0
v2,1,0.282542,1.154824,[19 18] ; [12  6],[20.85454545 16.14545455] ; [10.14545455  7.85454545],0
a3,1,0.300994,1.069786,[22 16] ; [13  5],[23.75 14.25] ; [11.25  6.75],0
s1,1,0.321593,0.982456,[ 3 35] ; [ 3 15],[ 4.07142857 33.92857143] ; [ 1.92857143 16.07142857],0
